ID,Description_lang,Reward_lang,Title_lang
291,Usa Calabazas iluminadas pesadas para colocar cabezas de calabaza a las razas listadas a continuación.,,Búscate la cabeza
292,Consigue una mascota calabacino siniestro y un yelmo sacralizado mediante despojo o dulces de Halloween durante los eventos del mundo de Halloween.,,Llamada siniestra
293,"Ponte 3 prendas de la Fiesta de la Cerveza, acaba totalmente borracho y baila en Dalaran.",,Perturbar la paz
295,Mata a Coren Cerveza Temible.,,Fiesta de la Cerveza temible
303,"Consigue una montura de la Fiesta de la Cerveza, o transforma la tuya en una usando lúpulo de la Fiesta de la Cerveza.",,Viajará gracias al barril
306,Gana el concurso de pesca de Bahía del Botín.,,Maestro pescador de Azeroth
318,,,Veces que te ha matado la facción contraria
319,Duelos ganados,,Duelos ganados
320,Duelos perdidos,,Duelos perdidos
326,Oro obtenido como recompensa de misiones,,Oro obtenido como recompensa de misiones
328,Oro total adquirido,,Oro total adquirido
329,Cantidad de subastas creadas,,Cantidad de subastas creadas
330,Compras realizadas en la casa de subastas,,Compras realizadas en la casa de subastas
331,La puja más alta realizada en una subasta,,La puja más alta realizada en una subasta
332,Venta más cara realizada en una subasta,,Venta más cara realizada en una subasta
333,Cantidad de oro despojado,,Cantidad de oro despojado
334,Mayor cantidad de oro jamás poseída,,Mayor cantidad de oro jamás poseída
338,Mascotas de vanidad poseídas,,Mascotas de vanidad poseídas
344,Vendas usadas,,Vendas usadas
345,Pociones de salud consumidas,,Pociones de salud consumidas
346,Bebidas consumidas,,Bebidas consumidas
347,Comida consumida,,Comida consumida
349,Rutas de vuelo tomadas,,Rutas de vuelo tomadas
350,Portales de mago atravesados,,Portales de mago atravesados
353,Veces que has usado la piedra de hogar,,Veces que has usado la piedra de hogar
362,Victorias 5c5,,Victorias 5c5
363,Encuentros 5c5,,Encuentros 5c5
364,Victorias 3c3,,Victorias 3c3
365,Encuentros 3c3,,Encuentros 3c3
366,Victorias 2c2,,Victorias 2c2
367,Encuentros 2c2,,Encuentros 2c2
370,,,Mayor índice personal en 2c2
374,,,Mayor índice de equipo en 2c2
381,Muertes con honor en el mundo,,Muertes con honor en el mundo
382,Muertes con honor en campos de batalla,,Muertes con honor en campos de batalla
383,Muertes con honor en la arena,,Muertes con honor en la arena
388,Mata a 50 jugadores enemigos en cualquiera de tus capitales.,,Defensor de la ciudad
389,Despoja el abalorio del maestro de arena en la Arena Gurubashi.,,Maestro de la Arena Gurubashi
393,Torres defendidas en el Valle de Alterac,,Torres defendidas en el Valle de Alterac
394,Torres capturadas en el Valle de Alterac,,Torres capturadas en el Valle de Alterac
395,Banderas capturadas en la Garganta Grito de Guerra,,Banderas capturadas en la Garganta Grito de Guerra
396,Completa la misión del Corto John Mitril para obtener el abalorio de gran maestro de arena.,,Gran Maestro de la Arena Gurubashi
397,Gana un encuentro de arena puntuado.,,Entra en la arena
398,Gana 100 encuentros de arena puntuados.,,Despiadadamente entregado
399,Consigue un índice personal de 1550 en la rama de la arena 2c2.,,Entre tú y yo: 1550
400,Consigue un índice personal de 1750 en la rama de la arena 2c2.,,Entre tú y yo: 1750
401,Consigue un índice personal de 2000 en la rama de la arena 2c2.,,Entre tú y yo: 2000
402,Consigue un índice personal de 1550 en la rama de la arena 3c3.,,Tres son multitud: 1550
403,Consigue un índice personal de 1750 en la rama de la arena 3c3.,,Tres son multitud: 1750
404,Consigue un índice personal de 2000 en la rama de la arena 5c5.,,Choca esos cinco: 2000
405,Consigue un índice personal de 2000 en la rama de la arena 3c3.,,Tres son multitud: 2000
406,Consigue un índice personal de 1550 en la rama de la arena 5c5.,,Choca esos cinco: 1550
407,Consigue un índice personal de 1750 en la rama de la arena 5c5.,,Choca esos cinco: 1750
408,Gana diez encuentros puntuados seguidos.,,Buena racha
409,Sé el único superviviente al final de un encuentro puntuado de 5c5.,,El último hombre en pie
411,"Propietario orgulloso de un Murky de la BlizzCon 2005 en Anaheim, California.",,Murky
412,"Propietario orgulloso del traje de múrloc de la BlizzCon 2007 en Anaheim, California.",,Traje de múrloc
414,"Propietario orgulloso de la Empuñadura de Tyrael de la World Wide Invitational 2008 en París, Francia.",,Empuñadura de Tyrael
415,Propietario orgulloso del gran oso de Blizzard de la BlizzCon 2008.,,Gran oso de Blizzard
416,Has abierto las puertas de Ahn'Qiraj.,,Señor Escarabajo
418,Logrado el título de Gladiador despiadado.,,Gladiador despiadado
419,Logrado el título de Gladiador vengativo.,,Gladiador vengativo
420,Logrado el título de Gladiador brutal.,,Gladiador brutal
424,Consigue un cristal resonador qiraji rojo.,,¿Por qué? Porque es rojo
425,"Equípate con Atiesh, gran báculo del Guardián.",,"Atiesh, gran báculo del Guardián"
426,Equípate con un conjunto de gujas de guerra de Azzinoth.,,Gujas de guerra de Azzinoth
428,"Equípate con Trueno Furioso, Espada Bendita del Hijo del Viento.",,"Trueno Furioso, Espada Bendita del Hijo del Viento"
429,"Equípate con Sulfuras, Mano de Ragnaros.",,"Sulfuras, Mano de Ragnaros"
430,Poseedor del oso de guerra Amani.,,Oso de guerra Amani
431,"Recibido el título ""Mano de A'dal"".",,Mano de A'dal
432,"Recibido el título ""Campeón de los naaru"".",,Campeón de los naaru
433,"Has recibido el título ""Gran mariscal"" al nivel 60.",,Gran mariscal
434,"Has recibido el título ""Mariscal de campo"" al nivel 60.",,Mariscal de campo
435,"Has recibido el título ""Comandante"" al nivel 60.",,Comandante
436,"Has recibido el título ""Teniente coronel"" al nivel 60.",,Teniente coronel
437,"Has recibido el título ""Campeón caballero"" al nivel 60.",,Campeón caballero
438,"Has recibido el título ""Capitán caballero"" al nivel 60.",,Capitán caballero
439,"Has recibido el título ""Caballero"" al nivel 60.",,Caballero
440,"Has recibido el título, ""Alférez"" al nivel 60.",,Alférez
441,"Has recibido el título ""Sargento primero"" al nivel 60.",,Sargento primero
442,"Has recibido el título ""Soldado"" al nivel 60.",,Soldado
443,"Has recibido el título ""Gran Señor de la Guerra"" al nivel 60.",,Gran Señor de la Guerra
444,"Has recibido el título ""General"" al nivel 60.",,General
445,"Has recibido el título ""Señor de la Guerra"" al nivel 60.",,Señor de la Guerra
446,"Has recibido el título ""Gran general"" al nivel 60.",,Gran general
447,"Has recibido el título ""Campeón"" al nivel 60.",,Campeón
448,"Has recibido el título ""Centurión"" al nivel 60.",,Centurión
449,"Has recibido el título ""Guardia de sangre"" al nivel 60.",,Guardia de sangre
450,"Has recibido el título ""Capataz primero"" al nivel 60.",,Capataz primero
451,"Has recibido el título ""Guardia de piedra"" al nivel 60.",,Guardia de piedra
452,"Has recibido el título ""Gran capataz"" al nivel 60.",,Gran capataz
453,"Has recibido el título ""Capataz"" al nivel 60.",,Capataz
454,"Has recibido el título ""Rastreador"" al nivel 60.",,Rastreador
456,Participante en la primera derrota del reino de Sartharion el Guardián ónice en el modo de 25 jugadores.,Título de recompensa: Destripador obsidiana,¡Primero del reino! Destripador obsidiana
457,Primera persona del reino que llega a nivel 80.,,¡Primero del reino con Nivel 80!
458,Primer pícaro del reino que llega a nivel 80.,,¡Primero del reino! Pícaro nivel 80
459,Primer guerrero del reino que llega a nivel 80.,,¡Primero del reino! Guerrero nivel 80
460,Primer mago del reino en alcanzar el nivel 80.,,¡Primero del reino! Mago nivel 80
461,Primer caballero de la Muerte del reino que llega a nivel 80.,,¡Primero del reino! Caballero de la Muerte nivel 80
462,Primer cazador del reino en alcanzar el nivel 80.,,¡Primero del reino! Cazador nivel 80
463,Primer brujo del reino que llega a nivel 80.,,¡Primero del reino! Brujo nivel 80
464,Primer sacerdote del reino que llega a nivel 80.,,¡Primero del reino! Sacerdote nivel 80
465,Primer paladín del reino en alcanzar el nivel 80.,,¡Primero del reino! Paladín nivel 80
466,Primer druida del reino en alcanzar el nivel 80.,,¡Primero del reino! Druida nivel 80
467,Primer chamán del reino que llega a nivel 80.,,¡Primero del reino! Chamán nivel 80
468,"Has recibido el título ""Bruto"" al nivel 60.",,Bruto
469,"Has recibido el título ""Legionario"" al nivel 60.",,Legionario
470,"Has recibido el título ""Cabo"" al nivel 60.",,Cabo
471,"Has recibido el título ""Sargento"" al nivel 60.",,Sargento
472,"Has recibido el título ""Teniente caballero"" al nivel 60.",,Teniente caballero
473,"Has recibido el título ""Mariscal"" al nivel 60.",,Mariscal
477,Derrota a los jefes de la Fortaleza de Utgarde.,,Fortaleza de Utgarde
478,Derrota a los jefes de El Nexo.,,El Nexo
479,Derrota a los jefes de las Cavernas del Tiempo: Stratholme.,,La Matanza de Stratholme
480,Derrota a los jefes de Azjol-Nerub.,,Azjol-Nerub
481,Derrota a los jefes de Ahn’kahet: El Antiguo Reino.,,Ahn’kahet: El Antiguo Reino
482,Derrota a los jefes de la Fortaleza de Drak'Tharon.,,Fortaleza de Drak'Tharon
483,Derrota a Cianigosa en El Bastión Violeta.,,El Bastión Violeta
484,Derrota a los jefes de Gundrak.,,Gundrak
485,Derrota a los jefes de los encuentros de las Cámaras de Piedra.,,Cámaras de Piedra
486,Derrota a los jefes de las Cámaras de Relámpagos.,,Cámaras de Relámpagos
487,Derrota a los jefes de El Oculus.,,El Oculus
488,Derrota a los jefes del Pináculo de Utgarde.,,Pináculo de Utgarde
489,Derrota a los jefes de la Fortaleza de Utgarde en dificultad heroica.,,Heroico: Fortaleza de Utgarde
490,Derrota a los jefes de El Nexo en dificultad heroica.,,Heroico: El Nexo
491,Derrota a los jefes de Azjol-Nerub en dificultad heroica.,,Heroico: Azjol-Nerub
492,Derrota a los jefes de Ahn’kahet: El Antiguo Reino en dificultad heroica.,,Heroico: Ahn'kahet: El Antiguo Reino
493,Derrota a los jefes de la Fortaleza de Drak'Tharon en dificultad heroica.,,Heroico: La Fortaleza de Drak'Tharon
494,Derrota a Cianigosa en El Bastión Violeta en dificultad heroica.,,Heroico: El Bastión Violeta
495,Derrota a los jefes de Gundrak en dificultad heroica.,,Heroico: Gundrak
496,Derrota a los jefes de los encuentros de las Cámaras de Piedra en dificultad heroica.,,Heroico: Cámaras de Piedra
497,Derrota a los jefes de las Cámaras de Relámpagos en dificultad heroica.,,Heroico: Cámaras de Relámpagos
498,Derrota a los jefes de El Oculus en dificultad heroica.,,Heroico: El Oculus
499,Derrota a los jefes del Pináculo de Utgarde en dificultad heroica.,,Heroico: El Pináculo de Utgarde
500,Derrota a los jefes de las Cavernas del Tiempo: Stratholme en modo heroico.,,Heroico: La Matanza de Stratholme
503,Completa 50 misiones.,,50 misiones completadas
504,Completa 100 misiones.,,100 misiones completadas
505,Completa 250 misiones.,,250 misiones completadas
506,Completa 500 misiones.,,500 misiones completadas
507,Completa 1000 misiones.,,1000 misiones completadas
508,Completa 1500 misiones.,,1500 misiones completadas
509,Consigue 10 000 muertes con honor.,,10 000 muertes con honor
512,Consigue 5000 muertes con honor.,,5000 muertes con honor
513,Consigue 100 muertes con honor.,,100 muertes con honor
515,Consigue 500 muertes con honor.,,500 muertes con honor
516,Consigue 1000 muertes con honor.,,1000 muertes con honor
518,Eleva 30 reputaciones a Exaltado.,,30 reputaciones de Exaltado
519,Eleva 25 reputaciones a Exaltado.,,25 reputaciones de Exaltado
520,Eleva 20 reputaciones a Exaltado.,,20 reputaciones de Exaltado
521,Eleva 15 reputaciones a Exaltado.,,15 reputaciones de Exaltado
522,Eleva una reputación a Exaltado.,,A alguien le gusto
523,Eleva 5 reputaciones a Exaltado.,,5 reputaciones de Exaltado
524,Eleva 10 reputaciones a Exaltado.,,10 reputaciones de Exaltado
545,Visita una peluquería y cambia tu aspecto.,,Cortar y peinar
546,Compra 7 ranuras adicionales en el banco.,,Depósito seguro
547,Completa las misiones del Cementerio de Dragones hasta Regreso a Angrathar incluida.,,Veterano de la Puerta de Cólera
556,Equipa un objeto épico en cada ranura con nivel mínimo de 213 (antes de Battle for Azeroth).,,Épico
557,Equipa un objeto superior en cada ranura con nivel mínimo de 187 (antes de Battle for Azeroth).,,Superior
558,Gana un tiro por codicia por un objeto superior o mejor por encima del nivel 185 y saca un 100 en la tirada.,,Codicioso
559,Gana un tiro por necesidad por un objeto superior o mejor por encima del nivel 185 y saca un 100 en la tirada.,,Necesitado
560,Pesca a Gahz’ranka en Zul’Gurub con el cebo de Fangoapestoso.,,La presa más mortífera
561,Defiende las creencias de D.E.H.T.A. completando todas las misiones hasta el asesinato de Harold Sendero incluida.,,El quebradero de cabeza de D.E.H.T.A.
562,Derrota a los jefes de El Arrabal Arácnido de Naxxramas en el modo de 10 jugadores.,,El Arrabal Arácnido (10 j.)
563,Derrota a los jefes de El Arrabal Arácnido de Naxxramas en el modo de 25 jugadores.,,El Arrabal Arácnido (25 j.)
564,Derrota a los jefes de El Arrabal de los Ensamblajes de Naxxramas en el modo de 10 jugadores.,,El Arrabal de los Ensamblajes (10 j.)
565,Derrota a los jefes de El Arrabal de los Ensamblajes de Naxxramas en el modo de 25 jugadores.,,El Arrabal de los Ensamblajes (25 j.)
566,Derrota a los jefes de El Arrabal de la Peste de Naxxramas en el modo de 10 jugadores.,,El Arrabal de la Peste (10 j.)
567,Derrota a los jefes de El Arrabal de la Peste de Naxxramas en el modo de 25 jugadores.,,El Arrabal de la Peste (25 j.)
568,Derrota a los jefes de El Arrabal Militar de Naxxramas en el modo de 10 jugadores.,,El Arrabal Militar (10 j.)
569,Derrota a los jefes de El Arrabal Militar de Naxxramas en el modo de 25 jugadores.,,El Arrabal Militar (25 j.)
572,Derrota a Sapphiron en Naxxramas en el modo de 10 jugadores.,,La muerte de Sapphiron (10 j.)
573,Derrota a Sapphiron en Naxxramas en el modo de 25 jugadores.,,La muerte de Sapphiron (25 j.)
574,Derrota a Kel'Thuzad en Naxxramas en el modo de 10 jugadores.,,La derrota de Kel'Thuzad (10 j.)
575,Derrota a Kel'Thuzad en Naxxramas en el modo de 25 jugadores.,,La derrota de Kel'Thuzad (25 j.)
576,Derrota a todos los jefes de Naxxramas en el modo de 10 jugadores.,,La caída de Naxxramas (10 j.)
577,Derrota a todos los jefes de Naxxramas en el modo de 25 jugadores.,,La caída de Naxxramas (25 j.)
578,Derrota a los jefes de Naxxramas en dificultad normal con menos de 9 personas en la zona en el modo de 10 jugadores.,,Los valientes (10 j.)
579,Derrota a los jefes de Naxxramas en dificultad heroica con menos de 21 personas en la zona en el modo de 25 jugadores.,,Los valientes (25 j.)
582,"En una sola batalla por el Valle de Alterac, asalta un cementerio, defiende un cementerio, asalta una torre, defiende una torre y mata a alguien en la Tierra de Disputa.",,Estrella del Valle de Alterac
583,Asalta y defiende 2 bases en una sola batalla por la Cuenca de Arathi.,,Estrella de la Cuenca de Arathi
584,Consigue cinco muertes con honor en cada una de las bases en una sola batalla por la Cuenca de Arathi.,,Asesino de la Cuenca de Arathi
585,Banderas del Ojo de la Tormenta capturadas,,Banderas del Ojo de la Tormenta capturadas
586,Banderas devueltas en la Garganta Grito de Guerra,,Banderas devueltas en la Garganta Grito de Guerra
587,"En una sola batalla por el Ojo de la Tormenta, consigue 5 muertes con honor en cada una de las bases.",,Asesino tormentoso
588,Muertes con honor,,Muertes con honor
589,,,Mayor índice de equipo en 5c5
590,,,Mayor índice de equipo en 3c3
595,,,Mayor índice personal en 3c3
596,,,Mayor índice personal en 5c5
603,Mata a 5 jugadores de la Alianza en cada una de las ciudades listadas a continuación.,,Cólera de la Horda
604,Mata a 5 jugadores de la Horda en cada una de las ciudades listadas a continuación.,,Cólera de la Alianza
605,Recibe una moneda de linaje.,,Una moneda de linaje
606,Recibe 5 monedas de linaje.,,5 monedas de linaje
607,Recibe 10 monedas de linaje.,,10 monedas de linaje
608,Recibe 25 monedas de linaje.,,25 monedas de linaje
609,Recibe 50 monedas de linaje.,,50 monedas de linaje
610,Daña al alto señor supremo Colmillosauro hasta que te siga la corriente y finja morir.,,Ofensiva de Orgrimmar
611,Mata a Baine Pezuña de Sangre.,,Pezuña de Sangre sangrante
612,Mata a lady Sylvanas Brisaveloz en Orgrimmar.,,Abajo con la Dama Oscura
613,Mata a Lor'themar Theron.,,Asesinado en Quel'Thalas
614,Mata a los líderes de la Horda.,Recompensa: oso de guerra negro,¡Por la Alianza!
615,Mata al rey Anduin Wrynn.,,Asaltar Ventormenta
