ID,DisplayName_lang,HordeDisplayName_lang
2483,Alquimia de Rasganorte,
2484,Alquimia de Terrallende,
2485,Alquimia,
2486,Encantamiento de Kul Tiras,Encantamiento Zandalari
2487,Encantamiento de Legion,
2488,Encantamiento de Draenor,
2489,Encantamiento de Pandaria,
2491,Encantamiento de Cataclysm,
2492,Encantamiento de Rasganorte,
2493,Encantamiento de Terrallende,
2494,Encantamiento,
2499,Ingeniería de Kul Tiras,Ingeniería Zandalari
2500,Ingeniería de Legion,
2501,Ingeniería de Draenor,
2502,Ingeniería de Pandaria,
2503,Ingeniería de Cataclsym,
2504,Ingeniería de Rasganorte,
2505,Ingeniería de Terrallende,
2506,Ingeniería,
2507,Inscripción de Kul Tiras,Inscripción Zandalari
2508,Inscripción de Legion,
2509,Inscripción de Draenor,
2510,Inscripción de Pandaria,
2511,Inscripción de Cataclysm,
2512,Inscripción de Rasganorte,
2513,Inscripción de Terrallende,
2514,Inscripción,
2517,Joyería de Kul Tiras,Joyería Zandalari
2518,Joyería de Legion,
2519,Joyería de Draenor,
2520,Joyería de Pandaria,
2521,Joyería de Cataclysm,
2522,Joyería de Rasganorte,
2523,Joyería de Terrallende,
2524,Joyería,
2525,Peletería de Kul Tiras,Peletería Zandalari
2526,Peletería de Legion,
2527,Peletería de Draenor,
2528,Peletería de Pandaria,
2529,Peletería de Cataclysm,
2530,Peletería de Rasganorte,
2531,Peletería de Terrallende,
2532,Peletería,
2533,Sastrería de Kul Tiras,Sastrería Zandalari
2534,Sastrería de Legion,
2535,Sastrería de Draenor,
2536,Sastrería de Pandaria,
2537,Sastrería de Cataclysm,
2538,Sastrería de Rasganorte,
2539,Sastrería de Terrallende,
2540,Sastrería,
2541,Cocina de Kul Tiras,Cocina Zandalari
2542,Cocina de Legion,
2543,Cocina de Draenor,
2544,Cocina de Pandaria,
2545,Cocina de Cataclysm,
2546,Cocina de Rasganorte,
2547,Cocina de Terrallende,
2548,Cocina,
2549,Herboristería de Kul Tiras,Herboristería Zandalari
2550,Herboristería de Legion,
2551,Herboristería de Draenor,
2552,Herboristería de Pandaria,
2553,Herboristería de Cataclysm,
2554,Herboristería de Rasganorte,
2555,Herboristería de Terrallende,
2556,Herboristería,
2557,Desuello de Kul Tiras,Desuello Zandalari
2558,Desuello de Legion,
2559,Desuello de Draenor,
2560,Desuello de Pandaria,
2561,Desuello de Cataclysm,
2562,Desuello de Rasganorte,
2563,Desuello de Terrallende,
2564,Desuello,
2565,Minería de Kul Tiras,Minería Zandalari
2566,Minería de Legion,
2567,Minería de Draenor,
2568,Minería de Pandaria,
2569,Minería de Cataclysm,
2570,Minería de Rasganorte,
2571,Minería de Terrallende,
2572,Minería,
2585,Pesca de Kul Tiras,Pesca Zandalari
2586,Pesca de Legion,
2587,Pesca de Draenor,
2588,Pesca de Pandaria,
2589,Pesca de Cataclysm,
2590,Pesca de Rasganorte,
2591,Pesca de Terrallende,
2592,Pesca,
2597,Racial: enano Hierro Negro,
2598,Racial: orco Mag'har,
2703,Mascota: lagarto,
2704,Mascota: caballo,
2705,Mascota: pterrordáctilo exótico,
2706,Mascota: sapo,
2707,Mascota: carápido exótico,
2716,Segunda mascota: cazador,
2719,Pet - Blood Beast,
2720,Manitas de desguace,
2721,Racial: trol Zandalari,
2723,Racial: humano de Kul Tiras,
2727,Todas las clases,
2730,Kyrianos,
2731,Venthyr,
2732,Sílfides nocturnas,
2733,Necroseñores,
2734,Equipo de montura,
2750,Alquimia de Shadowlands,
2751,Herrería de Shadowlands,
2752,Cocina de Shadowlands,
2753,Encantamiento de Shadowlands,
2754,Pesca de Shadowlands,
2755,Ingeniería de Shadowlands,
2756,Inscripción de Shadowlands,
2757,Joyería de Shadowlands,
2758,Peletería de Shadowlands,
2759,Sastrería de Shadowlands,
2760,Herboristería de Shadowlands,
2761,Minería de Shadowlands,
2762,Desuello de Shadowlands,
2773,Racial: enano Hierro Negro,
2774,Racial: mecagnomo,
2775,Racial: vulpera,
2776,Idioma: vulpera,
2777,Cifrado de almas,
2787,Costura abominable,
2791,Fabricación de ascensión,
2805,Mascota: mamut,
2806,Mascota: trotador,
2807,Mascota: camello,
2811,Fabricación de estigia,
