ID,Description_lang,Reward_lang,Title_lang
105,Победы в ущелье Песни Войны,,Победы в ущелье Песни Войны
107,Убито существ,,Убито существ
108,Убито животных,,Убито животных
110,Самый часто убиваемый босс Lich King (5 игроков),,Самый часто убиваемый босс Lich King (5 игроков)
112,Смерти от утопления,,Смерти от утопления
113,Смерти от изнеможения,,Смерти от изнеможения
114,Смерти от падения,,Смерти от падения
115,Смерти от огня и лавы,,Смерти от огня и лавы
116,"Повысьте навык владения профессией в категории ""Классика"" до 150.",,Подмастерье
121,"Повысьте навык кулинарии в категории ""Классика"" до 150.",,Повар-подмастерье
122,"Повысьте навык кулинарии в категории ""Классика"" до 225.",,Повар-умелец
123,"Повысьте навык кулинарии в категории ""Классика"" до 300.",,Классический повар
124,"Повысьте навык кулинарии в категории ""Запределье"" до 75.",,Повар Запределья
125,"Повысьте навык кулинарии в категории ""Нордскол"" до 75.",,Повар Нордскола
126,"Повысьте навык рыбной ловли в категории ""Классика"" до 150.",,Рыболов-подмастерье
127,"Повысьте навык рыбной ловли в категории ""Классика"" до 225.",,Рыболов-умелец
128,"Повысьте навык рыбной ловли в категории ""Классика"" до 300.",,Рыболов-искусник
129,"Повысьте навык рыбной ловли в категории ""Запределье"" до 75.",,Рыбак Запределья
130,"Повысьте навык рыбной ловли в категории ""Нордскол"" до 75.",,Рыбак Нордскола
131,Повысьте навык оказания первой помощи до 150.,,Подмастерье первой помощи
132,Повысьте навык оказания первой помощи до 225.,,Умелец оказывать первую помощь
133,Повысьте навык оказания первой помощи до 300.,,Искусник оказания первой помощи
134,Повысьте навык оказания первой помощи до 375.,,Мастер оказания первой помощи
135,Повысьте навык оказания первой помощи до 450.,,Великий мастер первой помощи
137,Создайте 500 плотных бинтов из ледяной ткани.,,Запасаемся
141,"Перебинтуйте любого персонажа бинтами из ледяной ткани, бинтами из угольного шелка или бинтами из ветрошерсти, когда уровень его здоровья опустится ниже 5%.",,Срочная перевязка
144,Выудите скрытня из глубин в Змеином святилище.,,Скрытое становится явным
150,Выудите что-нибудь в Оргриммаре и Штормграде.,,Дипломатическая рыбалка
153,Выудите рыбу из косяка.,,Старый гном и море
154,Выиграйте сражение в низине Арати.,,Победа в низине Арати
155,Одержите 100 побед в низине Арати.,,Защитник низины Арати
156,"Выиграйте 10 сражений в низине Арати, захватив все 5 флагов.",,Господство в землях Арати
157,"Защищая базы в низине Арати, 50 раз верните контроль над флагом.",,На помощь!
158,Захватите 50 флагов в низине Арати.,,Ловкость рук и резвость ног
159,Выиграйте сражение в низине Арати за 6 минут.,,У нас все получится!
161,"Отстав от команды врага на 500 единиц ресурсов в низине Арати, догоните и победите противника.",,Воля к победе
162,"Выиграйте сражение в низине Арати, опередив противника на 50 очков или менее.",,Они нам дышали в затылок...
165,Выиграйте сражение в низине Арати со счетом 1600 к 0.,,Победы всухую в низине Арати
166,Выиграйте сражение в ущелье Песни Войны.,,Победа в ущелье Песни Войны
167,Одержите 100 побед в ущелье Песни Войны.,,Защитник ущелья Песни Войны
168,Выиграйте сражение в ущелье Песни Войны со счетом 3 к 0.,,Победить всухую в ущелье
178,Изучено формул наложения чар,,Изучено формул наложения чар
181,Количество распыленных вещей,,Количество распыленных вещей
183,"Материалы, образовавшиеся от распыления",,"Материалы, образовавшиеся от распыления"
199,Возьмите флаг и отнесите его на свою базу в ущелье Песни Войны.,,Захват флага
200,"Верните 50 флагов, защищая свою базу в ущелье Песни Войны.",,Неутомимый защитник
201,Одержите победу в ущелье Песни Войны менее чем за 7 минут.,,Рационализация Ущелья
202,Захватите флаг и отнесите его на свою базу менее чем за 75 секунд.,,Быстрый захват
203,"В течение одного сражения в ущелье Песни Войны убейте 2 персонажей, пытающихся вынести флаг из вашей комнаты.",,Только не у меня дома
204,"В течение одного сражения в ущелье Песни Войны трижды захватите флаг и доставьте на свою базу, не умерев ни разу.",,Железный человек
206,"Убейте 100 персонажей, несущих флаг, в ущелье Песни Войны.",,Лучший защитник
207,"Убейте противника, который будет находиться в своей флаговой комнате с флагом вашей фракции. Флаг противника должен находиться на своем месте.",,Спасти положение
208,Одержите победу на Оке Бури.,,Победа на Оке Бури
209,Одержите 100 побед на Оке Бури.,,Защитник Ока Бури
211,"Пока ваша команда удерживает 4 башни на Оке Бури, лично захватите флаг и отнесите его в одну из башен.",,Да будет буря!
212,Возьмите флаг и отнесите его на свою базу на Оке Бури.,,Вестник бури
213,"В течение одного сражения на Оке Бури убейте 5 персонажей, несущих флаг.",,Штурмовик
214,Выиграйте сражение на Оке Бури за 6 минут.,,Шквал
216,"В течение одного сражения на Оке Бури трижды захватите флаг, не умерев ни разу.",,И все ради славы
218,Выиграйте сражение в Альтеракской долине.,,Победа в Альтеракской долине
219,Одержите 100 побед в Альтеракской долине.,,Защитник Альтеракской долины
220,"Выиграйте сражение в Альтеракской долине, не потеряв ни одного капитана и не уступив ни одной башни. Вы должны удерживать контроль над всеми башнями Орды.",,Превосходство Грозовой Вершины
221,50 раз захватите кладбища в Альтеракской долине.,,Кладбищенский вор Альтерака
222,50 раз защитите башни в Альтеракской долине.,,Защита башен
223,"Убейте врага, не успевшего спешиться, на Поле брани в Альтеракской долине.",,Больная газель
224,Убейте 50 персонажей в зале Северного Волка в Альтеракской долине.,,Преданный защитник
225,"Выиграйте сражение в Альтеракской долине, пока ваша команда удерживает контроль над обеими шахтами.",,Учитывается все
226,Выиграйте сражение в Альтеракской долине за 6 минут.,,Альтеракский блиц
227,Нанесите 300000 единиц урона или восполните 300000 единиц здоровья лечением в течение одного сражения на поле боя. Объектом исцеления или нанесения урона должен быть игрок.,,Контроль над повреждениями
229,Одержите 30 почетных побед за одно сражение на любом поле боя.,,Угрюмый жнец
230,Заработайте указанные ниже достижения на полях боя.,Наградное звание: Военачальник,Военачальник
231,"Нанесите смертельный удар 20 персонажам за время одного сражения на поле боя, ни разу не умерев.",,Массовое уничтожение
233,"Нанесите смертельный удар, находясь в состоянии берсерка на Оке Бури.",,Кровожадный берсерк
238,Одержите почетную победу в PvP.,,Победа в PvP
239,Одержите 25000 почетных побед.,,25000 почетных побед в PvP
245,"Одержите почетную победу в PvP, убив по одному персонажу каждого класса.",,Вот это класс!
246,"Одержите почетную победу в PvP, убив по одному представителю рас Орды.",,Знай врага
247,"Обнимите (/обнять) мертвого врага, прежде чем его душа отлетит от тела.",,"Занимайтесь любовью, а не войной"
248,Найдите белую рубашку под смокинг и черные брюки под смокинг в раскрашенных яйцах во время празднования Сада чудес.,,Воскресный костюм
249,Найдите элегантное платье в раскрашенных яйцах во время празднования Сада чудес.,,Дорого платье к Саду чудес
252,Одержите 50 почетных побед в облике Маленького Помощника с помощью Чудовольта Мороза.,,С некоторой помощью моих друзей...
255,Убейте Всадника без головы.,,"Принеси мне голову... ээ, то есть..."
259,Киньте снежок в Бейна Кровавое Копыто во время празднования Зимнего Покрова.,,Бука
260,Получите 12 чудесных браслетов-оберегов.,,Чудесный оберег
263,Убейте Ахуна в Узилище.,,Заморозить Повелителя Холода
271,"Потанцуйте вокруг праздничного шеста в течение 60 секунд, надев костюм праздника Солнцеворота.",,Зажигательный танец у шеста
272,Подбросьте 40 факелов за 15 секунд в Даларане.,,Жонглер факелами
273,Спасите Метцена-северного оленя.,,К Метцену!
275,"Добудьте яйцо Эгберта, Вилли-соню и дрессировочный ошейник элекка.",,Заслуженная няня
277,Во время Зимнего Покрова наденьте 3 предмета из праздничного набора и съешьте кекс Гракку с мясом и фруктами.,,Зимние деньки
279,"Выполните задание, связанное с возвращением угощений ""Пастбищ Дымного Леса"", и заслужите благодарность тех, кому помогли.",,Ох уж этот Гринч...
281,Уровень знаний в первой помощи,,Уровень знаний в первой помощи
283,"Испытайте действие всех волшебных палочек, меняющих внешность.",,Маскарад
284,"Соберите 24 уникальные маски, указанные ниже.",,Маски на все случаи жизни
288,Объешьтесь тыквовинскими сладостями и заработайте расстройство желудка.,,Сыт по горло
289,Выполните одно из заданий для спасения деревни от Всадника без головы.,,Спаситель Тыквовина
291,Наденьте тыквы на головы представителям следующих рас.,,У вас что-то с головой
292,Во время Тыквовина получите зловещую тыковку и Благословенный шлем из добычи или тыквовинских сладостей.,,Зловещий призыв
293,"Напейтесь в стельку и, надев три предмета из набора Хмельного фестиваля, станцуйте в Даларане.",,Дебошир
295,Убейте Корена Худовара.,,Фестиваль худоварева
303,"Получите верховое животное Хмельного фестиваля или превратите в него свое средство передвижения, используя пивные дрожжи.",,С бочкой едешь – дальше будешь
306,Одержите победу в состязании рыболовов в Пиратской Бухте.,,Лучший рыболов Азерота
318,,,Смерти в стычках с вражеской фракцией
319,Одержано побед в дуэлях,,Одержано побед в дуэлях
320,Проиграно дуэлей,,Проиграно дуэлей
326,Получено золота в награду за задания,,Получено золота в награду за задания
328,Всего получено золота,,Всего получено золота
329,Объявлено аукционов,,Объявленные аукционы
330,Сделано покупок на аукционе,,Сделано покупок на аукционе
331,Самая большая ставка на аукционе,,Самая большая ставка на аукционе
332,Самый дорогой лот из проданных,,Самый дорогой лот из проданных
333,Всего золота получено из добычи,,Всего золота получено из добычи
334,Максимальный запас золота,,Максимальный запас золота
338,Количество спутников,,Количество спутников
344,Количество использованных бинтов,,Количество использованных бинтов
345,Количество выпитых зелий здоровья,,Количество выпитых зелий здоровья
346,Количество выпитых напитков,,Количество выпитых напитков
347,Количество съеденных блюд,,Количество съеденных блюд
349,Совершено полетов,,Совершено полетов
350,Кол-во пройденных магических порталов,,Кол-во пройденных магических порталов
353,Вы использовали камень возвращения,,Вы использовали камень возвращения
362,Победы в команде 5 на 5,,Победы в команде 5 на 5
363,Сражения в команде 5 на 5,,Сражения в команде 5 на 5
364,Победы в команде 3 на 3,,Победы в команде 3 на 3
365,Сражения в команде 3 на 3,,Сражения в команде 3 на 3
366,Победы в команде 2 на 2,,Победы в команде 2 на 2
367,Сражения в команде 2 на 2,,Сражения в команде 2 на 2
370,,,Наивысший личный рейтинг (2 на 2)
374,,,Наивысший командный рейтинг (2 на 2)
381,Почетных побед по всему миру,,Почетных побед по всему миру
382,Почетных побед на поле боя,,Почетных побед на поле боя
383,Почетных побед на арене,,Почетных побед на арене
388,Убейте 50 вражеских персонажей в любом из главных городов вашей фракции.,,На страже города
389,Добудьте аксессуар Повелителя Арены на арене Гурубаши.,,Повелитель арены Гурубаши
393,Количество защищенных башен в Альтеракской долине,,Количество защищенных башен в Альтеракской долине
394,Количество захваченных башен в Альтеракской долине,,Количество захваченных башен в Альтеракской долине
395,Количество захваченных флагов в ущелье Песни Войны,,Количество захваченных флагов в ущелье Песни Войны
396,"Выполните задание Коротышки Джона Мифрила, чтобы получить аксессуар великого мастера Арены.",,Великий хозяин арены Гурубаши
397,Одержите победу в рейтинговом бою на арене.,,Ваш выход!
398,Одержите победу в 100 рейтинговых боях на арене.,,Безжалостность гладиатора
399,Заслужите 1550 очков личного рейтинга в команде арены 2 на 2.,,Только ты и я: 1550
400,Заслужите 1750 очков личного рейтинга в команде арены 2 на 2.,,Только ты и я: 1750
401,Заслужите 2000 очков личного рейтинга в команде арены 2 на 2.,,Только ты и я: 2000
402,Заслужите 1550 очков личного рейтинга в команде арены 3 на 3.,,Трое – уже банда: 1550
403,Заслужите 1750 очков личного рейтинга в команде арены 3 на 3.,,Трое – уже банда: 1750
404,Заслужите 2000 очков личного рейтинга в команде арены 5 на 5.,,Большая пятерка: 2000
405,Заслужите 2000 очков личного рейтинга в команде арены 3 на 3.,,Трое – уже банда: 2000
406,Заслужите 1550 очков личного рейтинга в команде арены 5 на 5.,,Большая пятерка: 1550
407,Заслужите 1750 очков личного рейтинга в команде арены 5 на 5.,,Большая пятерка: 1750
408,Выиграйте подряд 10 рейтинговых боев.,,Полоса везения
409,Останьтесь единственным выжившим после рейтингового боя на Арене 5 на 5.,,Остаться в живых
411,"Гордый владелец Мурчаля, полученного в награду за посещение BlizzCon 2005 в Анахайме в Калифорнии.",,Мурчаль
412,"Гордый владелец костюма мурлока, полученного в награду за посещение BlizzCon 2007 в Анахайме в Калифорнии.",,Костюм мурлока
414,"Гордый владелец эфеса меча Тираэля, полученного в награду за посещение World Wide Invitational-2008 в Париже.",,Эфес меча Тираэля
415,"Гордый владелец большого медведя Blizzard, полученного на BlizzCon 2008.",,Большой медведь Blizzard
416,Откройте Врата Ан'Киража.,,Король-скарабей
418,Заслужите звание безжалостного гладиатора.,,Безжалостный гладиатор
419,Получите звание мстительного гладиатора.,,Мстительный гладиатор
420,Получите звание жестокого гладиатора.,,Жестокий гладиатор
424,Получите красный киражский резонирующий кристалл.,,Почему? Потому что он красный.
425,"Возьмите в руки Атиеш, великий посох Хранителя.",,"Атиеш, великий посох Хранителя."
426,Возьмите в руки Боевые клинки Аззинота.,,Боевые клинки Аззинота
428,"Возьмите в руки Громовую Ярость, благословенный клинок Искателя Ветра.",,"Громовая Ярость, благословенный клинок Искателя Ветра"
429,"Возьмите в руки Сульфурас, Руку Рагнароса.",,"Сульфурас, Рука Рагнароса"
430,Владелец Аманийского боевого медведя.,,Аманийский боевой медведь
431,"Заслужите звание ""Длань А'дала"".",,Длань А'дала
432,"Заслужите звание ""Защитник наару"".",,Защитник наару
433,"Заслужите звание ""Главнокомандующий"" на 60-м уровне.",,Главнокомандующий
434,"Заслужите звание ""Фельдмаршал"" на 60-м уровне.",,Фельдмаршал
435,"Заслужите звание ""Командор"" на 60-м уровне.",,Командор
436,"Заслужите звание ""Лейтенант-командор"" на 60-м уровне.",,Лейтенант-командор
437,"Заслужите звание ""Рыцарь-защитник"" на 60-м уровне.",,Рыцарь-защитник
438,"Заслужите звание ""Рыцарь-капитан"" на 60-м уровне.",,Рыцарь-капитан
439,"Заслужите звание ""Рыцарь"" на 60-м уровне.",,Рыцарь
440,"Заслужите звание ""Старшина"" на 60-м уровне.",,Старшина
441,"Заслужите звание ""Старший сержант"" на 60-м уровне.",,Старший сержант
442,"Заслужите звание ""Рядовой"" на 60-м уровне.",,Рядовой
443,"Заслужите звание ""Верховный полководец"" на 60-м уровне.",,Верховный полководец
444,"Заслужите звание ""Генерал-лейтенант"" на 60-м уровне.",,Генерал-лейтенант
445,"Заслужите звание ""Полководец"" на 60-м уровне.",,Полководец
446,"Заслужите звание ""Генерал"" на 60-м уровне.",,Генерал
447,"Заслужите звание ""Защитник"" на 60-м уровне.",,Защитник
448,"Заслужите звание ""Центурион"" на 60-м уровне.",,Центурион
449,"Заслужите звание ""Кровавый страж"" на 60-м уровне.",,Кровавый страж
450,"Заслужите звание ""Старший сержант"" на 60-м уровне.",,Старший сержант
451,"Заслужите звание ""Каменный страж"" на 60-м уровне.",,Каменный страж
452,"Заслужите звание ""Старшина"" на 60-м уровне.",,Старшина
453,"Заслужите звание ""Сержант"" на 60-м уровне.",,Сержант
454,"Заслужите звание ""Разведчик"" на 60-м уровне.",,Разведчик
456,Принять участие в первом на сервере убийстве Сартариона Ониксового Стража в рейде на 25 игроков.,Наградное звание: Покоритель Обсидианового святилища,1-й на сервере! Покоритель Обсидианового святилища
457,"Первый персонаж на сервере, достигший 80-го уровня.",,1-й на сервере! Персонаж 80-го уровня
458,"Первый разбойник на сервере, достигший 80-го уровня.",,1-й на сервере! Разбойник 80-го уровня
459,"Первый воин на сервере, достигший 80-го уровня.",,1-й на сервере! Воин 80-го уровня
460,"Первый маг на сервере, достигший 80-го уровня.",,1-й на сервере! Маг 80-го уровня
461,"Первый рыцарь смерти на сервере, достигший 80-го уровня.",,1-й на сервере! Рыцарь смерти 80 ур.
462,"Первый охотник на сервере, достигший 80-го уровня.",,1-й на сервере! Охотник 80-го уровня
463,"Первый чернокнижник на сервере, достигший 80-го уровня.",,1-й на сервере! Чернокнижник 80-го уровня
464,"Первый жрец на сервере, достигший 80-го уровня.",,1-й на сервере! Жрец 80-го уровня
465,"Первый паладин на сервере, достигший 80-го уровня.",,1-й на сервере! Паладин 80-го уровня
466,"Первый друид на сервере, достигший 80-го уровня.",,1-й на сервере! Друид 80-го уровня
467,"Первый шаман на сервере, достигший 80-го уровня.",,1-й на сервере! Шаман 80-го уровня
468,"Заслужите звание ""Рубака"" на 60-м уровне.",,Рубака
469,"Заслужите звание ""Легионер"" на 60-м уровне.",,Легионер
470,"Заслужите звание ""Капрал"" на 60-м уровне.",,Капрал
471,"Заслужите звание ""Сержант"".",,Сержант
472,"Заслужите звание ""Рыцарь-лейтенант"" на 60-м уровне.",,Рыцарь-лейтенант
473,"Заслужите звание ""Маршал"" на 60-м уровне.",,Маршал
477,Убейте боссов крепости Утгард.,,Крепость Утгард
478,Убейте боссов Нексуса.,,Нексус
479,"Победите боссов в зоне ""Пещеры Времени: Стратхольм"".",,Очищение Стратхольма
480,Убейте боссов в Азжол-Нерубе.,,Азжол-Неруб
481,Убейте боссов в Ан'кахете: Старом Королевстве.,,Ан'кахет: Старое Королевство
482,Убейте боссов Крепости Драк'Тарон.,,Крепость Драк'Тарон
483,Убейте Синигосу в Аметистовой крепости.,,Аметистовая крепость
484,Убейте боссов Гундрака.,,Гундрак
485,Убейте боссов в Чертогах Камня.,,Чертоги Камня
486,Убейте боссов в Чертогах Молний.,,Чертоги Молний
487,Убейте боссов в Окулусе.,,Окулус
488,Победите боссов вершины Утгард.,,Вершина Утгард
489,Убейте боссов крепости Утгард в героическом режиме.,,Крепость Утгард (героич.)
490,Убейте боссов Нексуса в героическом режиме.,,Нексус (героич.)
491,Убейте боссов Азжол-Неруба в героическом режиме.,,Азжол-Неруб (героич.)
492,Убейте боссов Ан'кахета: Старого Королевства в героическом режиме.,,Ан'кахет: Старое Королевство (героич.)
493,Убейте боссов Крепости Драк'Тарон в героическом режиме.,,Крепость Драк'Тарон (героич.)
494,Убейте Синигосу в Аметистовой крепости в героическом режиме.,,Аметистовая крепость (героич.)
495,Убейте боссов Гундрака в героическом режиме.,,Гундрак (героич.)
496,Убейте боссов в Чертогах Камня в героическом режиме.,,Чертоги Камня (героич.)
497,Убейте боссов в Чертогах Молний в героическом режиме.,,Чертоги Молний (героич.)
498,Убейте боссов Окулуса в героическом режиме.,,Окулус (героич.)
499,Победите боссов вершины Утгард в героическом режиме.,,Вершина Утгард (героич.)
500,"Победите боссов в зоне ""Пещеры Времени: Стратхольм"" в героическом режиме.",,Очищение Стратхольма (героич.)
503,Выполните 50 заданий.,,50 заданий
504,Выполните 100 заданий.,,100 заданий
505,Выполните 250 заданий.,,250 заданий
506,Выполните 500 заданий.,,500 заданий
507,Выполните 1000 заданий.,,1000 заданий
508,Выполните 1500 заданий.,,1500 заданий
509,Одержите 10 000 почетных побед.,,10 000 почетных побед
512,Одержите 5000 почетных побед в PvP.,,5000 почетных побед в PvP
513,Одержите 100 почетных побед в PvP.,,100 почетных побед в PvP
515,Одержите 500 почетных побед в PvP.,,500 почетных побед в PvP
516,Одержите 1000 почетных побед в PvP.,,1000 почетных побед в PvP
518,"Добейтесь того, чтобы вас превозносили 30 фракций.",,Превознесение среди 30 фракций
519,"Добейтесь того, чтобы вас превозносили 25 фракций.",,Превознесение среди 25 фракций
520,"Добейтесь того, чтобы вас превозносили 20 фракций.",,Превознесение среди 20 фракций
521,"Добейтесь того, чтобы вас превозносили 15 фракций.",,Превознесение среди 15 фракций
522,"Добейтесь того, чтобы вас превозносила какая-либо фракция.",,Я кому-то нравлюсь!
523,"Добейтесь того, чтобы вас превозносили 5 фракций.",,Превознесение среди 5 фракций
524,"Добейтесь того, чтобы вас превозносили 10 фракций.",,Превознесение среди 10 фракций
545,Посетите парикмахерскую и измените внешность.,,Пожалуйте бриться!
546,Купите 7 дополнительных ячеек в банке.,,Банковская ячейка
547,"Выполните серию заданий в Драконьем Погосте, завершающуюся ""Возвращением к Ангратару"".",,Ветеран Врат Гнева
556,Полностью снарядите персонажа эпической экипировкой с минимальным уровнем предметов не ниже 213 (до выхода Battle for Azeroth).,,Эпический герой
557,Полностью снарядите персонажа превосходной экипировкой с минимальным уровнем предметов не ниже 187 (до выхода Battle for Azeroth).,,Просто превосходный боец
558,"Победите в розыгрыше вещи эпического или превосходного качества уровнем не ниже 185, выбрав ""Не откажусь"" и выбросив 100 на костях.",,Жадина
559,"Победите в розыгрыше вещи эпического или превосходного качества уровнем не ниже 185, выбрав ""Мне это нужно"" и выбросив 100 на костях.",,Ну очень нужно!
560,"Выудите Газ'ранку в Зул'Гурубе, используя наживку для Грязнотинника.",,Последний улов
561,"Сражайтесь за правое дело Д.Э.Г.О.Ж. и выполните все их задания, включая финальное – убийство Гарольда Лейна.",,Наш Д.Э.Г.О.Ж. так пригож
562,Убейте боссов Паучьего Квартала Наксрамаса в рейде на 10 игроков.,,Паучий квартал (10 игроков)
563,Убейте боссов Паучьего Квартала Наксрамаса в рейде на 25 игроков.,,Паучий квартал (25 игроков)
564,Убейте боссов Квартала Мерзости Наксрамаса в рейде на 10 игроков.,,Квартал Мерзости (10 игроков)
565,Убейте боссов Квартала Мерзости Наксрамаса в рейде на 25 игроков.,,Квартал Мерзости (25 игроков)
566,Убейте боссов Чумного квартала Наксрамаса в рейде на 10 игроков.,,Чумной квартал (10 игроков)
567,Убейте боссов Чумного квартала Наксрамаса в рейде на 25 игроков.,,Чумной квартал (25 игроков)
568,Убейте боссов Военного квартала Наксрамаса в рейде на 10 игроков.,,Военный квартал (10 игроков)
569,Убейте боссов Военного квартала Наксрамаса в рейде на 25 игроков.,,Военный квартал (25 игроков)
572,Убейте Сапфирона в Наксрамасе в рейде на 10 игроков.,,Гибель Сапфирона (10 игроков)
573,Убейте Сапфириона в Наксрамаcе в рейде на 25 игроков.,,Гибель Сапфирона (25 игроков)
574,Убейте Кел'Тузада в Наксрамасе в рейде на 10 игроков.,,Кел'Тузад повержен (10 игроков)
575,Убейте Кел'Тузада в Наксрамаcе в рейде на 25 игроков.,,Смерть Кел'Тузада (25 игроков)
576,Убейте всех боссов в Наксрамасе в рейде на 10 игроков.,,Падение Наксрамаса (10 игроков)
577,Убейте всех боссов в Наксрамасе в рейде на 25 игроков.,,Падение Наксрамаса (25 игроков)
578,Убейте боссов Наксрамаса в рейде на 10 игроков. В зоне должно быть меньше 9 человек.,,Горстка смельчаков (10 игроков)
579,Убейте боссов Наксрамаса в рейде на 25 игроков. В зоне должно быть меньше 21 человека.,,Горстка смельчаков (25 игроков)
582,"В течение одного сражения в Альтеракской долине возьмите штурмом кладбище, защитите кладбище, возьмите штурмом башню, защитите башню и убейте врага на Поле брани.",,Программа максимум в Альтеракской долине
583,В течение одного сражения в низине Арати возьмите штурмом 2 базы и защитите 2 базы.,,Программа максимум в низине Арати
584,Одержите 5 почетных побед на каждой базе за время одного сражения в низине Арати.,,Убийца из низины Арати
