ID,MapName_lang
597,Test de Craig
598,Correction du puits de soleil (inutilisé)
599,Les salles de Pierre
600,Donjon de Drak’Tharon
601,Azjol-Nérub
602,Les salles de Foudre
603,Ulduar
604,Gundrak
605,Terre en développement (textures sans pesanteur)
606,AQ et DVD
607,Rivage des Anciens
608,Le fort Pourpre
609,Le fort d'Ébène
610,Transport : de Tirisfal à l'accostage de la Vengeance
612,Transport : de Menethil à Valgarde
613,Transport : d'Orgrimmar au bastion Chanteguerre
614,Transport : de Hurlevent au donjon de la Bravoure
615,Le sanctum Obsidien
616,L’Œil de l’éternité
617,Égouts de Dalaran
618,L’arène des Valeureux
619,Ahn’kahet : l’Ancien royaume
620,Transport : Moa'ki à Unu'pe
621,Transport : Moa'ki à Kamagua
622,Transport : le Marteau d'Orgrim
623,Transport : le Brise-ciel
624,Caveau d’Archavon
627,Unused (DELETE ME)
628,Île des Conquérants
631,Citadelle de la Couronne de glace
632,La Forge des Âmes
637,Extérieur de la Gueule des abysses
638,Gilnéas
641,Transport : CB Vaisseau de l'Alliance
642,Transport : CB Vaisseau de la Horde
643,Trône des marées
644,Salles de l’Origine
645,Cavernes de Rochenoire
646,Le Tréfonds
647,Transport : d'Orgrimmar aux Pitons-du-Tonnerre
648,Îles perdues
649,L’épreuve du croisé
650,L’épreuve du champion
651,Test de création d'ascenseur
654,Gilnéas 2
655,Gilnéas phase 1
656,Gilnéas phase 2
657,La cime du Vortex
658,Fosse de Saron
659,Éruption volcanique des îles Perdues
660,Toit du Tréfonds
661,Îles perdues Ville-en-Boîte
662,Transport : vaisseau de l'Alliance vers Vashj'ir
668,Salles des Reflets
669,Descente de l’Aile noire
670,Grim Batol
671,Le bastion du Crépuscule
672,Transport : le Brise-ciel (raid de la citadelle de la Couronne de glace)
673,Transport : le Marteau d'Orgrim (raid de la citadelle de la Couronne de glace)
674,Transport : bateau pour Vashj'ir
712,Transport : le Brise-ciel (donjon de la Couronne de glace)
713,Transport : le Marteau d'Orgrim (donjon de la Couronne de glace)
718,Transport : le Grand vent (raid de la Couronne de glace)
719,Mont Hyjal Phase 1
720,Terres de Feu
721,Terrain 2 de Terres de Feu
723,Hurlevent
724,Le sanctum Rubis
725,Le Cœur-de-Pierre
726,Pics-Jumeaux
727,Mines d’Éclargent
728,La bataille de Gilnéas (ancienne carte de la ville)
730,Région du maelström
731,Bombe des Serres-Rocheuses
732,Tol Barad
734,Terrasse d’Ahn’Qiraj
736,Phase Gueule-de-dragons des hautes-terres du Crépuscule
738,Vaisseau vers Vashj'ir (Orgrimmar -> Vashj'ir)
739,Sous-marin de Vashj'ir - Horde
740,Sous-marin de Vashj'ir - Alliance
741,Transport Horde des hautes-terres du Crépuscule
742,Sous-marin de Vashj'ir - Horde autour de la Gueule des abysses
743,Sous-marin de Vashj'ir - Alliance autour de la Gueule des abysses
746,Oasis phasée d'Uldum
747,Transport : canonnière du Tréfonds
748,Transport : ascenseur Onyxia/Nefarian
749,Transport : canonnière mobile de Gilnéas
750,Transport : canonnière fixe de Gilnéas
751,Carmines - bombe orc
752,Carmines - pont phase 1
753,Carmines - pont phase 2
754,Trône des quatre vents
755,Cité perdue des Tol’vir
757,Bastion de Baradin
759,Entrée phasée d'Uldum
760,Entrée phasée des Hautes-terres du Crépuscule
761,La bataille de Gilnéas
762,Zeppelin des Hautes-terres du Crépuscule 1
763,Zeppelin des Hautes-terres du Crépuscule 2
764,Uldum - Phase du camp démoli
765,Zeppelin d'attaque du Kraazar
766,Transport : canonnière qui se déplace en Gilnéas 02
767,Transport : canonnière qui se déplace en Gilnéas 03
859,Zul’Gurub
860,L’île Vagabonde
861,Front du Magma
870,Pandarie
930,Au sein des Ombres
938,La Fin des temps
939,Puits d’éternité
940,L’Heure du Crépuscule
951,Nexus (légendaire)
959,Monastère des Pandashan
960,Temple du Serpent de jade
961,Brasserie Brune d’Orage
962,Porte du Soleil couchant
967,L’Âme des dragons
968,L’Œil du cyclone coté
971,Phase Alliance de la forêt de Jade
972,Phase champ de bataille de la forêt de Jade
974,Foire de Sombrelune
975,Vaisseau tortue phase 1
976,Vaisseau tortue phase 2
977,Combat contre Aile de mort dans le Maelström
980,Arène Tol’viron
994,Palais Mogu’shan
995,[INUTILISE] Les profondeurs
996,Terrasse Printanière
998,Temple de Kotmogu
999,Chute de Theramore (H)
1000,Chute de Theramore (A)
1001,Salles Écarlates
1004,Monastère Écarlate
1005,Une bière foudroyante
1007,Scholomance
1008,Caveaux Mogu’shan
1009,Cœur de la peur
1010,CTF3
1011,Siège du temple de Niuzao
1014,Pic de la Sérénité
1019,Ruines de Theramore
1024,Pierre-Verte
1028,(INUTILISE) Scénario : ruines mogu
1029,(INUTILISE) Scénario : crypte mogu
1030,Crypte des Rois oubliés
1031,Arène de l’Annihilation
1032,Combat de mascottes - La forêt de jade
1035,Temple de Kotmogu
1043,Arène de Castagn’ar
1048,Unga Ingou
1049,(INUTILISE) Scénario : temple du Buffle noir
1050,L’assaut de Zan’vess
1051,Festival de Brasse-Lune
1060,Level Design Land - Dev Only
1061,Plage de la Horde - Zone de quêtes journalières
1062,Plage de l’Alliance - Zone de quêtes journalières
1064,Île mogu - Zone de quêtes journalières
1066,"Zone de départ de la Pandarie, canonnière de Hurlevent"
1074,Départ pour la Pandarie dans la canonnière d’Orgrimmar
1075,Phase de la chute de Theramore
1076,Zone de départ de la Horde dans la forêt de Jade
1095,Une dague dans la nuit
1098,Trône du tonnerre
1099,Scénario : bataille navale
1101,Défense de la taverne
1102,Halte de la Domination
1103,Territoire du Lion
1104,Un peu de patience
1105,Gorge de Vent-Caverneux (héritage)
1106,Scénario : Jaina à Dalaran
1107,Faille de Scareffroi
1112,À la poursuite de la Moisson noire
1113,Transport : manège de Sombrelune
1116,Draenor
1120,Plateforme de la Horde du roi-tonnerre
1121,Plateforme de l’Alliance de l’île du tonnerre
1122,Siège de la ville - Scénario de progression de l’île mogu
1123,Forge de foudre - Scénario de progression de l’île mogu
1124,Chantier naval - Scénario de progression de l’île mogu
1125,Phase alliance - Scénario de progression de l’île mogu
1126,Évènements de progression de l’île mogu
1127,Dernière porte - Scénario de progression de l’île mogu
1128,Évènements de l’île mogu - Base Horde
1129,Évènements de l’île mogu - Base Alliance
1130,Du sang dans la neige
1131,Les secrets de Ragefeu
1132,Transport : le Gibeciel (arène de Castagn’ar)
1133,Transport : navire zandalari (île mogu)
1134,Le croc du Tigre
1135,Salle du butin de l’île mogu
1136,Siège d’Orgrimmar
1144,Scénario du Cœur des Dieux très anciens
1148,Ordalie
1152,FW Horde Garrison Level 1
1153,FW Horde Garrison Level 3
1154,FW Horde Garrison Level 4
1155,Donjon de Stromgarde
1157,Scénario de Micolline
1158,SMV Alliance Garrison Level 1
1159,SMV Alliance Garrison Level 3
1160,SMV Alliance Garrison Level 4
1161,Tournoi des Astres vénérables
1166,Small Battleground A
1168,The Purge Of Grommar - Scenario
1169,Small Battleground B
1170,Confrontation pandashan
1171,Small Battleground D
1172,Transport : siège d’Orgrimmar (Alliance)
1173,Transport : siège d’Orgrimmar (Horde)
1175,Mine de la Masse-Sanglante
1176,Terres sacrées d’Ombrelune
1179,Héros de Warcraft
1181,PattyMack Test Garrison Bldg Map
1182,Auchindoun
1187,GOR Alliance Garrison Level 1
1188,GOR Alliance Garrison Level 2
1189,GOR Alliance Garrison Level 3
1190,Terres Foudroyées
1191,A’shran
1192,Transport: Gorgrond Train
1195,Quais de Fer
1200,Scénario d’Osville
1203,Frostfire Finale Scenario
1205,Fonderie des Rochenoires
1207,La bataille de Shattrath
1208,Dépôt de Tristerail
1209,Orée-du-Ciel
1212,Garrison - Alliance - Blacksmith 3
1213,Garrison - Alliance - Alchemy 1
1214,Garrison - Alliance - Enchanting 3
1215,Garrison - Alliance - Engineering 3
1216,Garrison - Alliance - Farm1
1217,Garrison - Alliance - Inscription 1
1218,Garrison - Alliance - Jewelcrafting 1
1219,Garrison - Alliance - Leatherworking 1
1220,Îles Brisées
1221,Garrison - Alliance Mine 1
1222,Garrison - Alliance Mine 2
1223,Garrison - Alliance Mine 3
1224,Garrison - Alliance Stable 1
1225,Garrison - Alliance Stable 2
1226,Garrison - Alliance Stable 3
1227,Garrison - Alliance - Tailoring 3
1228,Cognefort
1229,Garrison - Alliance - Inn 1
1230,Garrison - Alliance - Barn 1
1231,Transport: Wavemurder Barge
1232,GOR Horde Garrison Level 0
1233,GOR Horde Garrison Level 3
1234,TAL Alliance Garrison Level 0
1235,TAL Alliance Garrison Level 3
1236,TAL Horde Garrison Level 0
1237,TAL Horde Garrison Level 3
1238,SOA Alliance Garrison Level 0
1239,SOA Alliance Garrison Level 3
1240,SOA Horde Garrison Level 0
1241,SOA Horde Garrison Level 3
1242,NAG Alliance Garrison Level 0
1243,NAG Alliance Garrison Level 3
1244,NAG Horde Garrison Level 0
1245,NAG Horde Garrison Level 3
1247,Garrison - Alliance - Armory 1
1248,Garrison - Alliance - Barracks 1
1249,Garrison - Alliance - Engineering 1
1250,Alliance - Garrison - Herb Garden 1 (UNUSED)
1251,Alliance - Garrison - Inn 1 DONT USE
1252,Garrison - Alliance - Lumbermill 1
1253,Garrison - Alliance - Mage Tower 1
1254,Garrison - Alliance - Sparring Arena 1
1255,Garrison - Alliance - Salvage Yard 1
1256,Garrison - Alliance - StoreHouse 1
1257,Garrison - Alliance - Trading Post 1
1258,Garrison - Alliance - Tailoring 1
1259,Garrison - Alliance - Enchanting 1
1260,Garrison - Alliance - Blacksmith 1
1261,Garrison - Alliance - Plot Small
1262,Garrison - Allilance - Plot Medium
1263,Garrison - Alliance - Plot Large
1264,Propland - Dev Only
1265,Tanaan Jungle Intro
1266,Scénario du Cercle de sang
1268,Affrontement de Teron’gor
1270,Development Land 3
1273,Nagrand - Garrison Camp - Stable2
1277,Défense de Karabor
1278,Garrison - Horde - Barracks 1
1279,La Flore éternelle
1280,Moulin-de-Tarren contre Austrivage
1281,Garrison - Horde - Alchemy 1
1282,Garrison - Horde - Armory 1
1283,Garrison - Horde - Barn 1
1284,Garrison - Horde - Blacksmith 1
1285,Garrison - Horde - Enchanting 1
1286,Garrison - Horde - Engineering 1
1287,Garrison - Horde - Inn 1
1288,Garrison - Horde - Inscription 1
1289,Garrison - Horde - Jewelcrafting 1
1290,Garrison - Horde - Leatherworking 1
1291,Garrison - Horde - Lumbermill 1
1292,Garrison - Horde - Mage Tower 1
1293,Garrison - Horde - Mine 1
1294,Garrison - Horde - Pet Stable 1
1295,Garrison - Horde - Salvage Yard 1
1296,Garrison - Horde - Sparring Arena 1
1297,Garrison - Horde - Stable 1
1298,Garrison - Horde Storehouse 1
1299,Garrison - Horde - Tailoring 1
1300,Garrison - Horde - Trading Post 1
1301,Garrison - Horde - Workshop 1
1302,Garrison - Alliance - Workshop 1
1303,Garrison - Horde - Farm1
1304,Garrison - Horde - Plot Large
1305,Garrison - Horde - Plot Medium
1306,Garrison - Horde - Plot Small
1307,Tanaan Jungle Intro - Forge Phase
1308,Garrison - Horde - Fishing 1
1309,Garrison - Alliance - Fishing 1
1310,Expansion 5 QA Model Map
1311,Outdoor Garrison - Arena - Horde (NEEDS WMO)
1312,Outdoor Garrison - Arena - Alliance (NEEDS WMO)
1313,Outdoor Garrison - Lumber Mill - Alliance
1314,Outdoor Garrison - Lumber Mill - Horde
1315,Outdoor Garrison - Armory - Horde
1316,Outdoor Garrison - Armory - Alliance
1317,Outdoor Garrison - Mage Tower - Horde
1318,Outdoor Garrison - Mage Tower - Alliance
1319,Outdoor Garrison - Stables - Horde
1320,Outdoor Garrison - Stables - Alliance
1321,Outdoor Garrison - Workshop - Horde
1322,Outdoor Garrison - Workshop - Alliance
1323,Outdoor Garrison - Inn - Horde
1324,Outdoor Garrison - Inn - Alliance
1325,Outdoor Garrison - Tradiing Post 1 - Horde
1326,Outdoor Garrison - Tradiing Post - Alliance
1327,"Outdoor Garrison - Construction Plot, Medium - Horde"
1328,"Outdoor Garrison - Construction Plot, Medium - Alliance"
1329,Scénario de Grommashar
1330,FW Horde Garrison Level 2
1331,SMV Alliance Garrison Level 2
1332,Garrison - Horde - Barracks 2
1333,Garrison - Horde - Armory 2
1334,Garrison - Horde - Barn 2
1335,Garrison - Horde - Inn 2
1336,Garrison - Horde - Lumbermill 2
1337,Garrison - Horde - Mage Tower 2
1338,Garrison - Horde - Pet Stable 2
1339,Garrison - Horde - Stable 2
1340,Garrison - Horde - Trading Post 2
1341,Garrison - Horde - Workshop 2
1342,Garrison - Horde - Barracks 3
1343,Garrison - Horde - Armory 3
1344,Garrison - Horde - Barn 3
1345,Garrison - Horde - Inn 3
1346,Garrison - Horde - Mage Tower 3
1347,Garrison - Horde - Pet Stable 3
1348,Garrison - Horde - Stable 3
1349,Garrison - Horde - Trading Post 3
1350,Garrison - Horde - Workshop 3
1351,Garrison - Alliance - Large - Construction
1352,Garrison - Alliance - Medium - Construction
1353,Garrison - Horde - Large - Construction
1354,Garrison - Horde - Medium - Construction
1358,Sommet du pic Rochenoire
1361,Garrison - Alliance - Mage Tower 2
1362,Garrison - Alliance - Mage Tower 3
1363,Garrison - Horde - Mine 2
1364,Garrison - Horde - Mine 3
1367,Garrison - Alliance - Workshop 2
1368,Garrison - Alliance - Workshop 3
1369,Garrison - Alliance - Lumbermill 2
1370,Garrison - Alliance - Lumbermill 3
1371,Garrison - Horde - Small - Construction
1372,Garrison - Alliance - Small - Construction
1374,Quête d’Auchindoun
1375,Garrison - Alliance - Alchemy 2
1376,Garrison - Alliance - Alchemy 3
1377,Garrison - Alliance - Blacksmith 2
1378,Garrison - Alliance - Enchanting 2
1379,Garrison - Alliance - Engineering 2
1380,Garrison - Alliance - Inscription 2
1381,Garrison - Alliance - Inscription 3
1382,Garrison - Alliance - Jewelcrafting 2
1383,Garrison - Alliance - Jewelcrafting 3
1384,Garrison - Alliance - Leatherworking 2
1385,Garrison - Alliance - Leatherworking 3
1386,Garrison - Alliance - Tailoring 2
1387,Garrison - Alliance - StoreHouse 2
1388,Garrison - Alliance - StoreHouse 3
1389,Garrison - Horde Storehouse 2
1390,Garrison - Horde Storehouse 3
1391,Garrison - Alliance - Salvage Yard 2
1392,Garrison - Alliance - Salvage Yard 3
1393,Garrison - Horde - Lumbermill 3
1394,Garrison - Alliance - Sparring Arena 2
1395,Garrison - Alliance - Sparring Arena 3
1396,Garrison - Alliance - Trading Post 2
1397,Garrison - Alliance - Trading Post 3
1398,Garrison - Alliance - Barn 2
1399,Garrison - Alliance - Barn 3
1400,Garrison - Alliance - Inn 2
1401,Garrison - Alliance - Inn 3
1402,Phase finale de Gorgrond
1403,Garrison - Alliance - Barracks 2
1404,Garrison - Alliance - Barracks 3
1405,Garrison - Alliance - Armory 2
1406,Garrison - Alliance - Armory 3
1407,zzzOld
1409,Garrison - Horde - Sparring Arena 2
1410,Garrison - Horde - Sparring Arena 3
1411,Garrison - Horde - Alchemy 2
1412,Garrison - Horde - Alchemy 3
1413,Garrison - Horde - Blacksmith 2
1414,Garrison - Horde - Blacksmith 3
1415,Garrison - Horde - Enchanting 2
1416,Garrison - Horde - Enchanting 3
1417,Garrison - Horde - Inscription 2
1418,Garrison - Horde - Inscription 3
1419,Garrison - Horde - Leatherworking 2
1420,Garrison - Horde - Leatherworking 3
1421,Garrison - Horde - Jewelcrafting 2
1422,Garrison - Horde - Jewelcrafting 3
1423,Garrison - Horde - Tailoring 2
1424,Garrison - Horde - Tailoring 3
1425,Garrison - Horde - Salvage Yard 2
1426,Garrison - Horde - Salvage Yard 3
1427,PattyMack Test Garrison Bld Map2
1429,Garrison - Horde - Engineering 2
1430,Garrison - Horde - Engineering 3
1431,Le Colisée
1432,Garrison - Horde - Fishing 2
1433,Garrison - Horde - Fishing 3
1434,Garrison - Alliance - Fishing 2
1435,Garrison - Alliance - Fishing 3
1437,Garrison - Alliance - Pet Stable 1
1438,Garrison - Alliance - Pet Stable 2
1439,Garrison - Alliance - Pet Stable 3
1440,Garrison - Alliance - Infirmary 1
1441,Garrison - Alliance - Infirmary 2
1442,Garrison - Alliance - Infirmary 3
1446,"Outdoor Garrison - Construction Plot, Large - Alliance"
1447,"Outdoor Garrison - Construction Plot, Large - Horde"
1448,Citadelle des Flammes infernales
1451,Tanaan Legion Test
1453,Le Fléau de Comté-du-Nord
1454,Rivage Brisé
1455,Frontière du réel
1456,L’Œil d’Azshara
1457,Test Dungeon
1458,Repaire de Neltharion
1459,Transporteur : Montagne de Fer
1460,Scénario du rivage Brisé
1461,Scénario d’Azsuna
1462,Rocher d’Illidan
1463,Extérieur de Helheim
1464,Jungle de Tanaan
1465,Tanaan Jungle - No Hubs Phase
1466,Fourré Sombrecœur
1468,Warden Prison DH Quests
1469,Le Cœur d’Azeroth
1470,Donjon de la Légion
1471,Dungeon Test Map 1466
1473,Fief - Alliance - Chantier naval
1474,Fief - Horde - Chantier naval
1475,La gueule de Nashal
1476,Transport : la Gueule de Nashal
1477,Salles des Valeureux
1478,Le temple d’Élune
1479,Séjour céleste
1480,Citadelle de la Couronne de glace
1481,Mardum
1482,Chantier naval du fief - Sous-marin - Alliance
1483,Chantier naval du fief - Destroyer - Alliance
1484,Chantier naval du fief - Transporteur
1485,Chantier naval du fief - Cuirassé - Alliance
1486,Chantier naval du fief - Porte-nefs - Horde
1487,Chantier naval du fief - Sous-marin - Horde
1488,Chantier naval du fief - Destroyer - Horde
1489,Niskara
1492,Gueule des âmes
1493,Caveau des Gardiennes
1494,Fort Pourpre
1495,Repos du bouclier
1496,Chantier naval du fief - Porte-nefs - Alliance
1497,Chantier naval du fief - Cuirassé - Horde
1498,Bastion Gangrâme
1499,oldArtifact - Warrior Fury Acquisition
1500,Rivage Brisé
1501,Bastion du Freux
1502,Les Entrailles de Dalaran
1503,Le Tréfonds
1504,Arène du bastion du Freux
1505,Arène de Nagrand
1509,Bloodtotem Cavern - Fel Phase
1510,Bloodtotem Cavern - Tauren Phase
1511,Port des Mörgestran
1512,Temple Halo-du-Néant
1513,Hall du Gardien
1514,L’île Vagabonde
1515,La guerre de Huln
1516,L’Arcavia
1517,Pré-scénario de Tornheim - Coursevent
1518,Pré-scénario de Tornheim - Brûleciel
1519,Le Marteau gangrené
1520,Le Cauchemar d’émeraude
1522,Faille de Scareffroi
1523,Scénario de défense du Marteau gangrené
1526,Temple du Tigre blanc
1527,Scénario de Haut-Roc
1528,Mur-Céleste
1529,Karazhan
1530,Palais Sacrenuit
1532,High Mountain Mesa Scenario
1533,Catacombes de Karazhan
1534,Reflet-de-Lune
1535,Reflet-de-Lune
1536,Tanière d’Ursoc
1537,zzOLD - Boost Experience
1538,test
1539,Clairières de Tirisfal
1540,Chemin du Rêve d’émeraude
1541,Terrasse Printanière
1544,L’assaut sur le fort Pourpre
1545,Azsuna
1547,Artifact - Combat - Acquisition Ship
1549,Tech Test - Seamless World Transition A
1550,Tech Test - Seamless World Transition B
1552,Chute d’Ashamane
1553,Récif du Déclin
1554,7.0 Boost Experience - Alliance
1555,zzOLD - Transport: Boost Experience - Alliance Gunship
1556,zzOLD - Transport: Boost Experience - Horde Gunship
1557,7.0 Boost Experience - Horde
1559,7.0 Transport: Boost Experience - Horde Gunship
1560,7.0 Transport: Boost Experience - Alliance Gunship
1561,Tech Test - Cosmetic Parent Performance
1571,Cour des Étoiles
1572,Le Maelström
1579,Ulduar
1580,Le Maelström
1582,Delete
1583,Caveau du Nexus
1584,Julien Test Land
1586,Assaut sur Hurlevent
1588,Dev Map - A - Jared Coulston
1589,Dev Map - B - Nathaniel Chapman
1590,Dev Map - C - Julien Tremblay
1591,Dev Map - D - PotT
1592,Dev Map - E
1593,Dev Map - F
1594,Le Filon
1599,Nordrassil
1600,Trône des marées
1602,Artifact - The Vortex Pinnacle - Shaman Order Hall
1603,Throne of the Tides Scenario(DELETE)
1604,Artifact - Order Campaign - Portal World Niskara
1605,Firelands_Artifact
1607,Artifact - Acquisition - Subtlety
1608,Quête de la guerre des Anciens d’Hyjal
1609,Temple des Tempêtes
1610,Arme prodigieuse - Scénario de Legion Sérénité
1611,Death Knight Campaign - Light's Hope Chapel
1612,Ruines de Falanaar
1616,Faronaar
1617,Campagne de chevalier de la mort - Fossoyeuse
1618,Campagne de chevalier de la mort - Monastère Écarlate
1620,Arme prodigieuse - Hurlevent
1621,Temple Noir - Legion
1622,Scénario de la faille de Telogrus
1623,Campagne de mage - L’Oculus
1624,La bataille de l’Exodar
1625,L’épreuve du Serpent
1626,L’Effondrement - Scénario de Suramar
1627,Scénario chasseur de démons du Marteau gangrené
1628,Transport : cuirassé de l’Alliance
1629,Temple Halo-du-Néant
1630,Tol Barad
1632,L’Arcavia - Scénario de Suramar
1637,Transport: Alliance Ship PhaseableMO
1638,Transport: Horde Ship PhaseableMO
1639,Transport: Kvaldir Ship PhaseableMO
1642,Zandalar
1643,Kul Tiras
1644,Île au trésor
1645,Crescent Isle (Islands Prototype)
1646,Bastion du Freux
1647,Bûcher funéraire de Vol’jin
1648,Le Jugement des Valeureux
1649,Transport : cuirassé de la Horde
1650,Transport du vaisseau de commandement de la Légion
1651,Retour à Karazhan
1653,Ténèbre de l’Au-delà
1655,8.0 Dev Land
1657,zzOldBlade's Edge Arena
1658,Environment Art Land - Dev Only
1661,[DEV] Demo Map
1662,Suramar
1663,Traverse du Donjon
1666,L’assaut du rivage Brisé
1667,Legion Ship - Vertical
1668,Legion Ship - Horizontal
1669,Argus
1670,Rivage Brisé (effacer)
1671,Broken Shore - Prepatch 7.2 (Backup)
1672,Arène des Tranchantes
1673,The Eye of Eternity - Scenario
1675,Winter AB_old
1676,Tombe de Sargeras
1677,Cathédrale de la Nuit éternelle
1678,AB Phase 1
1679,AB Phase 2
1680,AB Phase 3
1681,Bassin Arathi hivernal
1682,The Fel Hammer Terrain Phase
1683,Artifact - Gnomeregan
1684,Dread Scar Rift - Warlock Scenario Platform
1685,AI Test Map 8
1686,AI Test - Arathi Basin
1687,Cavernes des Lamentations
1688,Mortemines
1689,The Eye of Eternity - Mage Class Mount
1690,Grotte du Serpent
1691,Cuisson : impossible
1692,Pit of Saron - Death Knight Campaign
1693,Stormstout Brewery - Monk Scenario
1694,Gnomeregan
1695,Vaisseau de guerre : Ruine
1696,Legion - Command Center
1697,Legion - Legion Spider Cave
1698,Artifact - Acquisition - Tank
1699,Legion - Legion Fel Cave
1700,Legion - Legion Fel Firenova Area
1701,Legion - Legion Barracks
1702,Artifact - Highmountain - Dual Boss
1703,Halls of Valor - Scenario
1704,Legion Ship - Horizontal - Valsharah
1705,Legion Ship - Horizontal - Azsuna
1706,Legion Ship - Vertical - HighMountain
1707,Legion Ship - Vertical - Stormheim
1708,Stratholme - Paladin Class Mount
1710,Black Rook Hold - Artifact Challenge
1711,Alliance Submarine (7.1.5 Boat Holiday)
1712,"Antorus, le Trône ardent"
1714,Halls Of Valor - Warrior Class Mount
1715,Bataille pour le mont Rochenoire
1716,Tour des mages du rivage Brisé
1717,Terrain de jeux pour animations
1718,Nazjatar
1719,Dread Scar Rift - Warlock Mount Scenario
1723,Vallée des Frigères
1726,[TEMP] RaceTrackBG
1728,Salles des Valeureux
1729,The Eye of Eternity - Mage Class Mount (Shorter Version)
1730,Shrine of Aviana Defense - Scenario
1731,Druid Mount Finale - Scenario
1732,Felwing Ledge - Demon Hunter Class Mount
1733,Scénario L’avertissement d’Azeroth
1734,Throne of the Four Winds - Shaman Class Mount
1735,Terres gelées
1736,Le sanctum Rubis
1737,Pocket Dimension Akazamzaraks Hat Scenario
1738,Le glacier Perdu
1739,AI Test Map - Arathi Basin - Debug Version
1740,AI Test - Warsong Gulch
1741,Le Vindicaar
1744,Épreuve du style
1746,Donjon de la Tempête : l'Arcatraz
1747,Terrain de jeux pour animations
1749,Front de guerre des Tarides
1750,Île de Brume-Azur
1751,Alliance Battleship (7.3 Intro)
1752,Sunstrider Battleship (7.3 Intro)
1753,Siège du triumvirat
1754,Port-Liberté
1756,Les morts de Chromie
1759,Transport : canonnière du front de guerre des Tarides
1760,Lordaeron
1762,Repos des rois
1763,Atal’Dazar
1764,Salles Infinies
1765,Prototype des fronts de guerre
1771,Tol Dagor
1773,Ombre d’Azeroth
1774,Forge des Éons
1775,Gueule de N’Zoth
1776,Cuirassé de la Horde - La Complainte de la Banshee
1778,Terrain de conception des niveaux
1779,Sites d’invasion
1780,Islands LD Playground
1782,Grève Bouillonnante
1784,8.0 Islands - Cave - Hozen [Dev/Not Used]
1785,8.0 Islands - Ship - Pirateship
1786,8.0 Islands - Zeppelin - Goblin
1787,8.0 Islands - Micro - Mogu Crypt
1788,8.0 Islands - Cave - Primitve [Dev/Not Used]
1789,8.0 Islands - Cave - Saurok - Large [Dev/Not Used]
1795,Val de l’Éternel printemps
1802,8.0 BG Temp
1803,Rivage Bouillonnant
1804,La bataille de Stromgarde
1805,8.0 Islands - Event
1806,Cuirassé de l’Alliance - Rédemption du vent
1807,8.0 Islands - Event
1809,Île des Mécagnomes
1811,Entraînement aux quêtes
1812,Suramar
1813,Un'gol Ruins (Islands 1)
1814,Havenswood (Islands 2)
