ID,Description_lang,Reward_lang,Title_lang
344,Bandages utilisés,,Bandages utilisés
345,Potions de soins consommées,,Potions de soins consommées
346,Boissons consommées,,Boissons consommées
347,Denrées consommées,,Denrées consommées
349,Trajets aériens empruntés,,Trajets aériens empruntés
350,Portails de mages empruntés,,Portails de mages empruntés
353,Nombre d'utilisations de la pierre de foyer,,Nombre d'utilisations de la pierre de foyer
362,Victoires en 5c5,,Victoires en 5c5
363,Matchs en 5c5,,Matchs en 5c5
364,Victoires en 3c3,,Victoires en 3c3
365,Matchs en 3c3,,Matchs en 3c3
366,Victoires en 2c2,,Victoires en 2c2
367,Matchs en 2c2,,Matchs en 2c2
370,,,Meilleure cote personnelle en 2c2
374,,,Meilleure cote équipe en 2c2
381,Victoires honorables en extérieur,,Victoires honorables en extérieur
382,Victoires honorables en champs de bataille,,Victoires honorables en champs de bataille
383,Victoires honorables en arène,,Victoires honorables en arène
388,Tuer 50 personnages ennemis dans n'importe laquelle de vos capitales.,,Défenseur de la ville
389,Obtenir le bijou Maître de l'arène dans l'arène des Gurubashi.,,Maître de l'arène des Gurubashi
393,Tours de la vallée d’Alterac défendues,,Tours de la vallée d’Alterac défendues
394,Tours de la vallée d’Alterac capturées,,Tours de la vallée d’Alterac capturées
395,Drapeaux du goulet des Chanteguerres capturés,,Drapeaux du goulet des Chanteguerres capturés
396,Achever la quête de Court John Mithril pour obtenir le bijou Grand maître de l'arène.,,Grand maître de l'arène des Gurubashi
397,Gagner un match d'arène coté.,,Un pied dans l'arène
398,Gagner 100 matchs d'arène cotés.,,Dévouement impitoyable
399,Obtenir une cote personnelle de 1550 en équipe d'arène de 2c2.,,Rien que nous deux : 1550
400,Obtenir une cote personnelle de 1750 en équipe d'arène de 2c2.,,Rien que nous deux : 1750
401,Obtenir une cote personnelle de 2000 en équipe d'arène de 2c2.,,Rien que nous deux : 2000
402,Obtenir une cote personnelle de 1550 en équipe d'arène de 3c3.,,Jamais deux sans trois : 1550
403,Obtenir une cote personnelle de 1750 en équipe d'arène de 3c3.,,Jamais deux sans trois : 1750
404,Obtenir une cote personnelle de 2000 en équipe d'arène de 5c5.,,Les cinq doigts de la main : 2000
405,Obtenir une cote personnelle de 2000 en équipe d'arène de 3c3.,,Jamais deux sans trois : 2000
406,Obtenir une cote personnelle de 1550 en équipe d'arène de 5c5.,,Les cinq doigts de la main : 1550
407,Obtenir une cote personnelle de 1750 en équipe d'arène de 5c5.,,Les cinq doigts de la main : 1750
408,Gagner 10 matchs d'arène cotés consécutifs.,,Bonne série
409,Être le seul survivant à la fin d'un match d'arène du championnat en 5c5.,,Le dernier debout
411,"Être l'heureux propriétaire de Bourbie, obtenu lors de la BlizzCon 2005 à Anaheim, en Californie.",,Bourbie
412,"Être l'heureux propriétaire du costume de Murloc, obtenu lors de la BlizzCon 2007 à Anaheim, en Californie.",,Costume de Murloc
414,"Être l'heureux propriétaire de la garde de Tyraël, du Worldwide Invitational 2008 à Paris, en France.",,La garde de Tyraël
415,"Être l'heureux propriétaire du grand ours du Blizzard, obtenu lors de la BlizzCon 2008.",,Grand ours du Blizzard
416,Avoir ouvert les portes d'Ahn'Qiraj.,,Seigneur scarabée
418,Avoir obtenu le titre de gladiateur impitoyable.,,Gladiateur impitoyable
419,Avoir obtenu le titre de gladiateur vengeur.,,Gladiateur vengeur
420,Avoir obtenu le titre de gladiateur brutal.,,Gladiateur brutal
424,Obtenir un cristal de résonance qiraji rouge.,,Pourquoi ? Parce que !!!
425,"S'équiper d'Atiesh, grand bâton du Gardien.",,"Atiesh, grand bâton du Gardien"
426,S'équiper des glaives de guerre d'Azzinoth.,,Glaives de guerre d'Azzinoth
428,"S'équiper de Lame-tonnerre, épée bénie du Cherchevent.",,"Lame-tonnerre, épée bénie du Cherchevent"
429,"S'équiper de Sulfuras, Main de Ragnaros.",,"Sulfuras, Main de Ragnaros"
430,Posséder un ours de guerre amani.,,Ours de guerre amani
431,Avoir obtenu le titre de main d'A'dal.,,Main d'A'dal
432,Avoir obtenu le titre de champion des Naaru.,,Champion des Naaru
433,Avoir obtenu le titre de connétable au niveau 60.,,Connétable
434,Avoir obtenu le titre de grand maréchal au niveau 60,,Grand maréchal
435,Avoir obtenu le titre de commandant au niveau 60.,,Commandant
436,Avoir obtenu le titre de lieutenant-commandant au niveau 60.,,Lieutenant-commandant
437,Avoir obtenu le titre de chevalier-champion au niveau 60.,,Chevalier-champion
438,Avoir obtenu le titre de chevalier-capitaine au niveau 60.,,Chevalier-capitaine
439,Avoir obtenu le titre de chevalier au niveau 60.,,Chevalier
440,Avoir obtenu le titre de sergent-major au niveau 60.,,Sergent-major
441,Avoir obtenu le titre de sergent-chef au niveau 60.,,Sergent-chef
442,Avoir obtenu le titre de soldat au niveau 60.,,Soldat
443,Avoir obtenu le titre de grand seigneur de guerre au niveau 60.,,Grand seigneur de guerre
444,Avoir obtenu le titre de lieutenant-général au niveau 60.,,Lieutenant-général
445,Avoir obtenu le titre de seigneur de guerre au niveau 60.,,Seigneur de guerre
446,Avoir obtenu le titre de général au niveau 60.,,Général
447,Avoir obtenu le titre de champion au niveau 60.,,Champion
448,Avoir obtenu le titre de centurion au niveau 60.,,Centurion
449,Avoir obtenu le titre de garde de sang au niveau 60.,,Garde de sang
450,Avoir obtenu le titre de sergent-chef au niveau 60.,,Sergent-chef
451,Avoir obtenu le titre de garde de pierre au niveau 60.,,Garde de pierre
452,Avoir obtenu le titre d’adjudant au niveau 60.,,Adjudant
453,Avoir obtenu le titre de sergent au niveau 60.,,Sergent
454,Avoir obtenu le titre d’éclaireur au niveau 60.,,Éclaireur
456,Avoir participé au premier raid du royaume ayant vaincu Sartharion le Gardien d'Onyx en mode 25 joueurs.,Titre : tueur de l'obsidien,Tueur de l'obsidien « Prem's » du royaume
457,Première personne du royaume à atteindre le niveau 80.,,« Prem's » au niveau 80 sur le royaume
458,Premier voleur du royaume à atteindre le niveau 80.,,Voleur « Prem's » au niveau 80 sur le royaume
459,Premier guerrier du royaume à atteindre le niveau 80.,,Guerrier « Prem's » au niveau 80 sur le royaume
460,Premier mage du royaume à atteindre le niveau 80.,,Mage « Prem's » au niveau 80 sur le royaume
461,Premier chevalier de la mort du royaume à atteindre le niveau 80.,,Chevalier de la mort « Prem's » au niveau 80 sur le royaume
462,Premier chasseur du royaume à atteindre le niveau 80.,,Chasseur « Prem's » au niveau 80 sur le royaume
463,Premier démoniste du royaume à atteindre le niveau 80.,,Démoniste « Prem's » au niveau 80 sur le royaume
464,Premier prêtre du royaume à atteindre le niveau 80.,,Prêtre « Prem's » au niveau 80 sur le royaume
465,Premier paladin du royaume à atteindre le niveau 80.,,Paladin « Prem's » au niveau 80 sur le royaume
466,Premier druide du royaume à atteindre le niveau 80.,,Druide « Prem's » au niveau 80 sur le royaume
467,Premier chaman du royaume à atteindre le niveau 80.,,Chaman « Prem's » au niveau 80 sur le royaume
468,Avoir obtenu le titre de grunt au niveau 60.,,Grunt
469,Avoir obtenu le titre de légionnaire au niveau 60.,,Légionnaire
470,Avoir obtenu le titre de caporal au niveau 60.,,Caporal
471,Avoir obtenu le titre de sergent au niveau 60.,,Sergent
472,Avoir obtenu le titre de chevalier-lieutenant au niveau 60.,,Chevalier-lieutenant
473,Avoir obtenu le titre de maréchal au niveau 60.,,Maréchal
477,Vaincre les boss du donjon d'Utgarde.,,Donjon d'Utgarde
478,Vaincre les boss du Nexus.,,Le Nexus
479,Vaincre les boss des Grottes du temps : Stratholme.,,L'épuration de Stratholme
480,Vaincre les boss d'Azjol-Nérub.,,Azjol-Nérub
481,Vaincre les boss d'Ahn'kahet : l'Ancien royaume.,,Ahn'kahet : l'Ancien royaume
482,Vaincre les boss du donjon de Drak'Tharon.,,Donjon de Drak'Tharon
483,Vaincre Cyanigosa dans le fort Pourpre.,,Le fort Pourpre
484,Vaincre les boss de Gundrak.,,Gundrak
485,Vaincre les boss des salles de Pierre.,,Les salles de Pierre
486,Vaincre les boss des salles de Foudre.,,Les salles de Foudre
487,Vaincre les boss de l'Oculus.,,L'Oculus
488,Vaincre les boss de la cime d'Utgarde.,,Cime d'Utgarde
489,Vaincre les boss du donjon d'Utgarde en mode héroïque.,,Donjon d'Utgarde : mode héroïque
490,Vaincre les boss du Nexus en mode héroïque.,,Le Nexus : mode héroïque
491,Vaincre les boss d'Azjol-Nérub en mode héroïque.,,Azjol-Nérub : mode héroïque
492,Vaincre les boss d'Ahn'kahet : l'Ancien royaume en mode héroïque.,,Ahn'kahet : l'Ancien royaume : mode héroïque
493,Vaincre les boss du donjon de Drak'Tharon en mode héroïque.,,Donjon de Drak'Tharon : mode héroïque
494,Vaincre Cyanigosa dans le fort Pourpre en mode héroïque.,,Le fort Pourpre : mode héroïque
495,Vaincre les boss de Gundrak en mode héroïque.,,Gundrak : mode héroïque
496,Vaincre les boss des salles de Pierre en mode héroïque.,,Les salles de Pierre : mode héroïque
497,Vaincre les boss des salles de Foudre en mode héroïque.,,Les salles de Foudre : mode héroïque
498,Vaincre les boss de l'Oculus en mode héroïque.,,L'Oculus : mode héroïque
499,Vaincre les boss de la cime d'Utgarde en mode héroïque.,,Cime d'Utgarde : mode héroïque
500,Vaincre les boss des Grottes du temps : Stratholme en mode héroïque.,,L'épuration de Stratholme : mode héroïque
503,Achever 50 quêtes.,,50 quêtes achevées
504,Achever 100 quêtes.,,100 quêtes achevées
505,Achever 250 quêtes.,,250 quêtes achevées
506,Achever 500 quêtes.,,500 quêtes achevées
507,Achever 1 000 quêtes.,,1 000 quêtes achevées
508,Achever 1 500 quêtes.,,1 500 quêtes achevées
509,Obtenir 10 000 victoires honorables.,,10 000 victoires honorables
512,Obtenir 5 000 victoires honorables.,,5 000 victoires honorables
513,Obtenir 100 victoires honorables.,,100 victoires honorables
515,Obtenir 500 victoires honorables.,,500 victoires honorables
516,Obtenir 1 000 victoires honorables.,,1 000 victoires honorables
518,Être exalté auprès de 30 factions.,,30 réputations exaltées
519,Être exalté auprès de 25 factions.,,25 réputations exaltées
520,Être exalté auprès de 20 factions.,,20 réputations exaltées
521,Être exalté auprès de 15 factions.,,15 réputations exaltées
522,Être exalté auprès d'une faction.,,Quelqu'un m'aime
523,Être exalté auprès de 5 factions.,,5 réputations exaltées
524,Être exalté auprès de 10 factions.,,10 réputations exaltées
545,Aller dans un salon de coiffure et changer d’apparence.,,Coupe et brushing
546,Acheter 7 emplacements de sac supplémentaires.,,Chambre forte
547,Achever les quêtes de la Désolation des dragons menant à et incluant « Retour à Angrathar ».,,Vétéran du portail du Courroux
556,S’équiper d’un objet de niveau 213 et de qualité épique dans chaque emplacement (avant Battle for Azeroth).,,Qualité épique
557,S’équiper d’un objet de niveau 187 et de qualité supérieure dans chaque emplacement (avant Battle for Azeroth).,,Qualité supérieure
558,Gagner un jet de cupidité sur un objet supérieur au niveau 185 et de qualité supérieure ou mieux en obtenant 100.,,Cupide
559,Gagner un jet de besoin sur un objet supérieur au niveau 185 et de qualité supérieure ou mieux en obtenant 100.,,Nécessiteux
560,Pêcher Gahz’ranka à Zul’Gurub en utilisant l’appât au Puant de vase.,,Prise mortelle
561,"Soutenir la cause de la SdPA en achevant toutes les quêtes, y compris « L'assassinat de Harold Lane ».",,Trente millions d'ennemis
562,Vaincre les boss du quartier des Arachnides à Naxxramas en mode 10 joueurs.,,Le quartier des Arachnides (10 joueurs)
563,Vaincre les boss du quartier des Arachnides à Naxxramas en mode 25 joueurs.,,Le quartier des Arachnides (25 joueurs)
564,Vaincre les boss du quartier des Assemblages à Naxxramas en mode 10 joueurs.,,Le quartier des Assemblages (10 joueurs)
565,Vaincre les boss du quartier des Assemblages à Naxxramas en mode 25 joueurs.,,Le quartier des Assemblages (25 joueurs)
566,Vaincre les boss du quartier de la Peste à Naxxramas en mode 10 joueurs.,,Le quartier de la Peste (10 joueurs)
567,Vaincre les boss du quartier de la Peste à Naxxramas en mode 25 joueurs.,,Le quartier de la Peste (25 joueurs)
568,Vaincre les boss du quartier Militaire à Naxxramas en mode 10 joueurs.,,Le quartier Militaire (10 joueurs)
569,Vaincre les boss du quartier Militaire à Naxxramas en mode 25 joueurs.,,Le quartier Militaire (25 joueurs)
572,Vaincre Saphiron à Naxxramas en mode 10 joueurs.,,Chute de Saphiron (10 joueurs)
573,Vaincre Saphiron à Naxxramas en mode 25 joueurs.,,Chute de Saphiron (25 joueurs)
574,Vaincre Kel'Thuzad à Naxxramas en mode 10 joueurs.,,Défaite de Kel'Thuzad (10 joueurs)
575,Vaincre Kel'Thuzad à Naxxramas en mode 25 joueurs.,,Défaite de Kel'Thuzad (25 joueurs)
576,Tuer tous les boss de Naxxramas en mode 10 joueurs.,,La chute de Naxxramas (10 joueurs)
577,Tuer tous les boss de Naxxramas en mode 25 joueurs.,,La chute de Naxxramas (25 joueurs)
578,Vaincre les boss de Naxxramas à 8 maximum dans la zone en mode 10 joueurs.,,Rares sont les dévoués (10 joueurs)
579,Vaincre les boss de Naxxramas à 20 maximum dans la zone en mode 25 joueurs.,,Rares sont les dévoués (25 joueurs)
582,"Dans une même bataille pour la vallée d’Alterac, attaquer un cimetière, défendre un cimetière, attaquer une tour, défendre une tour et tuer quelqu'un sur le Champ sanglant.",,Vedette de la vallée d’Alterac
583,Attaquer et défendre 2 bases dans une même bataille pour le bassin Arathi.,,Vedette du bassin Arathi
584,Obtenir 5 victoires honorables dans chacune des bases dans une même bataille pour le bassin Arathi.,,Assassin du bassin Arathi
585,Drapeaux de l’Œil du cyclone capturés,,Drapeaux de l’Œil du cyclone capturés
586,Drapeaux du goulet des Chanteguerres ramenés,,Drapeaux du goulet des Chanteguerres ramenés
587,"Dans une même bataille pour l’Œil du cyclone, obtenir 5 victoires honorables dans chacune des bases.",,Assassin à l'Œil
588,Nombre total de victoires honorables,,Nombre total de victoires honorables
589,,,Meilleure cote équipe en 5c5
590,,,Meilleure cote équipe en 3c3
595,,,Meilleure cote personnelle en 3c3
596,,,Meilleure cote personnelle en 5c5
603,Tuer 5 personnages de l'Alliance dans chacune des villes listées ci-dessous.,,Courroux de la Horde
604,Tuer 5 personnages de la Horde dans chacune des villes listées ci-dessous.,,Courroux de l'Alliance
605,Recevoir une pièce des ancêtres.,,Une pièce des ancêtres
606,Recevoir 5 pièces des ancêtres.,,5 pièces des ancêtres
