ID,Description_lang
155,Helm der arkanen Reinheit
156,Maske des Furorjägers
157,"Apolyon, der Seelenspalter"
158,Umhang der unverzeihlichen Sünde
159,Helmkappe Allerias
160,Gugel von Gul'dan
161,Krone von Anasterian
162,Krux der Apokalypse
163,Hammer der Weihung
164,Handschützer des Morgens
165,Helm der lodernden Rechtschaffenheit
166,Sonnenfackel
167,Thalassische Waldläuferstulpen
168,Helm der Entschlossenheit Uthers
169,Haube des Doppelzüngigen
170,Bedeckung von Ursol dem Weisen
171,Kragen des Schwarzkünstlers
172,Zerlumptes Cape von Antonidas
173,Handschützer der entweihten Welten
174,Tuch von Häuptling Ner'zhul
175,Goldener Stab der Sin'dorei
176,Hand des Betrügers
177,"Thori'dal, Furor der Sterne"
178,Bedeckung von Ursoc dem Mächtigen
179,Handschuhe von Tyris Macht
180,Schmerzenshandschutz des Grenzlandes
181,Gugel des reinen Lichts
183,"Nehmt persönlich die Flagge in Besitz und erobert sie, während Euer Team 4 Basen im Auge des Sturms hält."
184,Erobert eine Flagge bei 4 gehaltenen Basen
186,Nehmt 50 Friedhöfe im Alteractal ein.
187,50 Friedhöfe eingenommen
189,Den Titel 'Rachsüchtiger Gladiator' erhalten.
190,Rachsüchtiger Gladiator
192,Erhaltet 5 Münzen der Urahnen.
193,Erhaltet 5 Münzen der Urahnen
195,Von Druiden wiederbelebt
196,Tiere wiederbelebt (Stufe 7)
197,Tier wiederbeleben (Stufe 5)
198,Tier wiederbeleben (Stufe 4)
199,Tier wiederbeleben (Stufe 2)
200,Tier wiederbeleben (Stufe 6)
201,Tier wiederbeleben (Stufe 1)
202,Tier wiederbeleben (Stufe 3)
204,"Gewinnt einen Wurf für Gier bei einem Gegenstand überragender Qualität oder einem besseren Gegenstand mit einer höheren Stufe als 185, indem Ihr eine 100 würfelt."
205,Würfelt für Gier und erreicht genau 100 für einen Gegenstand über Stufe 185.
207,Talentneuverteilungen
208,Talentneuverteilungen
210,Siege über Keli'dan den Zerstörer (Blutkessel)
211,Keli'dan der Zerstörer
213,Fangt einen Fisch aus jedem der unten aufgelisteten Schwärme.
214,Ein Brackwasserschwarm
215,Ein Schwarm Blauflossen
216,Ein Schwarm Matschflosser
217,Ein Schwarm Stachelflosser
218,Ein Hochlandschwarm
219,Ein Schwarm Sporenfische
221,"Siege über Großwitwe Faerlina (Naxxramas, 25 Spieler)"
222,Großwitwe Faerlina
227,"Erforscht die Boreanische Tundra, indem Ihr die unbekannten Bereiche der Weltkarte aufdeckt."
228,Tempelstadt En'kilah
229,Die Geysirfelder
230,Garroshs Landeplatz
231,Außenposten Bor'gorok
232,Strand der Peitschennarbe
233,Höhlen des Todes
234,Stahlkiefers Karawane
235,Kaskala
236,Todeswehr
237,Bernsteinflöz
238,Kriegshymnenfeste
239,Valianzfeste
240,Kaltarra
248,Bezwingt Imperator Dagran Thaurissan.
249,Das Schicksal des Königreichs
250,Die königliche Rettung
251,Imperator Dagran Thaurissan
253,Bezwingt Dunkelmeister Gandling.
255,Dunkelmeister Gandling
257,Bezwingt die bösen Drahtzieher der Invasion von Stratholme.
258,Baron Aurius Totenschwur
259,Balnazzar
261,Siege über Aeonus (Öffnung des Dunklen Portals)
262,Aeonus
264,Höchstes Gebot auf eine Auktion
265,Höchstes Gebot bei Auktionen
267,Gewinnt im Auge des Sturms mit einem Ergebnis von 1.600 zu 0.
268,Gewinnt 1600 zu 0
270,"Gewinnt einen Wurf für Bedarf für einen überlegenen oder besseren Gegenstand mit einer Stufe über 185, indem Ihr eine 100 würfelt."
271,Würfelt für Bedarf und erreicht genau 100 für einen Gegenstand über Stufe 185
273,Siege über Prinz Malchezaar (Karazhan)
274,Prinz Malchezaar
276,Siege über Häuptling Ukorz Sandskalp (Zul'Farrak)
277,Häuptling Ukorz Sandskalp
279,"Den Titel ""Kriegsfürst(in)"" erhalten."
280,Kriegsfürst
282,"Den Titel ""Kriegsherr(in)"" erhalten."
283,Kriegsherr
285,Statistic: Elixirs consumed
286,Elixier der Löwenstärke
287,Elixier der erheblichen Beweglichkeit
288,Elixier der erheblichen Verteidigung
289,Elixier des erheblichen Magierbluts
290,Elixier der erheblichen Schattenmacht
291,Elixier der mächtigen Verteidigung
292,Großes Arkanelixier
293,Gemahlene Skorpokinhaltsstoffprobe
294,Elixier der Weisheit
295,Elixier des Mungos
296,Elixier der Teufelsstärke
297,Arthas' Gabe
298,Blutbeerenelixier
299,Elixier der Untotenentdeckung
300,Elixier des Riesenwuchses
301,Elixier der großen Beweglichkeit
302,Arkanes Elixier
303,Zerebralkortexverbund
304,Elixier der mächtigen Stärke
305,Elixier der schwachen Beweglichkeit
306,Elixier der Schattenmacht
307,Elixier der Willenskraft
308,Zanzas Glanz
309,Zanzas Schnelligkeit
310,Erdelixier
311,Elixier der rohen Gewalt
312,Elixier der Verteidigung
313,Elixier des Dämonentötens
314,Elixier der Dämonenentdeckung
315,Elixier der Seelenstärke
316,Elixier der Frostmacht
317,Elixier der großen Feuermacht
318,Elixier der großen Intelligenz
319,Starkes Trollblutelixier
320,Elixier der mächtigen Verteidigung
321,Elixier der mächtigen Gedanken
322,Elixier des Adepten
323,Erhebliches Trollblutelixier
324,Elixier der mächtigen Beweglichkeit
325,Schwaches Trollblutelixier
326,Mächtiges Trollblutelixier
327,Zornelixier
328,Bluttangelixier des Ausweichens
329,Elixier der Schatten
330,Drakurus Elixier
331,Zorts schützendes Elixier
332,Elixier der draenischen Weisheit
333,Elixier der Riesen
334,Elixier der geringen Beweglichkeit
335,Bluttangelixier des Widerstands
336,Elixier des Wasserwandelns
337,Elixier der Waffenkunde
338,Kristallbarriere
339,Jujukälte
340,Jujuflucht
341,Elixier der Präzision
342,Elixier des Rüstungsdurchschlags
343,Elixier der Blitzgeschwindigkeit
344,Jujuglut
345,Feuerwasser der Winterfelle
346,Magierblutelixier
347,Zaubermachtelixier
348,Worgblutelixier
349,Videre-Elixier
350,Ahuurns Elixier
351,Zorts schützendes Elixier
352,Jujumacht
353,Elixier der tödlichen Stöße
354,Elixier der Schwächung
355,Elixier der Eisenhaut
356,Elixier der Ogerstärke
357,Lungensaftcocktail
358,Zanzas Geist
359,Elixier der erheblichen Stärke
360,Kristallkraft
361,Noggenfoggers Elixier
362,Düstergraselixier
363,Elixier der Heilkraft
364,Elixier der erheblichen Feuermacht
365,Elixier der erheblichen Frostmacht
366,Elixier der erheblichen Seelenstärke
367,Katzenaugenelixier
368,Elixier der Beweglichkeit
369,Elixier der Traumvision
370,Elixier der Feuermacht
371,Elixier der großen Verteidigung
372,Elixier der verbesserten Wasseratmung
373,Elixier der Tarnung
374,Elixier der Entdeckung geringer Unsichtbarkeit
375,Elixier des Meisters
376,Elixier der mächtigen Seelenstärke
377,Elixier des mächtigen Magierbluts
378,Elixier der schwachen Verteidigung
379,Elixier der schwachen Seelenstärke
380,Elixier der überragenden Verteidigung
381,Elixier der Zähigkeit
382,Elixier der Wasseratmung
383,Elixier der Weisen
384,Elixier des suchenden Auges
385,Muskelmagenkaugummi
386,R.O.I.D.S.
387,Elixier des Ansturms
388,Elixier des Gurus
389,Elixier der tiefen Erde
390,Elixier der Kobra
391,Elixier der unmöglichen Präzision
392,Elixier der Meisterschaft
393,Elixier der mächtigen Geschwindigkeit
394,Prismatisches Elixier
395,Geisterelixier
396,Elixier der Naga
398,Anzahl /LOLs
399,lachen
400,kichern
401,auslachen
402,rofl
403,gibbeln
405,"Erforscht Teldrassil, indem Ihr die unbekannten Bereiche der Weltkarte aufdeckt."
406,Sternenhauch
407,Die Lichtung des Orakels
408,Quellsee
409,Darnassus
410,Al'Amethsee
411,Laubschattental
412,Lichtung von Ban'ethil
413,Höhle der Knarzklauen
414,Rut'theran
415,Teiche von Arlithrien
416,Die Kluft
417,Dolanaar
419,Gewinnt in der Kriegshymnenschlucht.
420,Gewinnt in der Kriegshymnenschlucht
422,Erringt 100 Siege in der Kriegshymnenschlucht.
423,Erringt in der Kriegshymnenschlucht 100 Siege
425,Bezwingt Pathaleon den Kalkulator auf dem Schwierigkeitsgrad 'Heroisch'.
426,Pathaleon der Kalkulator
428,Tötet Lor'themar Theron.
429,Lor'themar Theron
431,"Erhöht Euren Ruf bei der Holzschlundfeste, den Sporeggar und den Kurenai von unfreundlich auf ehrfürchtig."
432,Ehrfürchtig bei den Kurenai
433,Ehrfürchtig bei den Sporeggar
434,Ehrfürchtig bei der Holzschlundfeste
436,Erhaltet während der Schlotternächte die Zügel des Reiters vom kopflosen Reiter im Scharlachroten Kloster.
437,Ross des kopflosen Reiters
439,"Den Titel ""Zornbringer(in)"" erhalten."
440,Zornbringer
448,"Zieht Euch 3 Braufestkleidungsstücke an, sorgt dafür, dass Ihr sternhagelvoll seid, und tanzt in Dalaran."
449,Tanzt (/tanzen)
451,Tötet 15 Truthähne in 3 Minuten.
452,15 Truthähne in 3 Minuten
454,Genießt während der 'Liebe liegt in der Luft'-Feierlichkeiten bei einem Romantischen Picknick in Dalaran mit jemandem ein Buttermilchküsschen.
455,Buttermilchküsschen beim romantischen Picknick.
456,Romantisches Picknick
458,Erste-Hilfe-Fertigkeit
459,Erste-Hilfe-Fertigkeit
461,Besucht einen Barbier und lasst Euch die Haare schneiden.
462,Besucht einen Barbier und bezahlt für seine Dienste.
464,Feuert in höchstens 20 Sekunden 10 Liebesraketen ab.
465,Feuert innerhalb von höchstens 20 Sekunden 10 Liebesraketen ab
467,Anzahl der Nutzungen des Ruhesteins
468,Ruhestein
469,Rubinschuhe
470,Die Tochter des Gastwirts
472,"Erforscht die Zangarmarschen, indem Ihr die unbekannten Bereiche der Weltkarte aufdeckt."
473,Quaggkamm
474,Die Lagune
475,Telredor
476,Zuflucht des Cenarius
477,Wildfenn
478,Umbrafenn
479,Sporeggar
480,Oreborzuflucht
481,Das Pilzgeflecht
482,Küste der Dunkelkämme
483,Das Todesmoor
484,Ruinen der Zwillingsspitze
485,Grund der Ango'rosh
486,Sumpflichtsee
487,Festung der Ango'rosh
488,Blutschuppengrund
489,Zabra'jin
490,Prügelsumpf
492,"Erforscht die Grizzlyhügel, indem Ihr die unbekannten Bereiche der Weltkarte aufdeckt."
493,Voldrune
494,Granitquell
495,Camp Oneqwah
496,Feste Drak'Tharon
497,Ammertannhütte
498,Holzfällerposten Blauhimmel
499,Burg Siegeswall
500,Ruinen von Drakil'jin
501,Dun Argol
502,Grauschlund
503,Schrein des Grollfangs
504,Thor Modan
505,Venturebucht
506,Lager der Westfallbrigade
508,Erreicht eine persönliche Wertung von 2.200 in der 5vs5-Sparte der Arena.
509,Wertung: 2.200
511,"Gewinnt im Alteractal, während Euer Team beide Minen kontrolliert."
512,Koboldhöhle erobert
513,Trogghöhlen erobert
515,Schließt die Flammenbewahrererfolge ab.
516,Flammenbewahrer von Kalimdor
517,Flammenbewahrer der Scherbenwelt
518,Flammenbewahrer der Östlichen Königreiche
519,Flammenbewahrer des Kataklysmus
520,Flammenbewahrer von Nordend
522,"Träger von Sulfuras, Hand von Ragnaros."
523,
524,"Sulfuras, Hand von Ragnaros"
526,Erreicht einen ehrfürchtigen Ruf bei der Vorhut des Kriegshymnenklans.
527,Ehrfürchtig bei der Vorhut des Kriegshymnenklans
529,Bezwingt Keli'dan den Zerstörer auf dem Schwierigkeitsgrad 'Heroisch'.
530,Keli'dan der Zerstörer
532,5vs5-Siege
533,5vs5-Siege in den Ruinen von Lordaeron
534,5vs5-Siege in Nagrand
535,5vs5-Siege in Dalaran
536,5vs5-Siege im Schergrat
537,5vs5-Siege im Ring der Ehre
539,2vs2-Kämpfe
540,2vs2-Kämpfe im Ring der Ehre
541,2vs2-Kämpfe in den Ruinen von Lordaeron
542,2vs2-Kämpfe in Dalaran
543,2vs2-Kämpfe in Nagrand
544,2vs2-Kämpfe im Schergrat
546,Höchste Anzahl Fraktionen auf Respektvoll oder höher
547,Fraktionen auf Respektvoll
549,Erringt 10.000 ehrenhafte Siege.
550,Erringt 10.000 ehrenhafte Siege
552,Bezwingt Nefarian.
553,Nefarian
554,Therazanes Zusammenhalt
555,Stiefel der Schattenflamme
556,Brustplatte des Zorns
557,Archimtiros' Ring der Abrechnung
558,Brustplatte des Richturteils
559,Sturmgrimms Brustschutz
560,Roben der Erhabenheit
561,"Ashkandi, Großschwert der Bruderschaft"
562,"Crul'shorukh, Schneide des Chaos"
563,Der Herrscher des Schwarzfels
564,Der Herrscher des Schwarzfels
565,Umhang des Brutlords
566,Lok'amir il Romathis
567,Neltharions Träne
568,Stab der Schattenflamme
569,Brustplatte der zehn Stürme
570,Brustplatte des Drachenjägers
571,Nefarius' Verderbnis
572,Blutfangbrustharnisch
573,Prestors Talisman der Verschwörung
574,Band aus reinem Elementium
575,Roben des Netherwinds
576,"Mish'undare, Reif des Gedankenschinders"
577,Roben der Nemesis
579,Bezwingt Ragnaros.
580,Ragnaros
581,Gurt des Ansturms
582,Band von Sulfuras
583,Halsreif des Feuerlords
584,Krone der Zerstörung
585,Gamaschen der Erhabenheit
586,Beinplatten des Zorns
587,Gamaschen der Nemesis
588,Sturmgrimms Beinschützer
589,Blutfanghose
590,Beinschützer des Drachenjägers
591,Beinplatten des Richturteils
592,Das einzige Rezept
593,Malistars Verteidiger
594,Umhang der verhüllten Nebel
595,Rückgratschnitter
596,Band von Accuria
597,Drachenblutcape
598,Essenz der reinen Flamme
599,Klinge des Verderbens
600,Drakonisch für Dummies
601,"Donnerzorn, Gesegnete Klinge des Windsuchers"
602,Splitter der Flamme
603,Beinplatten der zehn Stürme
604,Essenz des Feuerfürsten
605,Hose des Netherwinds
606,Knochenhäschers Schneide
607,"Sulfuras, Hand von Ragnaros"
609,Angelt erfolgreich in einem Schwarm.
610,Ein Schwarm großer Weisenfische
611,Ein Schwarm Sporenfische
612,Ein Schwarm Matschflosser
613,Ein Schwarm Stachelflosser
614,Ein Schwarm Feuerflossenschnapper
615,Steinschuppenaalschwarm
616,Ein Schwarm Blauflossen
617,Ein ergiebiger Schwarm öliger Schwarzmaulfische
618,Ein ergiebiger Schwarm Feuerflossenschnapper
619,Ein Brackwasserschwarm
620,Ein wimmelnder Schwarm öliger Schwarzmaulfische
621,Ein Hochlandschwarm
622,Ein Schwarm öliger Schwarzmaulfische
623,Ein Schwarm Weisenfische
624,Ein kleiner Schwarm Weisenfische
625,Ein Schwarm Deviatfische
626,Ein spärlicher Schwarm öliger Schwarzmaulfische
627,Ein spärlicher Schwarm Feuerflossenschnapper
628,Ein wimmelnder Schwarm Feuerflossenschnapper
629,Ein kleiner Schwarm öliger Schwarzmaulfische
630,Ein Schwarm Glasflossenelritzen
631,Ein Schwarm Nesselfische
632,Ein Schwarm Boreanischer Galeeren
633,Ein Schwarm Mondlichtsepia
634,Ein Schwarm Muschelrückengroppen
635,Ein Schwarm Bottichkopfgrundeln
636,Ein Schwarm Tiefseemonsterbäuche
637,Ein Schwarm Fangzahnheringe
638,Ein Schwarm Winterlachse
639,Ein Schwarm imperialer Mantarochen
640,Ein Schwarm Engelsdrachenfische
642,Bezwingt Yan-Zhu den Dekantierten in der Brauerei Sturmbräu auf dem Schwierigkeitsgrad 'Heroisch'.
643,Yan-Zhu der Dekantierte
645,Erreicht eine persönliche Wertung von 2.200 in der 2vs2-Sparte der Arena.
646,Wertung: 2.200
648,Bezwingt die klassische Stufe-60-Version von Onyxia.
649,Der einzige Weg
650,Das Schmieden von Quel'Serrar
651,Sieg für die Allianz
652,Eskhandars Halsband
653,Rucksack aus Onyxias Haut
654,Sieg für die Horde
655,Die passende Sehne
656,Todesbringer
657,Ring der Bindung
658,Splitter der Schuppe
659,Vis'kag der Blutvergießer
660,Zauberfoliant des uralten Grundsteins
661,Saphirontuch
663,Erreicht bei den Kirin Tor den Status ehrfürchtig.
664,Ehrfürchtig bei den Kirin Tor
666,Legt 25 einzigartige Wappenröcke an.
667,Wappenrock des Beschützers
668,Wappenrock der Aldor
669,Wappenrock der Entweihten
670,Wappenrock der Blutritter
671,Wappenrock der Argentumdämmerung
672,Wappenrock des Verteidigers
673,Wappenrock der Zerschmetterten Sonne
674,Wappenrock von Thrallmar
675,Wappenrock von Tristessa
676,Wappenrock des Kriegshymnenklans
677,Wappenrock der Frostwölfe
678,Wappenrock der Ehrenfeste
679,Ritterfarben
680,Wappenrock des Unteren Viertels
681,Wappenrock von Ogri'la
682,Wams des Gefreiten
683,Wappenrock der Sha'tar
684,Wappenrock der Himmelswache
685,Wappenrock von Arathor
686,Wappenrock des Arkanen
687,Wappenrock von Sporeggar
688,Herold des Steingardisten
689,Wappenrock des Frosts
690,Wappenrock der Natur
691,Wappenrock der Seher
692,Wappenrock der Hüter der Zeit
693,Wappenrock von Sturmwind
694,Wappenrock der Sturmlanzen
695,Wappenrock der Flamme
696,Wappenrock der Kurenai
697,Sommerlicher Himmelswappenrock
698,Wappenrock des Furors
699,Wappenrock der Illidari
700,Gildenwappenrock
701,Wappenrock des Konsortiums
702,Wappenrock des Wettbewerbssiegers
703,Wappenrock des Scharlachroten Kreuzzugs
704,Wappenrock der Expedition des Cenarius
705,Wappenrock der rohen Gewalt
706,Wappenrock des Entdeckers
707,Grüner Trophäenwappenrock der Illidari
708,Wappenrock der Mag'har
709,Wappenrock des Meisters der Lehren
710,Wappenrock des Argentumkreuzzugs
711,Wappenrock der Schwarzen Klinge
712,Wappenrock des Wyrmruhpakts
713,Wappenrock der Kirin Tor
714,Wappenrock des wütenden Gladiators
715,Sommerlicher Flammenwappenrock
716,Wappenrock der Leere
717,Wohlbekannter Gildenwappenrock
718,Wappenrock der Silberschwingen
719,Wappenrock des Lichtbringers
720,Wappenrock der Hand
721,Wappenrock des unerbittlichen Gladiators
722,Wappenrock der Wettkämpfer
723,Wams des Spähers
724,Wappenrock des zornerfüllten Gladiators
725,Wappenrock der Brillanz
726,Wappenrock des Bilgewasserkartells
727,Wappenrock der Eroberung (Horde)
728,Wappenrock des Irdenen Rings
729,Wappenrock des Wildhammerklans
730,Wappenrock des Silberbunds
731,Wappenrock der Sonnenhäscher
732,Wappenrock des Argentumkreuzfahrers
733,Wappenrock von Silbermond
734,Wappenrock von Sen'jin
735,Wappenrock von Unterstadt
736,Wappenrock von Donnerfels
737,Wappenrock von Darnassus
738,Wappenrock der Exodar
739,Wappenrock von Gnomeregan
740,Wappenrock von Eisenschmiede
741,Wappenrock von Sturmwind
742,Wappenrock der Eroberung (Allianz)
743,Wappenrock von Höllschreis Hand
744,Wappenrock von Gilneas
745,Wappenrock von Orgrimmar
746,Wappenrock des Erfolgreichen
747,Wappenrock des Drachenmalklans
748,Wappenrock der Therazane
749,Wappenrock der Wächter des Hyjal
750,Wappenrock von Ramkahen
751,Wappenrock der Wächter von Baradin
752,Wappenrock von Krom'gar
753,Erhabener Gildenwappenrock
755,"Erste Person des Realms, die eine Fertigkeit von 450 im Angeln erreicht hat."
756,Fertigkeit auf 450
758,Quests abgeschlossen
759,Tägliche Quests
760,Quests insgesamt
762,Kreaturen getötet
763,Bestien
764,Elementare
765,Humanoid
766,Mechanisch
767,Untot
768,Nicht klassifizierte
769,Totems
770,Dämonen
771,Drachkin
772,Riesen
774,Kleintiere getötet
775,Kleintiere getötet
777,Tode durch Erschöpfung
778,Tode durch Erschöpfung
780,Streut eine Handvoll Rosenblüten auf jede unten aufgelistete Volks-/Klassenkombination.
781,Trollischer Schurke
782,Orcischer Todesritter
783,Nachtelfischer Priester
784,Orcischer Schamane
785,Taurischer Druide
786,Untoter Krieger
787,Gnomischer Hexenmeister
788,Menschlicher Todesritter
789,Blutelfenmagier
790,Zwergischer Jäger
791,Draeneiischer Paladin
793,Meister der Lehren der Scherbenwelt
794,Schatten des Verräters
795,
796,Auf schmalem Grat
797,In den Nether
798,Mysterien der Marschen
799,
800,Terror in Terokkar
802,Höchste Lederverarbeitungsfertigkeit
803,Lederverarbeitungsfertigkeit
805,Quests abgebrochen
806,Quests abgebrochen
808,Kämpfe in der Arena des Schergrats
809,Kämpfe in der Arena des Schergrats
811,Bezwingt Charlga Klingenflanke.
812,Charlga Klingenflanke
813,Eine unheilige Allianz
814,Ein schreckliches Schicksal
815,Die Greisin des Krals
817,Bezwingt Amnennar den Kältebringer.
820,Amnennar der Kältebringer
822,Bezwingt Archaedas.
823,Archaedas
824,Die Platinscheiben
825,Findet die Edelsteine und die Kraftquelle
826,Restaurierung der Halskette
828,Bezwingt Häuptling Ukorz Sandskalp.
829,Häuptling Ukorz Sandskalp
831,Bezwingt Prinzessin Theradras.
832,Prinzessin Theradras
833,Verderbnis von Erde und Samenkorn
834,Verderbnis von Erde und Samenkorn
836,Siege im Ring der Prüfung
837,Siege im Ring der Prüfung
839,Siege über Cyanigosa (Heroisch: Violette Festung)
840,Cyanigosa
842,"Erhaltet ein Braufestreittier, oder verwandelt Euer Reittier in eines, indem Ihr Braufesthopfen verwendet."
843,
844,Braufestkodo
845,
846,Braufestwidder
847,
848,
849,Schneller Braufestwidder
850,Großer Braufestkodo
852,Tode durch Vanndar Sturmlanze
853,Von Vanndar Sturmlanze getötet
855,Werft während des Winterhauchfests einen Schneeball auf Muradin Bronzebart.
856,
857,
858,
860,Angelt 250 Gegenstände oder Fische.
861,Fangt 250 Fische
863,"Schließt die unten aufgelisteten heroischen ""Burning Crusade""-Dungeonerfolge ab."
864,Heroisch: Mechanar
865,Heroisch: Botanika
866,Heroisch: Terrasse der Magister
867,Heroisch: Auchenaikrypta
868,Heroisch: Managruft
869,Heroisch: Zerschmetterte Hallen
870,Heroisch: Arkatraz
871,Heroisch: Höllenfeuerbollwerk
872,Heroisch: Öffnung des Dunklen Portals
873,Heroisch: Dampfkammer
874,Heroisch: Schattenlabyrinth
875,Heroisch: Blutkessel
876,Heroisch: Sklavenunterkünfte
877,Heroisch: Tiefensumpf
878,Heroisch: Flucht aus Durnholde
879,Heroisch: Sethekkhallen
881,Gewinnt im Arathibecken mit einer Wertung von 1.600 zu 0.
882,Arathibecken dichtgemacht
884,25-Spieler-Schlachtzügen beigetreten
885,25-Spieler-Schlachtzüge durchgeführt
887,Bezwingt Onyxia im 10-Spieler-Modus.
888,Onyxia
890,Bezwingt Onyxia im 25-Spieler-Modus.
891,Onyxia
893,Für Post ausgegebenes Gold
894,Für Post ausgegebenes Gold
896,Bezwingt die Bosse von Azjol-Nerub auf dem Schwierigkeitsgrad 'Heroisch'.
897,Krik'thir der Torwächter
898,Hadronox
899,Anub'arak
901,Bezwingt die Bosse in den Hallen des Steins.
902,Maid der Trauer
903,Krystallus
904,Sjonnir der Eisenformer
905,Das Tribunal der Zeitalter
910,
911,Beth'tilac
912,Beth'tilac
914,Erringt 30 ehrenhafte Siege in einer einzigen Schlacht auf einem beliebigen Schlachtfeld.
915,30 ehrenhafte Siege in der Kriegshymnenschlucht
916,30 ehrenhafte Siege im Arathibecken
917,30 ehrenhafte Siege im Auge des Sturms
918,30 ehrenhafte Siege im Alteractal
919,30 ehrenvolle Siege auf der Insel der Eroberung
921,Benutzte Magierportale
922,Portal nach Dalaran
923,Portal zur Exodar
924,Portal nach Shattrath
925,Portal nach Eisenschmiede
926,Portal nach Silbermond
927,Portal nach Steinard
928,Portal nach Sturmwind
929,Portal nach Theramore
930,Portal nach Donnerfels
931,Portal nach Unterstadt
932,Portal nach Darnassus
933,Portal nach Shattrath
934,Portal nach Orgrimmar
936,Bezwingt den Kriegshäuptling Kargath Messerfaust auf dem Schwierigkeitsgrad 'Heroisch'.
937,Gefangene der Zitadelle
938,Die Prüfung der Naaru: Erbarmen
939,Kriegshäuptling Kargath Messerfaust
940,Gefangene der Zitadelle
942,Erreicht Stufe 40.
943,Erreicht Stufe 40
945,Kämpfe im Ring der Prüfung
946,Kämpfe im Ring der Prüfung
948,Erhaltet 50 Münzen der Urahnen.
949,Erhaltet 50 Münzen der Urahnen
951,Bezwingt Saphiron in Naxxramas im 25-Spieler-Modus.
952,Saphiron
954,Bezwingt Kel'Thuzad in Naxxramas im 25-Spieler-Modus.
955,Kel'Thuzad
957,Bezwingt Omor den Narbenlosen.
958,Omor der Narbenlose
