ID,Description_lang,Reward_lang,Title_lang
102,Siege in den Ruinen von Lordaeron,,Siege in den Ruinen von Lordaeron
103,Kämpfe in der Arena des Schergrats,,Kämpfe in der Arena des Schergrats
104,Siege in der Arena des Schergrats,,Siege in der Arena des Schergrats
105,Siege in der Kriegshymnenschlucht,,Siege in der Kriegshymnenschlucht
107,Kreaturen getötet,,Kreaturen getötet
108,Kleintiere getötet,,Kleintiere getötet
110,Am häufigsten getöteter 5-Spieler-Boss in Wrath of the Lich King,,Am häufigsten getöteter 5-Spieler-Boss in Wrath of the Lich King
112,Tode durch Ertrinken,,Tode durch Ertrinken
113,Tode durch Erschöpfung,,Tode durch Erschöpfung
114,Tode durch Stürze,,Tode durch Stürze
115,Tode durch Feuer und Lava,,Tode durch Feuer und Lava
116,Erlangt 150 Fertigkeitspunkte in einem klassischen Beruf.,,Handwerksgeselle
121,Erlangt 150 Fertigkeitspunkte in der klassischen Kochkunst.,,Kochgeselle
122,Erlangt 225 Fertigkeitspunkte in der klassischen Kochkunst.,,Expertenkoch
123,Erlangt 300 Fertigkeitspunkte in der klassischen Kochkunst.,,Klassischer Koch
124,Erlangt 75 Fertigkeitspunkte in der Kochkunst der Scherbenwelt.,,Scherbenweltkoch
125,Erlangt 75 Fertigkeitspunkte in der Kochkunst von Nordend.,,Nordendkoch
126,Erlangt 150 Fertigkeitspunkte im klassischen Angeln.,,Anglergeselle
127,Erlangt 225 Fertigkeitspunkte im klassischen Angeln.,,Expertenangler
128,Erlangt 300 Fertigkeitspunkte im klassischen Angeln.,,Anglerfachmann
129,Erlangt 75 Fertigkeitspunkte im Angeln der Scherbenwelt.,,Angler der Scherbenwelt
130,Erlangt 75 Fertigkeitspunkte im Angeln von Nordend.,,Angler von Nordend
131,Erlangt 150 Fertigkeitspunkte in Erster Hilfe.,,Geselle in Erster Hilfe
132,Erlangt 225 Fertigkeitspunkte in Erster Hilfe.,,Experte in Erster Hilfe
133,Erlangt 300 Fertigkeitspunkte in Erster Hilfe.,,Fachmann in Erster Hilfe
134,Erlangt 375 Fertigkeitspunkte in Erster Hilfe.,,Meister der Ersten Hilfe
135,Erlangt 450 Fertigkeitspunkte in Erster Hilfe.,,Großmeister der Ersten Hilfe
137,Stellt 500 schwere Froststoffverbände her.,,Vorrat aufstocken
141,Verbindet einen Spieler bei einer Gesundheit von weniger als 5% mit einem schweren Froststoffverband oder jeglichem Glutseiden- oder Windwollverband.,,Ultimative Triage
144,Angelt das Grauen aus der Tiefe in der Höhle des Schlangenschreins.,,Das Grauen aus der Tiefe
150,Bekommt etwas in Orgrimmar und Sturmwind an den Haken.,,Der angelnde Diplomat
153,Angelt erfolgreich in einem Schwarm.,,Der alte Gnom und das Meer
154,Gewinnt im Arathibecken.,,Sieg im Arathibecken
155,Erringt 100 Siege im Arathibecken.,,Veteran des Arathibeckens
156,"Gewinnt 10 Schlachten im Arathibecken, während Ihr 5 Flaggen kontrolliert.",,Territoriale Vorherrschaft
157,"Eilt im Arathibecken 50-mal zur Verteidigung einer Basis, indem Ihr die Flagge zurückerobert.",,Rettungseinsatz!
158,Erobert 50 Flaggen im Arathibecken.,,Flaggenjagd
159,Gewinnt im Arathibecken in 6 Minuten.,,Auf die Schnelle
161,Übersteht einen Ressourcennachteil von 500 in einem Kampf im Arathibecken und erringt den Sieg.,,Zäher Sieg
162,Gewinnt im Arathibecken mit einem Vorsprung von 50 Punkten oder weniger.,,War doch kinderleicht *hust*
165,Gewinnt im Arathibecken mit einer Wertung von 1.600 zu 0.,,Arathibecken-Perfektion
166,Gewinnt in der Kriegshymnenschlucht.,,Sieg in der Kriegshymnenschlucht
167,Erringt 100 Siege in der Kriegshymnenschlucht.,,Veteran der Kriegshymnenschlucht
168,Gewinnt die Kriegshymnenschlucht mit einem Ergebnis von 3:0.,,Kriegshymnenperfektion
178,Erlernte Verzauberungsformeln,,Erlernte Verzauberungsformeln
181,Entzauberte Gegenstände,,Entzauberte Gegenstände
183,Durch Entzaubern produzierte Materialien,,Durch Entzaubern produzierte Materialien
199,Ergreift und erobert persönlich die Flagge in der Kriegshymnenschlucht.,,Erobert die Flagge
200,Bringt als Verteidiger in der Kriegshymnenschlucht 50 Flaggen zurück.,,Hartnäckiger Verteidiger
201,Gewinnt in der Kriegshymnenschlucht in weniger als 7 Minuten.,,Motivation der Kriegshymne
202,Ergreift und erobert die Flagge in weniger als 75 Sekunden.,,Schnelle Flagge
203,"Tötet in einer einzigen Schlacht in der Kriegshymnenschlucht 2 Flaggenträger, bevor sie den Flaggenraum der Silberschwingen verlassen.",,Nicht in meinem Haus
204,"Ergreift und erobert in einer einzigen Schlacht in der Kriegshymnenschlucht die Flagge 3-mal, ohne zu sterben.",,Aus Stahl
206,Tötet 100 Flaggenträger in der Kriegshymnenschlucht.,,Überragender Verteidiger
207,"Tötet den Gegner, der Eure Flagge in den Flaggenraum des gegnerischen Teams trägt, während sich die Flagge des gegnerischen Teams unter ihrer Kontrolle in ihrer Basis befindet.",,Rettet den Tag
208,Gewinnt im Auge des Sturms.,,Sieg im Auge des Sturms
209,Erringt 100 Siege im Auge des Sturms.,,Veteran im Auge des Sturms
211,"Nehmt persönlich die Flagge in Besitz und erobert sie, während Euer Team 4 Basen im Auge des Sturms hält.",,Stürmischer Ruhm
212,Ergreift und erobert persönlich die Flagge im Auge des Sturms.,,Sturmeroberer
213,Tötet 5 Flaggenträger in einem einzigen Auge des Sturms.,,Sturmsoldat
214,Gewinnt im Auge des Sturms in weniger als 6 Minuten.,,Der Sturm
216,"Erobert in einem einzigen Kampf im Auge des Sturms die Flagge 3-mal, ohne zu sterben.",,Für den Ruhm
218,Gewinnt im Alteractal.,,Sieg im Alteractal
219,Erringt 100 Siege im Alteractal.,,Veteran des Alteractals
220,Gewinnt im Alteractal ohne einen Turm oder Hauptmann zu verlieren. Ihr müsst auch sämtliche Türme der Horde kontrollieren.,,Sturmlanzenperfektion
221,Nehmt 50 Friedhöfe im Alteractal ein.,,Alterac-Grabjäger
222,Verteidigt 50 Türme im Alteractal.,,Turmverteidigung
223,"Tötet einen Gegner auf dem Feld des Kampfes im Alteractal, bevor er absteigt.",,Die kranke Gazelle
224,Tötet im Alteractal 50 gegnerische Spieler in der Halle der Frostwölfe.,,Loyaler Verteidiger
225,"Gewinnt im Alteractal, während Euer Team beide Minen kontrolliert.",,Alles zählt
226,Gewinnt im Alteractal innerhalb von 6 Minuten.,,Der Alteracblitz
227,Verursacht in einer einzigen Schlacht auf einem beliebigen Schlachtfeld 300.000 Schaden oder Heilung. Muss einen Spieler als Ziel haben.,,Schadenskontrolle
229,Erringt 30 ehrenhafte Siege in einer einzigen Schlacht auf einem beliebigen Schlachtfeld.,,Todesengel
230,Schließt die unten aufgelisteten Schlachtfelderfolge ab.,Bonustitel: Kampfmeister(in),Kampfmeister
231,"Erringt 20 Todesstöße in einer einzigen Schlacht auf einem beliebigen Schlachtfeld, ohne selbst zu sterben.",,Abrisskugel
233,"Erringt einen Todesstoß, während Ihr im Auge des Sturms unter dem Stärkungszauber Berserker steht.",,Blutrünstiger Berserker
238,Erringt einen ehrenhaften Sieg.,,Ein ehrenhafter Sieg
239,Erringt 25.000 ehrenhafte Siege.,,25.000 ehrenhafte Siege
245,Erringt einen ehrenhaften Sieg gegen einen Vertreter jeder Klasse.,,Klasse & Stil
246,Erringt einen ehrenhaften Todesstoß gegen jedes Hordenvolk.,,Kenne deinen Feind
247,"Umarmt (/umarmen) einen toten Gegner, bevor der Geist freigelassen wird.",,"Make Love, Not Warcraft"
248,"Findet das weiße Smokinghemd und die schwarze Smokinghose, indem Ihr die bunt gefärbten Eier während des Nobelgartenfests öffnet.",,Smoking und Häschen
249,"Entdeckt ein elegantes Kleid, indem Ihr die bunt gefärbten Eier während des Nobelgartenfests öffnet.",,Dem Anlass entsprechend gekleidet
252,Erringt 50 ehrenhafte Siege als kleiner Helfer der Winterwundervolt-Maschine.,,Kleiner Helfer in der Not
255,Tötet den kopflosen Reiter.,,"Bringt mir den Kopf von... oh, wartet mal"
259,Werft während des Winterhauchfests einen Schneeball auf Baine Bluthuf.,,Mitten ins Gesicht
260,Stellt 12 hübsche Glücksbringerarmreife her.,,Glücksbringer
263,Tötet Ahune in den Sklavenunterkünften.,,Legt den Frostfürsten auf Eis
271,"Tanzt 60 Sekunden lang am Sonnenbaum, während Ihr das komplette Sonnenwendset tragt.",,Feuriger Sonnenbaumtanz
272,Jongliert in Dalaran 40 Fackeln in 15 Sekunden.,,Fackeljongleur
273,Rettet Metzen das Rentier.,,Auf Metzen!
275,"Erhaltet das Ei des Kolumbus, den schläfrigen Willy und das Elekkhalsband.",,Tierhüterveteran
277,Zieht Euch während des Winterhauchfests 3 Winterkleidungsstücke an und esst Graccus hausgemachte Früchtepastete.,,Alle Jahre wieder
279,Schließt die Quest zur Wiederbeschaffung von Kokelwälders gestohlenen Leckereien ab und erhaltet ein Dankeschön von Kokelwälder.,,Einfach grässlich
281,Erste-Hilfe-Fertigkeit,,Erste-Hilfe-Fertigkeit
283,Lasst Euch von den unten aufgelisteten Stäben der Verwandlung transformieren.,,Die Maskerade
284,Sammelt die 24 unten aufgelisteten einzigartigen Masken.,,Eine Maske für jede Gelegenheit
288,"Esst so viele Süßes Saures, dass Ihr Bauchschmerzen bekommt.",,Raus damit
289,Schließt eine der Quests zum Erretten eines Dorfes vor dem kopflosen Reiter ab.,,Held der Schlotternächte
291,"Benutzt gewichtige Kürbislaternen, um Kürbisköpfe auf jedes der unten aufgelisteten Völker zu setzen.",,Kopfschmuck
292,Erhaltet ein Gruselkürbis-Haustier und einen Gruselhelm über Beute oder Süßes Saures von Weltereignissen der Schlotternächte.,,Finstere Berufung
293,"Zieht Euch 3 Braufestkleidungsstücke an, sorgt dafür, dass Ihr sternhagelvoll seid, und tanzt in Dalaran.",,Öffentliche Ruhestörung
295,Tötet Coren Düsterbräu.,,Düsterbräufest
303,"Erhaltet ein Braufestreittier, oder verwandelt Euer Reittier in eines, indem Ihr Braufesthopfen verwendet.",,"Hab' ein Fass, jetzt will ich reisen"
306,Gewinnt den Angelwettbewerb in der Beutebucht.,,Meisterangler von Azeroth
318,,,Gesamtzahl der Tode durch die gegnerische Fraktion
319,Duelle gewonnen,,Duelle gewonnen
320,Duelle verloren,,Duelle verloren
326,Durch Questbelohnungen erhaltenes Gold,,Durch Questbelohnungen erhaltenes Gold
328,Erhaltenes Gold insgesamt,,Erhaltenes Gold insgesamt
329,Erstellte Auktionen,,Erstellte Auktionen
330,Auktionserwerbungen,,Auktionserwerbungen
331,Höchstes Gebot auf eine Auktion,,Höchstes Gebot auf eine Auktion
332,Teuerste verkaufte Auktion,,Teuerste verkaufte Auktion
333,Geplündertes Gold,,Geplündertes Gold
334,Die größte Menge jemals besessenen Goldes,,Die größte Menge jemals besessenen Goldes
338,Anzahl der besessenen Haustiere,,Anzahl der besessenen Haustiere
344,Angelegte Verbände,,Angelegte Verbände
345,Heiltränke verbraucht,,Heiltränke verbraucht
346,Getränke verbraucht,,Getränke verbraucht
347,Nahrung konsumiert,,Nahrung konsumiert
349,Bereiste Flugrouten,,Bereiste Flugrouten
350,Benutzte Magierportale,,Benutzte Magierportale
353,Anzahl der Nutzungen des Ruhesteins,,Anzahl der Nutzungen des Ruhesteins
362,5vs5-Siege,,5vs5-Siege
363,5vs5-Kämpfe,,5vs5-Kämpfe
364,3vs3-Siege,,3vs3-Siege
365,3vs3-Kämpfe,,3vs3-Kämpfe
366,2vs2-Siege,,2vs2-Siege
367,2vs2-Kämpfe,,2vs2-Kämpfe
370,,,Höchste persönliche Wertung im 2vs2
374,,,Höchste Teamwertung im 2vs2
381,Weltweite ehrenhafte Siege,,Weltweite ehrenhafte Siege
382,Ehrenhafte Siege auf Schlachtfeldern,,Ehrenhafte Siege auf Schlachtfeldern
383,Ehrenhafte Siege in Arenen,,Ehrenhafte Siege in Arenen
388,Erledigt 50 gegnerische Spieler in einer Eurer Heimatstädte.,,Stadtverteidiger
389,Plündert den Schmuck des Arenameisters in der Arena der Gurubashi.,,Meister der Gurubashiarena
393,Türme im Alteractal verteidigt,,Türme im Alteractal verteidigt
394,Im Alteractal eingenommene Türme,,Im Alteractal eingenommene Türme
395,In der Kriegshymnenschlucht eingenommene Flaggen,,In der Kriegshymnenschlucht eingenommene Flaggen
396,"Schließt die Quest von Störtebrecher ab, um den Schmuck des Arenagroßmeisters zu erhalten.",,Großmeister der Gurubashiarena
397,Gewinnt einen gewerteten Arenakampf.,,Die Arena betreten
398,Gewinnt 100 gewertete Arenakämpfe.,,Gnadenlos ehrgeizig
399,Erreicht eine persönliche Wertung von 1.550 in der 2vs2-Sparte der Arena.,,Nur wir Zwei: 1.550
400,Erreicht eine persönliche Wertung von 1.750 in der 2vs2-Sparte der Arena.,,Nur wir Zwei: 1.750
401,Erreicht eine persönliche Wertung von 2.000 in der 2vs2-Sparte der Arena.,,Nur wir Zwei: 2.000
402,Erreicht eine persönliche Wertung von 1.550 in der 3vs3-Sparte der Arena.,,Dreierbande: 1.550
403,Erreicht eine persönliche Wertung von 1.750 in der 3vs3-Sparte der Arena.,,Dreierbande: 1.750
404,Erreicht eine persönliche Wertung von 2.000 in der 5vs5-Sparte der Arena.,,Gib mir Fünf: 2.000
405,Erreicht eine persönliche Wertung von 2.000 in der 3vs3-Sparte der Arena.,,Dreierbande: 2.000
406,Erreicht eine persönliche Wertung von 1.550 in der 5vs5-Sparte der Arena.,,Gib mir Fünf: 1.550
407,Erreicht eine persönliche Wertung von 1.750 in der 5vs5-Sparte der Arena.,,Gib mir Fünf: 1.750
408,Gewinnt zehn gewertete Kämpfe in Folge.,,Siegesserie
409,Seid der einzige Überlebende am Ende eines gewerteten 5vs5-Kampfes.,,Da war es nur noch einer
411,"Stolzer Besitzer von Murky von der BlizzCon in Anaheim, Kalifornien (2005).",,Murky
412,"Stolzer Besitzer des Murlockostüms von der BlizzCon in Anaheim, Kalifornien (2007).",,Murlockostüm
414,"Stolzer Besitzer von Tyraels Schwertgriff vom World Wide Invitational in Paris, Frankreich (2008).",,Tyraels Schwertgriff
415,Stolzer Besitzer des Großen Blizzardbären von der BlizzCon (2008).,,Großer Blizzardbär
416,Die Tore von Ahn'Qiraj geöffnet.,,Skarabäusfürst
418,Den Titel 'Erbarmungsloser Gladiator' errungen.,,Erbarmungsloser Gladiator
419,Den Titel 'Rachsüchtiger Gladiator' errungen.,,Rachsüchtiger Gladiator
420,Den Titel 'Brutaler Gladiator' errungen.,,Brutaler Gladiator
424,Erhaltet einen roten Qirajiresonanzkristall.,,Warum? Weil er rot ist!
425,"Träger von Atiesh, Hohestab des Wächters.",,"Atiesh, Hohestab des Wächters"
426,Träger eines Sets der Kriegsgleven von Azzinoth.,,Kriegsgleven von Azzinoth
428,"Träger von Donnerzorn, Gesegnete Klinge des Windsuchers.",,"Donnerzorn, Gesegnete Klinge des Windsuchers"
429,"Träger von Sulfuras, Hand von Ragnaros.",,"Sulfuras, Hand von Ragnaros"
430,Besitzer des Kriegsbären der Amani.,,Kriegsbär der Amani
431,"Den Titel ""Hand von A'dal"" erhalten.",,Hand von A'dal
432,"Den Titel ""Champion der Naaru"" erhalten.",,Champion der Naaru
433,"Den Titel ""Großmarschall"" auf Stufe 60 erhalten.",,Großmarschall
434,"Den Titel ""Feldmarschall"" auf Stufe 60 erhalten.",,Feldmarschall
435,"Den Titel ""Rittmeister(in)"" auf Stufe 60 erhalten.",,Rittmeister
436,"Den Titel ""Feldkommandant(in)"" auf Stufe 60 erhalten.",,Feldkommandant
437,"Den Titel ""Ritter der Allianz"" auf Stufe 60 erhalten.",,Ritter der Allianz
438,"Den Titel ""Kürassier"" auf Stufe 60 erhalten.",,Kürassier
439,"Den Titel ""Leutnant"" auf Stufe 60 erhalten.",,Leutnant
440,"Den Titel ""Fähnrich"" auf Stufe 60 erhalten.",,Fähnrich
441,"Den Titel ""Feldwebel"" auf Stufe 60 erhalten.",,Feldwebel
442,"Den Titel ""Gefreite(r)"" auf Stufe 60 erhalten.",,Gefreiter
443,"Den Titel ""Oberste(r) Kriegsfürst(in)"" auf Stufe 60 erhalten.",,Oberster Kriegsfürst
444,"Den Titel ""Sturmreiter(in)"" auf Stufe 60 erhalten.",,Sturmreiter
445,"Den Titel ""Kriegsfürst(in)"" auf Stufe 60 erhalten.",,Kriegsfürst
446,"Den Titel ""Kriegsherr(in)"" auf Stufe 60 erhalten.",,Kriegsherr
447,"Den Titel ""Feldherr(in)"" auf Stufe 60 erhalten.",,Feldherr
448,"Den Titel ""Klinge der Horde"" auf Stufe 60 erhalten.",,Klinge der Horde
449,"Den Titel ""Blutgardist(in)"" auf Stufe 60 erhalten.",,Blutgardist
450,"Den Titel ""Schlachtrufer(in)"" auf Stufe 60 erhalten.",,Schlachtrufer
451,"Den Titel ""Steingardist(in)"" auf Stufe 60 erhalten.",,Steingardist
452,"Den Titel ""Rottenmeister(in)"" auf Stufe 60 erhalten.",,Rottenmeister
453,"Den Titel ""Waffenträger(in)"" auf Stufe 60 erhalten.",,Waffenträger
454,"Den Titel ""Späher(in)"" auf Stufe 60 erhalten.",,Späher
456,An der ersten Vernichtung von Sartharion dem Onyxwächter im 25-Spieler-Modus auf dem Realm teilgenommen.,Bonustitel: Obsidianvernichter(in),Erster Obsidianvernichter des Realms!
457,"Erste Person des Realms, die Stufe 80 erreicht hat.",,Erster Stufe-80-Charakter des Realms!
458,"Erster Schurke des Realms, der Stufe 80 erreicht hat.",,Erster Stufe-80-Schurke des Realms!
459,"Erster Krieger des Realms, der Stufe 80 erreicht hat.",,Erster Stufe-80-Krieger des Realms!
460,"Erster Magier des Realms, der Stufe 80 erreicht hat.",,Erster Stufe-80-Magier des Realms!
461,"Erster Todesritter des Realms, der Stufe 80 erreicht hat.",,Erster Stufe-80-Todesritter des Realms!
462,"Erster Jäger des Realms, der Stufe 80 erreicht hat.",,Erster Stufe-80-Jäger des Realms!
463,"Erster Hexenmeister des Realms, der Stufe 80 erreicht hat.",,Erster Stufe-80-Hexenmeister des Realms!
464,"Erster Priester des Realms, der Stufe 80 erreicht hat.",,Erster Stufe-80-Priester des Realms!
465,"Erster Paladin des Realms, der Stufe 80 erreicht hat.",,Erster Stufe-80-Paladin des Realms!
466,"Erster Druide des Realms, der Stufe 80 erreicht hat.",,Erster Stufe-80-Druide des Realms!
467,"Erster Schamane des Realms, der Stufe 80 erreicht hat.",,Erster Stufe-80-Schamane des Realms!
468,"Den Titel ""Grunzer(in)"" auf Stufe 60 erhalten.",,Grunzer
469,"Den Titel ""Zornbringer(in)"" auf Stufe 60 erhalten.",,Zornbringer
470,"Den Titel ""Fußknecht"" auf Stufe 60 erhalten.",,Fußknecht
471,"Den Titel ""Landsknecht"" auf Stufe 60 erhalten.",,Landsknecht
472,"Den Titel ""Hauptmann"" auf Stufe 60 erhalten.",,Hauptmann
473,"Den Titel ""Marschall"" auf Stufe 60 erhalten.",,Marschall
477,Bezwingt die Bosse der Burg Utgarde.,,Burg Utgarde
478,Bezwingt die Bosse des Nexus.,,Der Nexus
479,Bezwingt die Bosse in den Höhlen der Zeit: Stratholme.,,Das Ausmerzen von Stratholme
480,Bezwingt die Bosse in Azjol-Nerub.,,Azjol-Nerub
481,Bezwingt die Bosse in Ahn'kahet: Das Alte Königreich.,,Ahn'kahet: Das Alte Königreich
482,Bezwingt die Bosse in der Feste Drak'Tharon.,,Feste Drak'Tharon
483,Bezwingt Cyanigosa in der Violetten Festung.,,Die Violette Festung
484,Bezwingt die Bosse in Gundrak.,,Gundrak
485,Bezwingt die Bosse in den Hallen des Steins.,,Hallen des Steins
486,Bezwingt die Bosse in den Hallen der Blitze.,,Die Hallen der Blitze
487,Bezwingt die Bosse im Oculus.,,Das Oculus
488,Bezwingt die Bosse in Turm Utgarde.,,Turm Utgarde
489,Bezwingt die Bosse in Burg Utgarde auf dem Schwierigkeitsgrad 'Heroisch'.,,Heroisch: Burg Utgarde
490,Bezwingt die Nexusbosse auf dem Schwierigkeitsgrad 'Heroisch'.,,Heroisch: Der Nexus
491,Bezwingt die Bosse von Azjol-Nerub auf dem Schwierigkeitsgrad 'Heroisch'.,,Heroisch: Azjol-Nerub
492,Bezwingt die Bosse von Ahn'kahet: Das Alte Königreich auf dem Schwierigkeitsgrad 'Heroisch'.,,Heroisch: Ahn'kahet: Das Alte Königreich
493,Bezwingt die Bosse der Feste Drak'Tharon auf dem Schwierigkeitsgrad 'Heroisch'.,,Heroisch: Feste Drak'Tharon
494,Bezwingt Cyanigosa in der Violetten Festung auf dem Schwierigkeitsgrad 'Heroisch'.,,Heroisch: Die Violette Festung
495,Bezwingt die Bosse in Gundrak auf dem Schwierigkeitsgrad 'Heroisch'.,,Heroisch: Gundrak
496,Bezwingt die Bosse der Hallen des Steins auf dem Schwierigkeitsgrad 'Heroisch'.,,Heroisch: Hallen des Steins
497,Bezwingt die Bosse der Hallen der Blitze auf dem Schwierigkeitsgrad 'Heroisch'.,,Heroisch: Hallen der Blitze
498,Bezwingt die Bosse des Oculus auf dem Schwierigkeitsgrad 'Heroisch'.,,Heroisch: Das Oculus
499,Bezwingt die Bosse im Turm Utgarde auf dem Schwierigkeitsgrad 'Heroisch'.,,Heroisch: Turm Utgarde
500,Bezwingt die Stratholme-Bosse in den Höhlen der Zeit auf dem Schwierigkeitsgrad 'Heroisch'.,,Heroisch: Das Ausmerzen von Stratholme
503,Schließt 50 Quests ab.,,50 Quests abgeschlossen
504,Schließt 100 Quests ab.,,100 Quests abgeschlossen
505,Schließt 250 Quests ab.,,250 Quests abgeschlossen
506,Schließt 500 Quests ab.,,500 Quests abgeschlossen
507,Schließt 1.000 Quests ab.,,1.000 Quests abgeschlossen
508,Schließt 1.500 Quests ab.,,1.500 Quests abgeschlossen
509,Erringt 10.000 ehrenhafte Siege.,,10.000 ehrenhafte Siege
512,Erringt 5.000 ehrenhafte Siege.,,5.000 ehrenhafte Siege
513,Erringt 100 ehrenhafte Siege.,,100 ehrenhafte Siege
515,Erringt 500 ehrenhafte Siege.,,500 ehrenhafte Siege
516,Erringt 1.000 ehrenhafte Siege.,,1.000 ehrenhafte Siege
518,Erreicht bei 30 Fraktionen einen ehrfürchtigen Ruf.,,30 ehrfürchtige Fraktionen
519,Erreicht bei 25 Fraktionen einen ehrfürchtigen Ruf.,,25 ehrfürchtige Fraktionen
520,Erreicht bei 20 Fraktionen einen ehrfürchtigen Ruf.,,20 ehrfürchtige Fraktionen
521,Erreicht bei 15 Fraktionen einen ehrfürchtigen Ruf.,,15 ehrfürchtige Fraktionen
522,Erreicht einen ehrfürchtigen Ruf.,,Jemand mag mich!
523,Erreicht bei 5 Fraktionen einen ehrfürchtigen Ruf.,,5 ehrfürchtige Fraktionen
524,Erreicht bei 10 Fraktionen einen ehrfürchtigen Ruf.,,10 ehrfürchtige Fraktionen
545,Besucht einen Barbier und verändert Euer Aussehen.,,Rasur und Haarschnitt
546,Kauft 7 zusätzliche Bankplätze.,,Sicher angelegt
547,Schließt die Quests in Drachenöde bis hin zu und inklusive der 'Rückkehr nach Angrathar' ab.,,Veteran der Pforte des Zorns
556,"Legt an jedem Platz einen epischen Gegenstand an, der eine Mindeststufe von 213 hat (vor der Veröffentlichung von Battle for Azeroth).",,Episch
557,"Legt in jedem Platz einen Gegenstand von überragender Qualität an, der eine Mindeststufe von 187 hat (vor der Veröffentlichung von Battle for Azeroth).",,Überragend
558,"Gewinnt einen Wurf für Gier bei einem Gegenstand überragender Qualität oder einem besseren Gegenstand mit einer höheren Stufe als 185, indem Ihr eine 100 würfelt.",,Habgierig
559,"Gewinnt einen Wurf für Bedarf für einen überlegenen oder besseren Gegenstand mit einer Stufe über 185, indem Ihr eine 100 würfelt.",,Bedürftig
560,Angelt Euch Gahz'ranka in Zul'Gurub mithilfe des Matschstinkerköders.,,Der tödlichste Fang
561,"Wahret den Glauben an die Leitsätze D.E.H.T.A.s, indem Ihr alle Quests bis hin zu und inklusive 'Die Ermordung von Harold Fährten' abschließt.",,D.E.H.T.A.s kleines Ärgernis
562,Bezwingt die Bosse im Arachnidenviertel von Naxxramas im 10-Spieler-Modus.,,Das Arachnidenviertel (10 Spieler)
563,Bezwingt die Bosse im Arachnidenviertel von Naxxramas im 25-Spieler-Modus.,,Das Arachnidenviertel (25 Spieler)
