ID,Description_lang,Reward_lang,Title_lang
231,Get 20 killing blows without dying in a single battle in any battleground.,,Wrecking Ball
233,Get a killing blow while under the effects of the berserker buff in Eye of the Storm.,,Bloodthirsty Berserker
238,Achieve an honorable kill.,,An Honorable Kill
239,Get 25000 honorable kills.,,25000 Honorable Kills
245,"Get an honorable, killing blow on one of each class.",,That Takes Class
246,"Get an honorable, killing blow against all Horde races.",,Know Thy Enemy
247,Emote /hug on a dead enemy before they release corpse.,,"Make Love, Not Warcraft"
248,Discover the White Tuxedo Shirt and Black Tuxedo Pants by opening Brightly Colored Eggs during the Noblegarden celebration.,,Sunday's Finest
249,Discover an Elegant Dress by opening Brightly Colored Eggs during the Noblegarden celebration.,,Dressed for the Occasion
252,Earn 50 honorable kills as a Little Helper from the Winter Wondervolt machine.,,With a Little Helper from My Friends
255,Kill the Headless Horseman.,,Bring Me The Head of... Oh Wait
259,Throw a snowball at Baine Bloodhoof during the Feast of Winter Veil.,,Scrooge
260,Create 12 Lovely Charm Bracelets.,,Charming
263,Slay Ahune in the Slave Pens.,,Ice the Frost Lord
271,Dance at the ribbon pole for 60 seconds while wearing completed Midsummer set.,,Burning Hot Pole Dance
272,Juggle 40 torches in 15 seconds in Dalaran.,,Torch Juggler
273,Save Metzen the Reindeer.,,On Metzen!
275,"Acquire Egbert's Egg, Sleepy Willy, and Elekk Training Collar.",,Veteran Nanny
277,"During the Feast of Winter Veil, wear 3 pieces of winter clothing and eat Graccu's Mince Meat Fruitcake.",,'Tis the Season
279,Complete the quest to retrieve Smokywood Pastures' stolen treats and receive a Smokywood Pastures' Thank You.,,Simply Abominable
281,First Aid skill,,First Aid skill
283,Get transformed by the Hallowed Wands listed below.,,The Masquerade
284,Collect the 24 unique Masks listed below.,,A Mask for All Occasions
288,Eat so many Tricky Treats that you get an upset tummy.,,Out With It
289,Complete one of the quests to save a village from the Headless Horseman.,,The Savior of Hallow's End
291,Use Weighted Jack-o'-Lanterns to put pumpkin heads on each of the races listed below.,,Check Your Head
292,Obtain a Sinister Squashling pet and Hallowed Helm through looting or Tricky Treats from the Hallow's end world events.,,Sinister Calling
293,"While wearing 3 pieces of Brewfest clothing, get completely smashed and dance in Dalaran.",,Disturbing the Peace
295,Kill Coren Direbrew.,,Direbrewfest
303,"Obtain a Brewfest mount, or transform yours into one using Brewfest Hops.",,"Have Keg, Will Travel"
306,Win the Booty Bay fishing contest.,,Master Angler of Azeroth
318,,,Total deaths from opposite faction
319,Duels won,,Duels won
320,Duels lost,,Duels lost
326,Gold from quest rewards,,Gold from quest rewards
328,Total gold acquired,,Total gold acquired
329,Auctions posted,,Auctions posted
330,Auction purchases,,Auction purchases
331,Most expensive bid on auction,,Most expensive bid on auction
332,Most expensive auction sold,,Most expensive auction sold
333,Gold looted,,Gold looted
334,Most gold ever owned,,Most gold ever owned
338,Vanity pets owned,,Vanity pets owned
344,Bandages used,,Bandages used
345,Health potions consumed,,Health potions consumed
346,Beverages consumed,,Beverages consumed
347,Food eaten,,Food eaten
349,Flight paths taken,,Flight paths taken
350,Mage Portals taken,,Mage Portals taken
353,Number of times hearthed,,Number of times hearthed
362,5v5 victories,,5v5 victories
363,5v5 matches,,5v5 matches
364,3v3 victories,,3v3 victories
365,3v3 matches,,3v3 matches
366,2v2 victories,,2v2 victories
367,2v2 matches,,2v2 matches
370,,,Highest 2v2 personal rating
374,,,Highest 2v2 team rating
381,World Honorable Kills,,World Honorable Kills
382,Battleground Honorable Kills,,Battleground Honorable Kills
383,Arena Honorable Kills,,Arena Honorable Kills
388,Kill 50 enemy players in any of your home cities.,,City Defender
389,Loot the Arena Master trinket from the Gurubashi Arena.,,Gurubashi Arena Master
393,Alterac Valley towers defended,,Alterac Valley towers defended
394,Alterac Valley towers captured,,Alterac Valley towers captured
395,Warsong Gulch flags captured,,Warsong Gulch flags captured
396,Complete Short John Mithril's quest to obtain the Arena Grand Master trinket.,,Gurubashi Arena Grand Master
397,Win a ranked arena match.,,Step Into The Arena
398,Win 100 ranked arena matches.,,Mercilessly Dedicated
399,Earn a 1550 personal rating in the 2v2 bracket of the arena.,,Just the Two of Us: 1550
400,Earn a 1750 personal rating in the 2v2 bracket of the arena.,,Just the Two of Us: 1750
401,Earn a 2000 personal rating in the 2v2 bracket of the arena.,,Just the Two of Us: 2000
402,Earn a 1550 personal rating in the 3v3 bracket of the arena.,,Three's Company: 1550
403,Earn a 1750 personal rating in the 3v3 bracket of the arena.,,Three's Company: 1750
404,Earn a 2000 personal rating in the 5v5 bracket of the arena.,,High Five: 2000
405,Earn a 2000 personal rating in the 3v3 bracket of the arena.,,Three's Company: 2000
406,Earn a 1550 personal rating in the 5v5 bracket of the arena.,,High Five: 1550
407,Earn a 1750 personal rating in the 5v5 bracket of the arena.,,High Five: 1750
408,Win ten ranked matches in a row.,,Hot Streak
409,Be the sole survivor at the end of a ranked 5v5 match.,,Last Man Standing
411,"Proud owner of Murky from the 2005 BlizzCon in Anaheim, California.",,Murky
412,"Proud owner of the Murloc Costume from the 2007 BlizzCon in Anaheim, California.",,Murloc Costume
414,"Proud owner of Tyrael's Hilt from the 2008 World Wide Invitational in Paris, France.",,Tyrael's Hilt
415,Proud owner of the Big Blizzard Bear from the 2008 BlizzCon.,,Big Blizzard Bear
416,Opened the gates of Ahn'Qiraj.,,Scarab Lord
418,Achieved Merciless Gladiator title.,,Merciless Gladiator
419,Achieved Vengeful Gladiator title.,,Vengeful Gladiator
420,Achieved Brutal Gladiator title.,,Brutal Gladiator
424,Obtain a Red Qiraji Resonating Crystal.,,Why? Because It's Red
425,"Wielder of Atiesh, Greatstaff of the Guardian.",,"Atiesh, Greatstaff of the Guardian"
426,Wielder of a set of Warglaives of Azzinoth.,,Warglaives of Azzinoth
428,"Wielder of Thunderfury, Blessed Blade of the Windseeker.",,"Thunderfury, Blessed Blade of the Windseeker"
429,"Wielder of Sulfuras, Hand of Ragnaros.",,"Sulfuras, Hand of Ragnaros"
430,Owner of Amani War Bear.,,Amani War Bear
431,"Earned the title, ""Hand of A'dal"".",,Hand of A'dal
432,"Earned the title, ""Champion of the Naaru"".",,Champion of the Naaru
433,"Earned the title, ""Grand Marshal"" at level 60.",,Grand Marshal
434,"Earned the title, ""Field Marshal"" at level 60.",,Field Marshal
435,"Earned the title, ""Commander"" at level 60.",,Commander
436,"Earned the title, ""Lieutenant Commander"" at level 60.",,Lieutenant Commander
437,"Earned the title, ""Knight-Champion"" at level 60.",,Knight-Champion
438,"Earned the title, ""Knight-Captain"" at level 60.",,Knight-Captain
439,"Earned the title, ""Knight"" at level 60.",,Knight
440,"Earned the title, ""Sergeant Major"" at level 60.",,Sergeant Major
441,"Earned the title, ""Master Sergeant"" at level 60.",,Master Sergeant
442,"Earned the title, ""Private"" at level 60.",,Private
443,"Earned the title, ""High Warlord"" at level 60.",,High Warlord
444,"Earned the title, ""Lieutenant General"" at level 60.",,Lieutenant General
445,"Earned the title, ""Warlord"" at level 60.",,Warlord
446,"Earned the title, ""General"" at level 60.",,General
447,"Earned the title, ""Champion"" at level 60.",,Champion
448,"Earned the title, ""Centurion"" at level 60.",,Centurion
449,"Earned the title, ""Blood Guard"" at level 60.",,Blood Guard
450,"Earned the title, ""Senior Sergeant"" at level 60.",,Senior Sergeant
451,"Earned the title, ""Stone Guard"" at level 60.",,Stone Guard
452,"Earned the title, ""First Sergeant"" at level 60.",,First Sergeant
453,"Earned the title, ""Sergeant"" at level 60.",,Sergeant
454,"Earned the title, ""Scout"" at level 60.",,Scout
456,Participated in the realm first defeat of Sartharion the Onyx Guardian in 25-player mode.,Title Reward: Obsidian Slayer,Realm First! Obsidian Slayer
457,First person on the realm to achieve level 80.,,Realm First! Level 80
458,First rogue on the realm to achieve level 80.,,Realm First! Level 80 Rogue
459,First warrior on the realm to achieve level 80.,,Realm First! Level 80 Warrior
460,First mage on the realm to achieve level 80.,,Realm First! Level 80 Mage
461,First death knight on the realm to achieve level 80.,,Realm First! Level 80 Death Knight
462,First hunter on the realm to achieve level 80.,,Realm First! Level 80 Hunter
463,First warlock on the realm to achieve level 80.,,Realm First! Level 80 Warlock
464,First priest on the realm to achieve level 80.,,Realm First! Level 80 Priest
465,First paladin on the realm to achieve level 80.,,Realm First! Level 80 Paladin
466,First druid on the realm to achieve level 80.,,Realm First! Level 80 Druid
467,First shaman on the realm to achieve level 80.,,Realm First! Level 80 Shaman
468,"Earned the title, ""Grunt"" at level 60.",,Grunt
469,"Earned the title, ""Legionnaire"" at level 60.",,Legionnaire
470,"Earned the title, ""Corporal"" at level 60.",,Corporal
471,"Earned the title, ""Sergeant"" at level 60.",,Sergeant
472,"Earned the title, ""Knight-Lieutenant"" at level 60.",,Knight-Lieutenant
473,"Earned the title, ""Marshal"" at level 60.",,Marshal
477,Defeat the bosses in Utgarde Keep.,,Utgarde Keep
478,Defeat the bosses in The Nexus.,,The Nexus
479,Defeat the bosses in Caverns of Time: Stratholme.,,The Culling of Stratholme
480,Defeat the bosses in Azjol-Nerub.,,Azjol-Nerub
481,Defeat the bosses in Ahn'kahet: The Old Kingdom.,,Ahn'kahet: The Old Kingdom
482,Defeat the bosses in Drak'Tharon Keep.,,Drak'Tharon Keep
483,Defeat Cyanigosa in The Violet Hold.,,The Violet Hold
484,Defeat the bosses in Gundrak.,,Gundrak
485,Defeat the boss encounters in Halls of Stone.,,Halls of Stone
486,Defeat the bosses in Halls of Lightning.,,Halls of Lightning
487,Defeat the bosses in The Oculus.,,The Oculus
488,Defeat the bosses in Utgarde Pinnacle.,,Utgarde Pinnacle
489,Defeat the Utgarde Keep bosses on Heroic Difficulty.,,Heroic: Utgarde Keep
490,Defeat The Nexus bosses on Heroic Difficulty.,,Heroic: The Nexus
491,Defeat the Azjol-Nerub bosses on Heroic Difficulty.,,Heroic: Azjol-Nerub
492,Defeat the Ahn'kahet: The Old Kingdom bosses on Heroic Difficulty.,,Heroic: Ahn'kahet: The Old Kingdom
493,Defeat the Drak'Tharon Keep bosses on Heroic Difficulty.,,Heroic: Drak'Tharon Keep
494,Defeat Cyanigosa in The Violet Hold on Heroic Difficulty.,,Heroic: The Violet Hold
495,Defeat the Gundrak bosses on Heroic Difficulty.,,Heroic: Gundrak
496,Defeat the boss encounters in the Halls of Stone on Heroic Difficulty.,,Heroic: Halls of Stone
497,Defeat the Halls of Lightning bosses on Heroic Difficulty.,,Heroic: Halls of Lightning
498,Defeat The Oculus bosses on Heroic Difficulty.,,Heroic: The Oculus
499,Defeat the Utgarde Pinnacle bosses on Heroic Difficulty.,,Heroic: Utgarde Pinnacle
500,Defeat the Caverns of Time: Stratholme bosses on Heroic Difficulty.,,Heroic: The Culling of Stratholme
503,Complete 50 quests.,,50 Quests Completed
504,Complete 100 quests.,,100 Quests Completed
505,Complete 250 quests.,,250 Quests Completed
506,Complete 500 quests.,,500 Quests Completed
507,Complete 1000 quests.,,1000 Quests Completed
508,Complete 1500 quests.,,1500 Quests Completed
509,Get 10000 honorable kills.,,10000 Honorable Kills
512,Get 5000 honorable kills.,,5000 Honorable Kills
513,Get 100 honorable kills.,,100 Honorable Kills
515,Get 500 honorable kills.,,500 Honorable Kills
516,Get 1000 honorable kills.,,1000 Honorable Kills
518,Raise 30 reputations to Exalted.,,30 Exalted Reputations
519,Raise 25 reputations to Exalted.,,25 Exalted Reputations
520,Raise 20 reputations to Exalted.,,20 Exalted Reputations
521,Raise 15 reputations to Exalted.,,15 Exalted Reputations
522,Raise a reputation to Exalted.,,Somebody Likes Me
523,Raise 5 reputations to Exalted.,,5 Exalted Reputations
524,Raise 10 reputations to Exalted.,,10 Exalted Reputations
545,Visit a Barber Shop and alter your appearance.,,Shave and a Haircut
546,Buy 7 additional bank slots.,,Safe Deposit
547,Complete the Dragonblight quests leading up to and including the Return to Angrathar.,,Veteran of the Wrathgate
556,Equip an epic item in every slot with a minimum item level of 213 (prior to Battle for Azeroth).,,Epic
557,Equip a superior item in every slot with a minimum item level of 187 (prior to Battle for Azeroth).,,Superior
558,Win a greed roll on a superior or better item above level 185 by rolling 100.,,Greedy
559,Win a need roll on a superior or better item above level 185 by rolling 100.,,Needy
560,Fish up Gahz'ranka in Zul'Gurub using the Mudskunk Lure.,,Deadliest Catch
561,Uphold D.E.H.T.A's beliefs by completing all of the quests up to and including the Assassination of Harold Lane.,,D.E.H.T.A's Little P.I.T.A.
562,Defeat the bosses of The Arachnid Quarter of Naxxramas in 10-player mode.,,The Arachnid Quarter (10 player)
563,Defeat the bosses of The Arachnid Quarter of Naxxramas in 25-player mode.,,The Arachnid Quarter (25 player)
564,Defeat the bosses of The Construct Quarter of Naxxramas in 10-player mode.,,The Construct Quarter (10 player)
565,Defeat the bosses of The Construct Quarter of Naxxramas in 25-player mode.,,The Construct Quarter (25 player)
566,Defeat the bosses of The Plague Quarter of Naxxramas in 10-player mode.,,The Plague Quarter (10 player)
567,Defeat the bosses of The Plague Quarter of Naxxramas in 25-player mode.,,The Plague Quarter (25 player)
568,Defeat the bosses of The Military Quarter of Naxxramas in 10 player mode.,,The Military Quarter (10 player)
569,Defeat the bosses of The Military Quarter of Naxxramas in 25-player mode.,,The Military Quarter (25 player)
572,Defeat Sapphiron in Naxxramas in 10-player mode.,,Sapphiron's Demise (10 player)
573,Defeat Sapphiron in Naxxramas in 25-player mode.,,Sapphiron's Demise (25 player)
574,Defeat Kel'Thuzad in Naxxramas in 10-player mode.,,Kel'Thuzad's Defeat (10 player)
575,Defeat Kel'Thuzad in Naxxramas in 25-player mode.,,Kel'Thuzad's Defeat (25 player)
576,Defeat every boss in Naxxramas in 10-player mode.,,The Fall of Naxxramas (10 player)
577,Defeat every boss in Naxxramas in 25-player mode.,,The Fall of Naxxramas (25 player)
578,Defeat the bosses of Naxxramas with less than 9 people in the zone in 10-player mode.,,The Dedicated Few (10 player)
579,Defeat the bosses of Naxxramas with less than 21 people in the zone in 25-player mode.,,The Dedicated Few (25 player)
582,"In a single Alterac Valley battle, assault a graveyard, defend a graveyard, assault a tower, defend a tower and slay someone in the Field of Strife.",,Alterac Valley All-Star
583,Assault and Defend 2 bases in a single Arathi Basin match.,,Arathi Basin All-Star
584,Get five honorable kills at each of the bases in a single Arathi Basin battle.,,Arathi Basin Assassin
585,Eye of the Storm flags captured,,Eye of the Storm flags captured
586,Warsong Gulch flags returned,,Warsong Gulch flags returned
587,"In a single Eye of the Storm battle, get 5 honorable kills at each of the bases.",,Stormy Assassin
588,Total Honorable Kills,,Total Honorable Kills
589,,,Highest 5v5 team rating
590,,,Highest 3v3 team rating
595,,,Highest 3v3 personal rating
596,,,Highest 5v5 personal rating
603,Kill 5 Alliance players in each of the cities listed below.,,Wrath of the Horde
604,Kill 5 Horde players in each of the cities listed below.,,Wrath of the Alliance
605,Receive a Coin of Ancestry.,,A Coin of Ancestry
606,Receive 5 Coins of Ancestry.,,5 Coins of Ancestry
607,Receive 10 Coins of Ancestry.,,10 Coins of Ancestry
608,Receive 25 Coins of Ancestry.,,25 Coins of Ancestry
609,Receive 50 Coins of Ancestry.,,50 Coins of Ancestry
610,Damage High Overlord Saurfang until he humors you by pretending to die.,,Orgrimmar Offensive
611,Kill Baine Bloodhoof.,,Bleeding Bloodhoof
612,Kill Lady Sylvanas Windrunner in Orgrimmar.,,Downing the Dark Lady
613,Kill Lor'themar Theron.,,Killed in Quel'Thalas
614,Slay the leaders of the Horde.,Reward: Black War Bear,For the Alliance!
615,Kill King Anduin Wrynn.,,Storming Stormwind
616,"Kill Representatives Moira Thaurissan, Muradin Bronzebeard and Falstad Wildhammer.",,Overthrow the Council
617,Kill High Priestess Tyrande Whisperwind.,,Immortal No More
618,Kill Prophet Velen.,,Putting Out the Light
619,Slay the leaders of the Alliance.,Reward: Black War Bear,For the Horde!
621,Collect a tabard slot appearance.,,Represent
622,Defeat Malygos in 10-player mode.,,The Spellweaver's Downfall (10 player)
623,Defeat Malygos in 25-player mode.,,The Spellweaver's Downfall (25 player)
624,Defeat Sartharion the Onyx Guardian and the Twilight Drakes with fewer than 9 players in 10-player mode.,,Less Is More (10 player)
625,Defeat Sartharion the Onyx Guardian in 25-player mode.,,Besting the Black Dragonflight (25 player)
626,Purchase a festive pant suit or festive dress with Coins of Ancestry.,,Lunar Festival Finery
627,"Explore Dun Morogh, revealing the covered areas of the world map.",,Explore Dun Morogh
628,"Defeat ""Captain"" Cookie.",,Deadmines
629,Defeat Lava Guard Gordoth.,,Ragefire Chasm
630,Defeat Mutanus the Devourer.,,Wailing Caverns
631,Defeat Lord Godfrey.,,Shadowfang Keep
632,Defeat Aku'mai.,,Blackfathom Deeps
633,Defeat Hogger.,,Stormwind Stockade
634,Defeat Mekgineer Thermaplugg.,,Gnomeregan
635,Defeat Charlga Razorflank.,,Razorfen Kraul
636,Defeat Amnennar the Coldbringer.,,Razorfen Downs
637,Defeat High Inquisitor Whitemane in Scarlet Monastery.,,Scarlet Monastery
638,Defeat Archaedas.,,Uldaman
639,Defeat Chief Ukorz Sandscalp.,,Zul'Farrak
640,Defeat Princess Theradras.,,Maraudon
641,Defeat Shade of Eranikus.,,Sunken Temple
642,Defeat Emperor Dagran Thaurissan.,,Blackrock Depths
643,Defeat Overlord Wyrmthalak.,,Lower Blackrock Spire
644,Defeat each wing of Dire Maul.,,King of Dire Maul
645,Defeat Darkmaster Gandling.,,Scholomance
646,Defeat the evil masterminds inhabiting Stratholme.,,Stratholme
647,Defeat Omor the Unscarred.,,Hellfire Ramparts
648,Defeat Keli'dan the Breaker.,,The Blood Furnace
649,Defeat Quagmirran.,,The Slave Pens
650,Defeat The Black Stalker.,,Underbog
651,Defeat Nexus-Prince Shaffar.,,Mana-Tombs
652,Defeat Epoch Hunter.,,The Escape From Durnholde
653,Defeat Talon King Ikiss.,,Sethekk Halls
654,Defeat Murmur.,,Shadow Labyrinth
655,Defeat Aeonus.,,Opening of the Dark Portal
656,Defeat Warlord Kalithresh.,,The Steamvault
657,Defeat Warchief Kargath Bladefist.,,The Shattered Halls
658,Defeat Pathaleon the Calculator.,,The Mechanar
659,Defeat Warp Splinter.,,The Botanica
660,Defeat Harbinger Skyriss.,,The Arcatraz
661,Defeat Kael'thas Sunstrider.,,Magister's Terrace
662,Owner of the World of Warcraft Collector's Edition Mini-Diablo pet.,,Collector's Edition: Mini-Diablo
663,Owner of the World of Warcraft Collector's Edition Panda pet.,,Collector's Edition: Panda
664,Owner of the World of Warcraft Collector's Edition Zergling pet.,,Collector's Edition: Zergling
665,Owner of the The Burning Crusade's Collector's Edition Netherwhelp pet.,,Collector's Edition: Netherwhelp
666,Defeat Exarch Maladaar.,,Auchenai Crypts
667,Defeat the leaders of Hellfire Ramparts on Heroic Difficulty.,,Heroic: Hellfire Ramparts
668,Defeat Keli'dan the Breaker on Heroic Difficulty.,,Heroic: The Blood Furnace
669,Defeat Quagmirran on Heroic Difficulty.,,Heroic: The Slave Pens
670,Defeat The Black Stalker on Heroic Difficulty.,,Heroic: Underbog
671,Defeat Nexus-Prince Shaffar on Heroic Difficulty.,,Heroic: Mana-Tombs
672,Defeat Exarch Maladaar on Heroic Difficulty.,,Heroic: Auchenai Crypts
673,Defeat Epoch Hunter on Heroic Difficulty.,,Heroic: The Escape From Durnholde
674,Defeat Talon King Ikiss on Heroic Difficulty.,,Heroic: Sethekk Halls
675,Defeat Murmur on Heroic Difficulty.,,Heroic: Shadow Labyrinth
676,Defeat Aeonus on Heroic Difficulty.,,Heroic: Opening of the Dark Portal
677,Defeat Warlord Kalithresh on Heroic Difficulty.,,Heroic: The Steamvault
678,Defeat Warchief Kargath Bladefist on Heroic Difficulty.,,Heroic: The Shattered Halls
679,Defeat Pathaleon the Calculator on Heroic Difficulty.,,Heroic: The Mechanar
680,Defeat Warp Splinter on Heroic Difficulty.,,Heroic: The Botanica
681,Defeat Harbinger Skyriss on Heroic Difficulty.,,Heroic: The Arcatraz
682,Defeat Kael'thas Sunstrider on Heroic Difficulty.,,Heroic: Magister's Terrace
683,Owner of the Wrath of the Lich King's Collector's Edition Frost Wyrm Whelp pet.,,Collector's Edition: Frost Wyrm Whelp
684,"Defeat the classic, level 60 version of Onyxia.",,Onyxia's Lair (Level 60)
685,Defeat Nefarian.,,Blackwing Lair
686,Defeat Ragnaros.,,Molten Core
687,Defeat C'Thun.,,Temple of Ahn'Qiraj
