ID,DisplayName_lang,HordeDisplayName_lang
2472,Forge de Draenor,
2473,Forge de Pandarie,
2474,Forge de Cataclysm,
2475,Forge du Norfendre,
2476,Forge d’Outreterre,
2477,Forge,
2478,Alchimie de Kul Tiras,Alchimie de Zandalar
2479,Alchimie de Legion,
2480,Alchimie de Draenor,
2481,Alchimie de Pandarie,
2482,Alchimie de Cataclysm,
2483,Alchimie du Norfendre,
2484,Alchimie d’Outreterre,
2485,Alchimie,
2486,Enchantement de Kul Tiras,Enchantement de Zandalar
2487,Enchantement de Legion,
2488,Enchantement de Draenor,
2489,Enchantement de Pandarie,
2491,Enchantement de Cataclysm,
2492,Enchantement du Norfendre,
2493,Enchantement d’Outreterre,
2494,Enchantement,
2499,Ingénierie de Kul Tiras,Ingénierie de Zandalar
2500,Ingénierie de Legion,
2501,Ingénierie de Draenor,
2502,Ingénierie de Pandarie,
2503,Ingénierie de Cataclysm,
2504,Ingénierie du Norfendre,
2505,Ingénierie d’Outreterre,
2506,Ingénierie,
2507,Calligraphie de Kul Tiras,Calligraphie de Zandalar
2508,Calligraphie de Legion,
2509,Calligraphie de Draenor,
2510,Calligraphie de Pandarie,
2511,Calligraphie de Cataclysm,
2512,Calligraphie du Norfendre,
2513,Calligraphie d’Outreterre,
2514,Calligraphie,
2517,Joaillerie de Kul Tiras,Joaillerie de Zandalar
2518,Joaillerie de Legion,
2519,Joaillerie de Draenor,
2520,Joaillerie de Pandarie,
2521,Joaillerie de Cataclysm,
2522,Joaillerie du Norfendre,
2523,Joaillerie d’Outreterre,
2524,Joaillerie,
2525,Travail du cuir de Kul Tiras,Travail du cuir de Zandalar
2526,Travail du cuir de Legion,
2527,Travail du cuir de Draenor,
2528,Travail du cuir de Pandarie,
2529,Travail du cuir de Cataclysm,
2530,Travail du cuir du Norfendre,
2531,Travail du cuir d’Outreterre,
2532,Travail du cuir,
2533,Couture de Kul Tiras,Couture de Zandalar
2534,Couture de Legion,
2535,Couture de Draenor,
2536,Couture de Pandarie,
2537,Couture de Cataclysm,
2538,Couture du Norfendre,
2539,Couture d’Outreterre,
2540,Couture,
2541,Cuisine de Kul Tiras,Cuisine de Zandalar
2542,Cuisine de Legion,
2543,Cuisine de Draenor,
2544,Cuisine de Pandarie,
2545,Cuisine de Cataclysm,
2546,Cuisine du Norfendre,
2547,Cuisine d’Outreterre,
2548,Cuisine,
2549,Herboristerie de Kul Tiras,Herboristerie de Zandalar
2550,Herboristerie de Legion,
2551,Herboristerie de Draenor,
2552,Herboristerie de Pandarie,
2553,Herboristerie de Cataclysm,
2554,Herboristerie du Norfendre,
2555,Herboristerie d’Outreterre,
2556,Herboristerie,
2557,Dépeçage de Kul Tiras,Dépeçage de Zandalar
2558,Dépeçage de Legion,
2559,Dépeçage de Draenor,
2560,Dépeçage de Pandarie,
2561,Dépeçage de Cataclysm,
2562,Dépeçage du Norfendre,
2563,Dépeçage d’Outreterre,
2564,Dépeçage,
2565,Minage de Kul Tiras,Minage de Zandalar
2566,Minage de Legion,
2567,Minage de Draenor,
2568,Minage de Pandarie,
2569,Minage de Cataclysm,
2570,Minage du Norfendre,
2571,Minage d’Outreterre,
2572,Minage,
2585,Pêche de Kul Tiras,Pêche de Zandalar
2586,Pêche de Legion,
2587,Pêche de Draenor,
2588,Pêche de Pandarie,
2589,Pêche de Cataclysm,
2590,Pêche du Norfendre,
2591,Pêche d’Outreterre,
2592,Pêche,
2597,Racial - Nain sombrefer,
2598,Racial - Orc mag’har,
2703,Familier - lézard,
2704,Familier - cheval,
2705,Familier - pterreurdactyle exotique,
2706,Familier - crapaud,
2707,Familier - carapide exotique,
2716,Deuxième familier - chasseur,
2719,Pet - Blood Beast,
2720,Bricolage de la casse,
2721,Racial - Troll zandalari,
2723,Racial - Kultirassien,
2727,Toutes les classes,
2730,Kyrians,
2731,Venthyrs,
2732,Faë nocturnes,
2733,Nécro-seigneurs,
2734,Équipement de monte,
2750,Alchimie d’Ombreterre,
2751,Forge d’Ombreterre,
2752,Cuisine d’Ombreterre,
2753,Enchantement d’Ombreterre,
2754,Pêche d’Ombreterre,
2755,Ingénierie d’Ombreterre,
2756,Calligraphie d’Ombreterre,
2757,Joaillerie d’Ombreterre,
2758,Travail du cuir d’Ombreterre,
2759,Couture d’Ombreterre,
2760,Herboristerie d’Ombreterre,
2761,Minage d’Ombreterre,
2762,Dépeçage d’Ombreterre,
2773,Racial - Nain sombrefer,
2774,Racial - Mécagnome,
2775,Racial - Vulpérin,
2776,Langue : vulpérin,
2777,Cryptogrammes d’âmes,
2787,Suture abominable,
2791,Artisanat de l’Ascension,
2805,Familier - mammouth,
2806,Familier - coursier,
2807,Familier - dromadaire,
2811,Travail des stygies,
2817,Langage : cryptogramme,
2819,Synthèse de protoforme,
