ID,Description_lang,Reward_lang,Title_lang
101,Incontri nell'Arena di Nagrand,,Incontri nell'Arena di Nagrand
102,Vittorie alle Rovine di Lordaeron,,Vittorie alle Rovine di Lordaeron
103,Incontri nell'Arena di Spinaguzza,,Incontri nell'Arena di Spinaguzza
104,Vittorie nell'Arena di Spinaguzza,,Vittorie nell'Arena di Spinaguzza
105,Vittorie nella Forra dei Cantaguerra,,Vittorie nella Forra dei Cantaguerra
107,Creature uccise,,Creature uccise
108,Animali uccisi,,Animali uccisi
110,Boss di Lich King da 5 giocatori ucciso più volte,,Boss di Lich King da 5 giocatori sconfitto più volte
112,Morti per annegamento,,Morti per annegamento
113,Morti per affaticamento,,Morti per affaticamento
114,Morti per cadute dall'alto,,Morti per cadute dall'alto
115,Morti per fiamme e lava,,Morti per fiamme e lava
116,Ottieni 150 punti competenza nella categoria Classica di una professione.,,Professionista Praticante
121,Ottieni 150 punti competenza nella Cucina Classica.,,Cuoco Praticante
122,Ottieni 225 punti competenza nella Cucina Classica.,,Cuoco Esperto
123,Ottieni 300 punti competenza nella Cucina Classica.,,Cuoco classico
124,Ottieni 75 punti competenza nella Cucina delle Terre Esterne.,,Cuoco delle Terre Esterne
125,Ottieni 75 punti competenza nella Cucina di Nordania.,,Cuoco di Nordania
126,Ottieni 150 punti competenza nella Pesca Classica.,,Pescatore Praticante
127,Ottieni 225 punti competenza nella Pesca Classica.,,Pescatore Esperto
128,Ottieni 300 punti competenza nella Pesca Classica.,,Pescatore Specialista
129,Ottieni 75 punti competenza nella Pesca delle Terre Esterne.,,Pescatore delle Terre Esterne
130,Ottieni 75 punti competenza nella Pesca di Nordania.,,Pescatore di Nordania
131,Ottieni 150 punti competenza in Primo Soccorso.,,Medico Praticante
132,Ottieni 225 punti competenza in Primo Soccorso.,,Medico Esperto
133,Ottieni 300 punti competenza in Primo Soccorso.,,Medico Specialista
134,Ottieni 375 punti competenza in Primo Soccorso.,,Maestro Medico
135,Ottieni 450 punti competenza in Primo Soccorso.,,Gran Maestro Medico
137,Crea 500 Bende Pesanti di Telafredda.,,Approvvigionamenti
141,Usa una Benda Pesante di Telafredda o una qualsiasi Benda di Telardente o Telaria per curare un giocatore con meno del 5% di salute.,,Codice rosso
144,Pesca il Mostro degli Abissi nella Caverna di Sacrespire.,,Pescatore mostruoso
150,Pesca qualcosa a Orgrimmar e Roccavento.,,Pescatore diplomatico
153,Pesca da un banco di pesci.,,Il vecchio gnomo e il mare
154,Vinci una battaglia nel Bacino d'Arathi.,,Vittoria nel Bacino d'Arathi
155,Conquista 100 vittorie nel Bacino d'Arathi.,,Veterano del Bacino d'Arathi
156,Vinci 10 volte nel Bacino d'Arathi mentre controlli tutte e 5 le bandiere.,,Dominio territoriale
157,Accorri in difesa di una base nel Bacino d'Arathi ricatturando la bandiera 50 volte.,,Arrivano i rinforzi!
158,Cattura 50 bandiere nel Bacino d'Arathi.,,Sbandieratore dedicato
159,Vinci una battaglia nel Bacino d'Arathi in 6 minuti.,,Diamoci un taglio
161,Recupera uno svantaggio di 500 risorse e vinci una battaglia nel Bacino d'Arathi.,,Potevo rimanere offeso
162,Vinci una battaglia nel Bacino d'Arathi con uno scarto di 50 punti o meno.,,Era tutto calcolato!
165,Vinci una battaglia nel Bacino d'Arathi con un punteggio di 1.600 a 0.,,Li abbiamo Arathi!
166,Vinci una battaglia nella Forra dei Cantaguerra.,,Vittoria nella Forra dei Cantaguerra
167,Conquista 100 vittorie nella Forra dei Cantaguerra.,,Veterano della Forra dei Cantaguerra
168,Vinci una battaglia nella Forra dei Cantaguerra con un punteggio di 3 a 0.,,Tripletta
178,Formule di Incantamento apprese,,Formule di Incantamento apprese
181,Oggetti disincantati,,Oggetti disincantati
183,Materiali prodotti disincantando,,Materiali prodotti disincantando
199,Cattura e consegna una bandiera nella Forra dei Cantaguerra.,,Cattura la bandiera
200,Riporta 50 bandiere come difensore nella Forra dei Cantaguerra.,,Difensore perseverante
201,Vinci una battaglia nella Forra dei Cantaguerra in meno di 7 minuti.,,Velocista
202,Cattura e consegna la bandiera in meno di 75 secondi.,,Fuori in 75 secondi
203,"In una singola battaglia nella Forra dei Cantaguerra, uccidi 2 portatori della bandiera prima che escano dalla Sala della Bandiera degli Alargentea.",,Questa è casa mia
204,"In una singola battaglia nella Forra dei Cantaguerra, cattura e consegna la bandiera 3 volte senza morire.",,Uomo d'acciaio
206,Uccidi 100 portatori della bandiera nella Forra dei Cantaguerra.,,Difensore supremo
207,"Uccidi un nemico che ha la tua bandiera nella sala della bandiera nemica, mentre la loro bandiera è al sicuro nella loro base.",,Sul filo del rasoio
208,Vinci una battaglia nell'Occhio del Ciclone.,,Vittoria nell'Occhio del Ciclone
209,Conquista 100 vittorie nell'Occhio del Ciclone.,,Veterano dell'Occhio del Ciclone
211,"Mentre la tua squadra controlla 4 basi nell'Occhio del Ciclone, cattura e consegna personalmente una bandiera.",,Gloria tempestosa
212,Cattura e consegna personalmente una bandiera nell'Occhio del Ciclone.,,Via col vento
213,Uccidi 5 portatori della bandiera in una singola battaglia nell'Occhio del Ciclone.,,Spazzati dal ciclone
214,Vinci una battaglia nell'Occhio del Ciclone in meno di 6 minuti.,,Vittoria ciclonica
216,Cattura la bandiera 3 volte senza morire in una singola battaglia nell'Occhio del Ciclone.,,"Chi fa da sé, fa per tre!"
218,Vinci una battaglia nella Valle d'Alterac.,,Vittoria nella Valle d'Alterac
219,Conquista 100 vittorie nella Valle d'Alterac.,,Veterano della Valle d'Alterac
220,Vinci una battaglia nella Valle d'Alterac senza perdere una torre o un capitano e controllando tutte le torri dell'Orda.,,Vittoria tonante!
221,Conquista 50 cimiteri nella Valle d'Alterac.,,Profanatore di tombe d'Alterac
222,Difendi 50 torri nella Valle d'Alterac.,,Difensore delle torri
223,Uccidi un nemico al Pian della Discordia nella Valle d'Alterac prima che smonti dalla cavalcatura.,,Tu scendi dalle selle
224,Uccidi 50 giocatori nemici nella Sala dei Lupi Bianchi nella Valle d'Alterac.,,Strenuo difensore
225,Vinci una battaglia nella Valle d'Alterac mentre la tua squadra controlla entrambe le miniere.,,Ingordigia
226,Vinci una battaglia nella Valle d'Alterac in 6 minuti.,,Blitz ad Alterac
227,Realizza 300.000 danni o cure in un singolo campo di battaglia qualsiasi. I danni e le cure devono avvenire sui giocatori.,,La potenza è nulla senza controllo
229,Ottieni 30 uccisioni onorevoli in un singolo campo di battaglia qualsiasi.,,Il Tristo Mietitore
230,Compi le imprese dei campi di battaglia elencate qui sotto.,"Ricompensa: titolo ""Maestro di Guerra""",Maestro di Guerra
231,Infliggi 20 colpi di grazia senza morire in un singolo campo di battaglia qualsiasi.,,Demolitore
233,Infliggi un colpo di grazia mentre sei sotto l'effetto del beneficio Berserk in una battaglia nell'Occhio del Ciclone.,,Berserker sanguinario
238,Ottieni un'uccisione onorevole.,,Uccisione onorevole
239,Ottieni 25.000 uccisioni onorevoli.,,25.000 uccisioni onorevoli
245,Infliggi un colpo di grazia onorevole a ciascuna classe.,,Ci vuole classe
246,Infliggi un colpo di grazia onorevole a ciascuna delle razze dell'Orda.,,Conosci il tuo nemico
247,Dai un /abbraccio a un nemico morto prima che liberi lo spirito.,,"Fate l'amore, non Warcraft"
248,Trova la Camicia Bianca da Smoking e i Pantaloni Neri da Smoking aprendo le Uova Decorate durante la celebrazione della Festa di Nobiluova.,,Vestito della festa
249,Trova un Vestito Elegante aprendo le Uova Decorate durante la celebrazione della Festa di Nobiluova.,,Abito adatto
252,Ottieni 50 uccisioni onorevoli mentre sei trasformato in Piccolo Aiutante dell'Inverno dal Trasmutometro Invernale.,,Piccola peste
255,Sconfiggi il Cavaliere Senza Testa.,,Tagliategli la test... come non detto!
259,Tira una palla di neve a Baine Zoccolo Sanguinario durante la Vigilia di Grande Inverno.,,Gelida reverenza
260,Crea 12 Braccialetti Portafortuna Amorosi.,,Affascinante
263,Sconfiggi Ahune nelle Fosse degli Schiavi.,,Fredda il Signore del Gelo
271,Danza all'Albero della Cuccagna per 60 secondi con un abito completo di Mezza Estate.,,Lap dance
272,Fai roteare 40 torce in 15 secondi a Dalaran.,,Gioca col fuoco
273,Salva Metzen la Renna.,,"Tieni duro, Metzen!"
275,"Ottieni l'Uovo di Egbert, Willy Dormiente e il Collare d'Addestramento degli Elekk.",,Missione tata
277,"Durante la Vigilia di Grande Inverno, indossa 3 capi d'abbigliamento festivo e mangia il Pasticcio Agrodolce di Graccu.",,Conciati per le feste
279,Completa la missione per recuperare i beni rubati della Masseria Buongusto e ricevi un Ringraziamento dalla Masseria Buongusto.,,Semplicemente abominevole
281,Competenza in Primo Soccorso,,Competenza in Primo Soccorso
283,Fatti trasformare con le Bacchette della Veglia elencate qui sotto.,,Festa in maschera
284,Colleziona le 24 maschere uniche elencate qui sotto.,,Una maschera per tutte le occasioni
288,Mangia abbastanza Dolcetti da farti venire il mal di pancia.,,Forse ho esagerato...
289,Completa la missione di salvataggio di un villaggio dall'attacco del Cavaliere Senza Testa.,,Non perdiamo la testa!
291,Usa dei Jack Lanterna Appesantiti per mettere una zucca sulla testa di ciascuna delle razze elencate qui sotto.,,Sei proprio uno zuccone
292,Ottieni una Zucca Malefica e un Elmo della Veglia depredando bottini o con i Dolcetti durante gli eventi mondiali della Veglia delle Ombre.,,Richiamo funesto
293,"Mentre indossi 3 capi d'abbigliamento della Festa della Birra, bevi fino a non reggerti più in piedi e balla a Dalaran.",,L'ho fatto davvero?
295,Uccidi Coren Birranera.,,Fai la festa a Birranera
303,Ottieni una cavalcatura della Festa della Birra o trasforma la tua usando i Luppoli della Festa della Birra.,,Bestia che botta!
306,Vinci la gara di pesca della Baia del Bottino.,,Maestro pescatore di Azeroth
318,,,Morti totali contro la fazione rivale
319,Duelli vinti,,Duelli vinti
320,Duelli persi,,Duelli persi
326,Oro guadagnato con le ricompense delle missioni,,Oro guadagnato con le ricompense delle missioni
328,Oro totale ottenuto,,Oro totale ottenuto
329,Inserzioni all'asta,,Inserzioni all'asta
330,Acquisti all'asta,,Acquisti all'asta
331,Offerta più alta per un'asta,,Offerta più alta per un'asta
332,Incasso più alto da un'asta,,Incasso più alto da un'asta
333,Oro depredato,,Oro depredato
334,Oro massimo posseduto,,Oro massimo posseduto
338,Mascotte possedute,,Mascotte possedute
344,Bende usate,,Bende usate
345,Pozioni di cura usate,,Pozioni di cura usate
346,Bevande bevute,,Bevande bevute
347,Cibi mangiati,,Cibi mangiati
349,Percorsi aerei usati,,Percorsi aerei usati
350,Portali dei Maghi usati,,Portali dei Maghi usati
353,Usi della Pietra del Ritorno,,Usi della Pietra del Ritorno
362,Vittorie nelle arene 5v5,,Vittorie nelle arene 5v5
363,Incontri nelle arene 5v5,,Incontri nelle arene 5v5
364,Vittorie nelle arene 3v3,,Vittorie nelle arene 3v3
365,Incontri nelle arene 3v3,,Incontri nelle arene 3v3
366,Vittorie nelle arene 2v2,,Vittorie nelle arene 2v2
367,Incontri nelle arene 2v2,,Incontri nelle arene 2v2
370,,,Indice personale massimo in 2v2
374,,,Indice di squadra massimo in 2v2
381,Uccisioni onorevoli nel mondo,,Uccisioni onorevoli nel mondo
382,Uccisioni onorevoli nei campi di battaglia,,Uccisioni onorevoli nei campi di battaglia
383,Uccisioni onorevoli nelle arene,,Uccisioni onorevoli nelle arene
388,Uccidi 50 giocatori nemici in una qualsiasi delle tue città principali.,,Difensore cittadino
389,Ricevi il monile Maestro delle Arene nell'Arena dei Gurubashi.,,Maestro delle Arene dei Gurubashi
393,Torri difese nella Valle d'Alterac,,Torri difese nella Valle d'Alterac
394,Torri catturate nella Valle d'Alterac,,Torri catturate nella Valle d'Alterac
395,Bandiere catturate nella Forra dei Cantaguerra,,Bandiere catturate nella Forra dei Cantaguerra
396,Completa la missione di Short John Mithril per ottenere il monile Gran Maestro delle Arene.,,Gran maestro dell'Arena dei Gurubashi
397,Vinci 1 incontro classificato nell'arena.,,Debutto nell'arena
398,Vinci 100 incontri classificati nell'arena.,,Dedizione spietata
399,Raggiungi un indice personale di 1.550 nelle arene 2v2.,,Solo noi due: 1550
400,Raggiungi un indice personale di 1.750 nelle arene 2v2.,,Solo noi due: 1750
401,Raggiungi un indice personale di 2.000 nelle arene 2v2.,,Solo noi due: 2.000
402,Raggiungi un indice personale di 1.550 nelle arene 3v3.,,Tre cuori in afflitto: 1550
403,Raggiungi un indice personale di 1.750 nelle arene 3v3.,,Tre cuori in afflitto: 1750
404,Raggiungi un indice personale di 2.000 nelle arene 5v5.,,Dammi il cinque: 2.000
405,Raggiungi un indice personale di 2.000 nelle arene 3v3.,,Tre cuori in afflitto: 2.000
406,Raggiungi un indice personale di 1.550 nelle arene 5v5.,,Dammi il cinque: 1550
407,Raggiungi un indice personale di 1.750 nelle arene 5v5.,,Dammi il cinque: 1750
408,Vinci 10 incontri classificati consecutivi.,,Serie bollente
409,Rimani l'unico giocatore in vita al termine di un incontro classificato 5v5.,,Ne rimarrà soltanto uno
411,"Fiero possessore di Fosky della BlizzCon 2005 di Anaheim, California.",,Fosky
412,"Fiero possessore di un Travestimento da Murloc della BlizzCon 2007 di Anaheim, California.",,Travestimento da Murloc
414,"Fiero possessore dell'Elsa di Tyrael del World Wide Invitational 2008 di Parigi, Francia.",,Elsa di Tyrael
415,Fiero possessore del Grande Orso della Blizzard della BlizzCon 2008.,,Grande Orso della Blizzard
416,Hai aperto le porte di Ahn'qiraj.,,Signore degli Scarabei
418,"Hai conquistato il titolo ""Gladiatore Spietato"".",,Gladiatore Spietato
419,"Hai conquistato il titolo ""Gladiatore Vendicativo"".",,Gladiatore Vendicativo
420,"Hai conquistato il titolo ""Gladiatore Brutale"".",,Gladiatore Brutale
424,Hai ottenuto un Cristallo Echeggiante Qiraji Rosso.,,Modello Testarossa
425,"Possessore di Atiesh, Granbastone del Guardiano.",,"Atiesh, Granbastone del Guardiano"
426,Possessore di una coppia di Lame da Guerra di Azzinoth.,,Lame da Guerra di Azzinoth
428,"Possessore di Furiatonante, Lama Benedetta del Vento Eterno.",,"Furiatonante, Lama Benedetta del Vento Eterno"
429,"Possessore di Sulfuras, Pugno di Ragnaros.",,"Sulfuras, Pugno di Ragnaros"
430,Possessore dell'Orso da Guerra Amani.,,Orso da Guerra Amani
431,"Hai conquistato il titolo ""Mano di A'dal"".",,Mano di A'dal
432,"Hai conquistato il titolo ""Campione dei Naaru"".",,Campione dei Naaru
433,"Hai conquistato il titolo ""Gran Maresciallo"" al livello 60.",,Gran Maresciallo
434,"Hai conquistato il titolo ""Primo Maresciallo"" al livello 60.",,Primo Maresciallo
435,"Hai conquistato il titolo ""Comandante"" al livello 60.",,Comandante
436,"Hai conquistato il titolo ""Tenente Comandante"" al livello 60.",,Tenente Comandante
437,"Hai conquistato il titolo ""Cavalier Campione"" al livello 60.",,Cavalier Campione
438,"Hai conquistato il titolo ""Cavalier Capitano"" al livello 60.",,Cavalier Capitano
439,"Hai conquistato il titolo ""Cavaliere"" al livello 60.",,Cavaliere
440,"Hai conquistato il titolo ""Sergente Maggiore"" al livello 60.",,Sergente Maggiore
441,"Hai conquistato il titolo ""Sergente Capo"" al livello 60.",,Sergente Capo
442,"Hai conquistato il titolo ""Soldato"" al livello 60.",,Soldato
443,"Hai conquistato il titolo ""Gran Signore della Guerra"" al livello 60.",,Gran Signore della Guerra
444,"Hai conquistato il titolo ""Tenente Generale"" al livello 60.",,Tenente Generale
445,"Hai conquistato il titolo ""Signore della Guerra"" al livello 60.",,Signore della Guerra
446,"Hai conquistato il titolo ""Generale"" al livello 60.",,Generale
447,"Hai conquistato il titolo ""Campione"" al livello 60.",,Campione
448,"Hai conquistato il titolo ""Centurione"" al livello 60.",,Centurione
449,"Hai conquistato il titolo ""Guardia di Sangue"" al livello 60.",,Guardia di Sangue
450,"Hai conquistato il titolo ""Sergente Istruttore"" al livello 60.",,Sergente Istruttore
451,"Hai conquistato il titolo ""Guardia di Pietra"" al livello 60.",,Guardia di Pietra
452,"Hai conquistato il titolo ""Primo Sergente"" al livello 60.",,Primo Sergente
453,"Hai conquistato il titolo ""Sergente"" al livello 60.",,Sergente
454,"Hai conquistato il titolo ""Sentinella"" al livello 60.",,Sentinella
456,Hai partecipato alla prima uccisione del reame di Sartharion il Guardiano d'Onice in modalità da 25 giocatori.,"Ricompensa: titolo ""il Frantumatore d'Ossidiana""",Primo del reame! Frantumatore d'Ossidiana
457,Il primo giocatore del reame a raggiungere il livello 80.,,Primo del reame! Livello 80
458,Il primo Ladro del reame a raggiungere il livello 80.,,Primo del reame! Ladro livello 80
459,Il primo Guerriero del reame a raggiungere il livello 80.,,Primo del reame! Guerriero livello 80
460,Il primo Mago del reame a raggiungere il livello 80.,,Primo del reame! Mago livello 80
461,Il primo Cavaliere della Morte del reame a raggiungere il livello 80.,,Primo del reame! Cavaliere della Morte livello 80
462,Il primo Cacciatore del reame a raggiungere il livello 80.,,Primo del reame! Cacciatore livello 80
463,Il primo Stregone del reame a raggiungere il livello 80.,,Primo del reame! Stregone livello 80
464,Il primo Sacerdote del reame a raggiungere il livello 80.,,Primo del reame! Sacerdote livello 80
465,Il primo Paladino del reame a raggiungere il livello 80.,,Primo del reame! Paladino livello 80
466,Il primo Druido del reame a raggiungere il livello 80.,,Primo del reame! Druido livello 80
467,Il primo Sciamano del reame a raggiungere il livello 80.,,Primo del reame! Sciamano livello 80
468,"Hai conquistato il titolo ""Grunt"" al livello 60.",,Grunt
469,"Hai conquistato il titolo ""Legionario"" al livello 60.",,Legionario
470,"Hai conquistato il titolo ""Caporale"" al livello 60.",,Caporale
471,"Hai conquistato il titolo ""Sergente"" al livello 60.",,Sergente
472,"Hai conquistato il titolo ""Cavalier Tenente"" al livello 60.",,Cavalier Tenente
473,"Hai conquistato il titolo ""Maresciallo"" al livello 60.",,Maresciallo
477,Sconfiggi tutti i boss del Forte Utgarde.,,Forte Utgarde
478,Sconfiggi tutti i boss del Nexus.,,Nexus
479,Sconfiggi tutti i boss delle Caverne del Tempo: Stratholme.,,Epurazione di Stratholme
480,Sconfiggi tutti i boss di Azjol-Nerub.,,Azjol-Nerub
481,"Sconfiggi tutti i boss di Ahn'kahet, il Regno Antico.",,"Ahn'kahet, il Regno Antico"
482,Sconfiggi tutti i boss del Forte di Drak'Tharon.,,Forte di Drak'Tharon
483,Sconfiggi Cyanigosa nella Fortezza Violacea.,,Fortezza Violacea
484,Sconfiggi tutti i boss di Gundrak.,,Gundrak
485,Sconfiggi tutti i boss nelle Sale della Pietra.,,Sale della Pietra
486,Sconfiggi tutti i boss delle Sale del Fulmine.,,Sale del Fulmine
487,Sconfiggi i boss dell'Oculus.,,Oculus
488,Sconfiggi tutti i boss del Pinnacolo di Utgarde.,,Pinnacolo di Utgarde
489,Sconfiggi tutti i boss del Forte Utgarde in modalità Eroica.,,Eroica: Forte Utgarde
490,Sconfiggi tutti i boss del Nexus in modalità Eroica.,,Eroica: Nexus
491,Sconfiggi tutti i boss di Azjol-Nerub in modalità Eroica.,,Eroica: Azjol-Nerub
492,"Sconfiggi tutti i boss di Ahn'kahet, il Regno Antico in modalità Eroica.",,"Eroica: Ahn'kahet, il Regno Antico"
493,Sconfiggi tutti i boss del Forte di Drak'Tharon in modalità Eroica.,,Eroica: Forte di Drak'Tharon
494,Sconfiggi Cyanigosa nella Fortezza Violacea in modalità Eroica.,,Eroica: Fortezza Violacea
495,Sconfiggi tutti i boss di Gundrak in modalità Eroica.,,Eroica: Gundrak
496,Sconfiggi tutti i boss nelle Sale della Pietra in modalità Eroica.,,Eroica: Sale della Pietra
497,Sconfiggi tutti i boss nelle Sale del Fulmine in modalità Eroica.,,Eroica: Sale del Fulmine
498,Sconfiggi i boss dell'Oculus in modalità Eroica.,,Eroica: Oculus
499,Sconfiggi tutti i boss del Pinnacolo di Utgarde in modalità Eroica.,,Eroica: Pinnacolo di Utgarde
500,Sconfiggi tutti i boss dell'Epurazione di Stratholme in modalità Eroica.,,Eroica: Epurazione di Stratholme
503,Completa 50 missioni.,,50 missioni completate
504,Completa 100 missioni.,,100 missioni completate
505,Completa 250 missioni.,,250 missioni completate
506,Completa 500 missioni.,,500 missioni completate
507,Completa 1.000 missioni.,,1.000 missioni completate
508,Completa 1.500 missioni.,,1.500 missioni completate
509,Ottieni 10.000 uccisioni onorevoli.,,10.000 uccisioni onorevoli
512,Ottieni 5.000 uccisioni onorevoli.,,5.000 uccisioni onorevoli
513,Ottieni 100 uccisioni onorevoli.,,100 uccisioni onorevoli
515,Ottieni 500 uccisioni onorevoli.,,500 uccisioni onorevoli
516,Ottieni 1.000 uccisioni onorevoli.,,1.000 uccisioni onorevoli
518,Porta 30 reputazioni a Osannato.,,Osannato da 30 fazioni
519,Porta 25 reputazioni a Osannato.,,Osannato da 25 fazioni
520,Porta 20 reputazioni a Osannato.,,Osannato da 20 fazioni
521,Porta 15 reputazioni a Osannato.,,Osannato da 15 fazioni
522,Porta una reputazione a Osannato.,,Piaccio a qualcuno
523,Porta 5 reputazioni a Osannato.,,Osannato da 5 fazioni
524,Porta 10 reputazioni a Osannato.,,Osannato da 10 fazioni
545,Visita un Barbiere e cambia aspetto.,,Barba e capelli
546,Compra 7 scomparti aggiuntivi per la banca.,,Deposito sicuro
547,"Completa le missioni di Dracombra fino a ""Ritorno ad Angrathar"" compresa.",,Veterano del Cancello dell'Ira
556,Equipaggia un oggetto epico con un livello minimo di 213 in ogni scomparto (prima di Battle for Azeroth).,,Epico
557,Equipaggia un oggetto superiore con un livello minimo di 187 in ogni scomparto (prima di Battle for Azeroth).,,Superiore
558,Vinci con 100 un Tiro per Bramosia per un oggetto Superiore o migliore con un livello superiore a 185.,,Avido
559,Vinci con 100 un Tiro per Necessità per un oggetto Superiore o migliore con un livello superiore a 185.,,Bisognoso
560,Hai pescato Gahz'ranka a Zul'gurub usando l'Esca Fanguzzola.,,Pesca estrema
561,"Sostieni il credo dei V.V.F. completando le missioni fino a ""L'assassinio di Harold Lane"" compresa.",,Piccolo aiutante dei V.V.F.
562,Sconfiggi tutti i boss dell'Ala degli Aracnidi a Naxxramas in modalità da 10 giocatori.,,Ala degli Aracnidi (10)
563,Sconfiggi tutti i boss dell'Ala degli Aracnidi a Naxxramas in modalità da 25 giocatori.,,Ala degli Aracnidi (25)
564,Sconfiggi tutti i boss dell'Ala dei Costrutti a Naxxramas in modalità da 10 giocatori.,,Ala dei Costrutti (10)
565,Sconfiggi tutti i boss dell'Ala dei Costrutti a Naxxramas in modalità da 25 giocatori.,,Ala dei Costrutti (25)
566,Sconfiggi tutti i boss dell'Ala della Pestilenza a Naxxramas in modalità da 10 giocatori.,,Ala della Pestilenza (10)
567,Sconfiggi tutti i boss dell'Ala della Pestilenza a Naxxramas in modalità da 25 giocatori.,,Ala della Pestilenza (25)
568,Sconfiggi tutti i boss dell'Ala dei Combattenti a Naxxramas in modalità da 10 giocatori.,,Ala dei Combattenti (10)
569,Sconfiggi tutti i boss dell'Ala dei Combattenti a Naxxramas in modalità da 25 giocatori.,,Ala dei Combattenti (25)
572,Sconfiggi Zaffirion a Naxxramas in modalità da 10 giocatori.,,Disfatta di Zaffirion (10)
573,Sconfiggi Zaffirion a Naxxramas in modalità da 25 giocatori.,,Disfatta di Zaffirion (25)
574,Sconfiggi Kel'Thuzad a Naxxramas in modalità da 10 giocatori.,,Sconfitta di Kel'Thuzad (10)
575,Sconfiggi Kel'Thuzad a Naxxramas in modalità da 25 giocatori.,,Sconfitta di Kel'Thuzad (25)
576,Sconfiggi tutti i boss di Naxxramas in modalità da 10 giocatori.,,La caduta di Naxxramas (10)
577,Sconfiggi tutti i boss di Naxxramas in modalità da 25 giocatori.,,La caduta di Naxxramas (25)
578,Sconfiggi tutti i boss di Naxxramas con meno di 9 persone presenti in modalità da 10 giocatori.,,Mucchietto selvaggio (10)
579,Sconfiggi tutti i boss di Naxxramas con meno di 21 persone presenti in modalità da 25 giocatori.,,Mucchietto selvaggio (25)
582,"In una singola battaglia nella Valle d'Alterac, assalta e difendi un cimitero, assalta e difendi una torre e uccidi qualcuno al Pian della Discordia.",,Stella della Valle d'Alterac
583,Assalta e difendi 2 basi in una singola battaglia nel Bacino d'Arathi.,,Stella del Bacino d'Arathi
584,Realizza 5 uccisioni onorevoli in ogni base del Bacino d'Arathi in una singola battaglia.,,Assassino del Bacino d'Arathi
585,Bandiere catturate nell'Occhio del Ciclone,,Bandiere catturate nell'Occhio del Ciclone
586,Bandiere riportate nella Forra dei Cantaguerra,,Bandiere riportate nella Forra dei Cantaguerra
