ID,MapName_lang
601,Azjol-Nerub
602,Sale del Fulmine
603,Ulduar
604,Gundrak
605,Terreni di Sviluppo (texture non soppesate)
606,CQ e DVD
607,Lido degli Antichi
608,Fortezza Violacea
609,Roccaforte d'Ebano
610,Trasporto: Tirisfal - Attracco della Vendetta
612,Trasporto: Menethil - Valguardia
613,Trasporto: Orgrimmar - Forte dei Cantaguerra
614,Trasporto: Roccavento - Forte degli Arditi
615,Santuario di Ossidiana
616,Occhio dell'Eternità
617,Fogne di Dalaran
618,Arena del Valore
619,"Ahn'kahet, il Regno Antico"
620,Trasporto: Moa'ki - Unu'pe
621,Trasporto: Moa'ki - Kamagua
622,Trasporto: Martello di Orgrim
623,Trasporto: Spaccacieli
624,Volta di Archavon
627,Non Usato
628,Isola della Conquista
631,Rocca della Corona di Ghiaccio
632,Forgia delle Anime
637,Esterno delle Fauci dell'Abisso
638,Gilneas
641,Trasporto: Aeronave dell'Alleanza CdB
642,Trasporto: Cannoniera dell'Orda CdB
643,Trono delle Maree
644,Sale della Creazione
645,Caverne di Roccianera
646,Rocciafonda
647,Trasporto: Orgrimmar - Picco del Tuono
648,Isole Perdute
649,Ordalia dei Crociati
650,Ordalia dei Campioni
651,ElevatorSpawnTest
654,Gilneas
655,Gilneas Fase 1
656,Gilneas Fase 2
657,Pinnacolo del Vortice
658,Fossa di Saron
659,Eruzione vulcanica delle Isole Perdute
660,Volta di Rocciafonda
661,Città-in-Scatola delle Isole Perdute
662,Trasporto: Nave dell'Alleanza per Vashj'ir
668,Sale dei Riflessi
669,Sotterranei dell'Ala Nera
670,Grim Batol
671,Bastione del Crepuscolo
672,Trasporto: Spaccacieli (Incursione)
673,Trasporto: Martello di Orgrim (Incursione)
674,Trasporto: Nave per Vashj'ir
712,Trasporto: Spaccacieli (Spedizione)
713,Trasporto: Martello di Orgrim (Spedizione)
718,Transport: The Mighty Wind (Icecrown Citadel Raid)
719,Monte Hyjal Fase 1
720,Terre del Fuoco
721,"Terre del Fuoco, Terreno 2"
723,Roccavento
724,Santuario di Rubino
725,Nucleo di Pietra
726,Picchi Gemelli
727,Miniere di Cupargento
728,Battaglia per Gilneas (Vecchia Mappa)
730,Zona del Maelstrom
731,Bomba di Petrartiglio
732,Tol Barad
734,Terrazza di Ahn'qiraj
736,Twilight Highlands Dragonmaw Phase
738,Nave per Vashj'ir (Orgrimmar -> Vashj'ir)
739,Sottomarino di Vashj'ir - Orda
740,Sottomarino di Vashj'ir - Alleanza
741,Trasporto dell'Orda delle Alture del Crepuscolo
742,Sottomarino di Vashj'ir - Orda - Gira intorno alle Fauci dell'Abisso
743,Sottomarino di Vashj'ir - Alleanza - Gira intorno alle Fauci dell'Abisso
746,Uldum Phase Oasis
747,Trasporto: Cannoniera di Rocciafonda
748,Trasporto: Ascensore Onyxia/Nefarian
749,Trasporto: Cannoniera di Gilneas in movimento
750,Trasporto: Cannoniera di Gilneas ferma
751,Redridge - Orc Bomb
752,Redridge - Bridge Phase One
753,Redridge - Bridge Phase Two
754,Trono dei Quattro Venti
755,Città Perduta dei Tol'vir
757,Forte di Baradin
759,Uldum Phased Entrance
760,Entrata fasata delle Alture del Crepuscolo
761,Battaglia per Gilneas
762,Zeppelin Alture del Crepuscolo 1
763,Zeppelin Alture del Crepuscolo 2
764,Uldum - Phase Wrecked Camp
765,Zeppelin d'attacco di Krazzopoli
766,Transport: Gilneas Moving Gunship 02
767,Transport: Gilneas Moving Gunship 03
859,Zul'gurub
860,Isola Errante
861,Fronte Magmatico
870,Pandaria
930,Luogo Oscuro
938,Fine dei Tempi
939,Pozzo dell'Eternità
940,Ora del Crepuscolo
951,Nexus Leggendaria
959,Monastero degli Shandaren
960,Tempio della Serpe di Giada
961,Birrificio Triplo Malto
962,Porta del Sole Calante
967,Anima del Drago
968,Occhio del Ciclone Classificato
971,Foresta di Giada - Fase Missioni Alleanza
972,Foresta di Giada - Fase Campo di Battaglia
974,Fiera di Lunacupa
975,Fase della Nave Tartaruga 01
976,Fase della Nave Tartaruga 02
977,Combattimento di Alamorte sul Maelstrom
980,Arena Tol'viron
994,Palazzo Mogu'shan
995,Profondità
996,Terrazza dell'Eterna Primavera
998,Tempio di Kotmogu
999,Caduta di Theramore (O)
1000,Caduta di Theramore (A)
1001,Sale Scarlatte
1004,Monastero Scarlatto
1005,Tempesta Alcolica
1007,Scholomance
1008,Segrete Mogu'shan
1009,Cuore della Paura
1010,CLB3
1011,Assedio al Tempio di Niuzao
1014,Picco della Serenità
1019,Rovine di Theramore
1024,Pietraverde
1028,Scenario: Rovine Mogu
1029,Scenario: Cripta dei Mogu
1030,Cripta degli Imperatori Dimenticati
1031,Arena dell'Annientamento
1032,Mascotte da Combattimento - Foresta di Giada
1035,Tempio di Kotmogu
1043,Arena dei Combattenti
1048,Unga Ingu
1049,Scenario: Tempio dello Yak Nero
1050,Assalto a Zan'vess
1051,Festival di Birraluna
1060,Progettazione dei Livelli - Dev Only
1061,Area Giornaliera Spiaggia dell'Orda
1062,Area Giornaliera Spiaggia dell'Alleanza
1064,Area Giornaliera Isola del Tuono
1066,"Cannoniera di Roccavento, Area d'Inizio di Pandaria"
1074,"Cannoniera di Orgrimmar, Area d'Inizio di Pandaria"
1075,Fase della Caduta di Theramore
1076,Area di Partenza dell'Orda della Foresta di Giada
1095,Lame nel Buio
1098,Regno del Tuono
1099,Scenario: Battaglia in Mare Aperto
1101,Difesa della Casa della Birra
1102,Presidio del Dominio
1103,Approdo del Leone
1104,Armarsi di Pazienza
1105,Scavi di Ventotetro (Passati)
1106,Scenario: Jaina a Dalaran
1107,Faglia Malosfregio
1112,Inseguimento della Mietitura Oscura
1113,Trasporto: Giostra di Lunacupa
1116,Draenor
1120,Isola del Tuono Area Orda
1121,Isola del Tuono Area Alleanza
1122,Assedio della Cittadella - Progresso Scenario Isola del Tuono
1123,Forgia dei Fulmini - Progresso Scenario Isola del Tuono
1124,Porto - Progresso Scenario Isola del Tuono
1125,Area Alleanza - Progresso Scenario Isola del Tuono
1126,Progresso Eventi Isola del Tuono
1127,Porta Finale - Progresso Scenario Isola del Tuono
1128,Eventi Isola del Tuono - Base dell'Orda
1129,Eventi Isola del Tuono - Base dell'Alleanza
1130,Neve Insanguinata
1131,Segreti di Fiamma Furente
1132,Trasporto: Sferzanubi (Arena dei Combattenti)
1133,Trasporto: Nave degli Zandalari (Isola del Tuono)
1134,Picco della Tigre
1135,Sala del Bottino dell'Isola del Tuono
1136,Assedio di Orgrimmar
1144,Cuore Oscuro di Pandaria
1148,Arena d'Addestramento
1152,Guarnigione dell'Orda Livello 1 (FW)
1153,Guarnigione dell'Orda Livello 3 (FW)
1154,Guarnigione dell'Orda Livello 4 (FW)
1155,Forte di Stromgarde
1157,Scenario di Mezzocolle
1158,Guarnigione dell'Alleanza Livello 1 (SMV)
1159,Guarnigione dell'Alleanza Livello 3 (SMV)
1160,Guarnigione dell'Alleanza Livello 4 (SMV)
1161,Torneo dei Celestiali
1166,Piccolo Campo di Battaglia A
1168,Epurazione di Grommar - Scenario
1169,Piccolo Campo di Battaglia B
1170,Resa dei Conti degli Shandaren
1171,Piccolo Campo di Battaglia D
1172,Trasporto: Assedio di Orgrimmar (Alleanza)
1173,Trasporto: Assedio di Orgrimmar (Orda)
1175,Miniere dei Magliorosso
1176,Necropoli dei Torvaluna
1179,Eroi di Warcraft
1181,Guarnigione di Prova
1182,Auchindoun
1187,Guarnigione dell'Alleanza Livello 1 (GOR)
1188,Guarnigione dell'Alleanza Livello 2 (GOR)
1189,Guarnigione dell'Alleanza Livello 3 (GOR)
1190,Fase Terre Devastate
1191,Ashran
1192,Trasporto: Treno di Gorgrond
1195,Darsena di Ferro
1200,Scenario di Borgodossa
1203,Finale Scenario Fuocogelo
1205,Fonderia dei Roccianera
1207,Battaglia per Shattrath
1208,Treno Frecciacupa
1209,Vetta dei Cieli
1212,Guarnigione - Alleanza - Fucina 3
1213,Guarnigione - Alleanza - Alchimia 1
1214,Guarnigione - Alleanza - Incantamento 3
1215,Guarnigione - Alleanza - Ingegneria 3
1216,Guarnigione - Alleanza - Fattoria 1
1217,Guarnigione - Alleanza - Runografia 1
1218,Guarnigione - Alleanza - Oreficeria 1
1219,Guarnigione - Alleanza - Conciatura 1
1220,Isole Disperse
1221,Guarnigione - Alleanza - Miniera 1
1222,Guarnigione - Alleanza - Miniera 2
1223,Guarnigione - Alleanza - Miniera 3
1224,Guarnigione - Alleanza - Scuderia 1
1225,Guarnigione - Alleanza - Scuderia 2
1226,Guarnigione - Alleanza - Scuderia 3
1227,Guarnigione - Alleanza - Sartoria 3
1228,Altomaglio
1229,Guarnigione - Alleanza - Locanda 1
1230,Guarnigione - Alleanza - Stalla 1
1231,Trasporto: Chiatta Tsunami
1232,Guarnigione dell'Orda Livello 0 (GOR)
1233,Guarnigione dell'Orda Livello 3 (GOR)
1234,Guarnigione dell'Alleanza Livello 0 (TAL)
1235,Guarnigione dell'Alleanza Livello 3 (TAL)
1236,Guarnigione dell'Orda Livello 0 (TAL)
1237,Guarnigione dell'Orda Livello 3 (TAL)
1238,Guarnigione dell'Alleanza Livello 0 (GDA)
1239,Guarnigione dell'Alleanza Livello 3 (GDA)
1240,Guarnigione dell'Orda Livello 0 (GDA)
1241,Guarnigione dell'Orda Livello 3 (GDA)
1242,Guarnigione dell'Alleanza Livello 0 (NAG)
1243,Guarnigione dell'Alleanza Livello 3 (NAG)
1244,Guarnigione dell'Orda Livello 0 (NAG)
1245,Guarnigione dell'Orda Livello 3 (NAG)
1247,Guarnigione - Alleanza - Armeria 1
1248,Guarnigione - Alleanza - Caserma 1
1249,Guarnigione - Alleanza - Ingegneria 1
1250,Guarnigione - Alleanza - Giardino d'Erbalismo 1
1251,Guarnigione - Alleanza - Locanda 1
1252,Guarnigione - Alleanza - Segheria 1
1253,Guarnigione - Alleanza - Torre della Magia 1
1254,Guarnigione - Alleanza - Palestra 1
1255,Guarnigione - Alleanza - Centro di Riciclaggio 1
1256,Guarnigione - Alleanza - Magazzino 1
1257,Guarnigione - Alleanza - Emporio 1
1258,Guarnigione - Alleanza - Sartoria 1
1259,Guarnigione - Alleanza - Incantamento 1
1260,Guarnigione - Alleanza - Fucina 1
1261,Guarnigione - Alleanza - Lotto Piccolo
1262,Guarnigione - Alleanza - Lotto Medio
1263,Guarnigione - Alleanza - Lotto Grande
1264,Propland - Dev Only
1265,Intro Giungla di Tanaan
1266,Scenario Cerchio del Sangue
1268,Scontro con Teron'gor
1270,Terreni di Sviluppo 3
1273,Nagrand - Guarnigione - Scuderia 2
1277,Difesa di Karabor
1278,Guarnigione - Orda - Caserma 1
1279,Verdeterno
1280,Riva del Sud contro Mulino di Tarren
1281,Guarnigione - Orda - Alchimia 1
1282,Guarnigione - Orda - Armeria 1
1283,Guarnigione - Orda - Stalla 1
1284,Guarnigione - Orda - Forgiatura 1
1285,Guarnigione - Orda - Incantamento 1
1286,Guarnigione - Orda - Ingegneria 1
1287,Guarnigione - Orda - Locanda 1
1288,Guarnigione - Orda - Runografia 1
1289,Guarnigione - Orda - Oreficeria 1
1290,Guarnigione - Orda - Conciatura 1
1291,Guarnigione - Orda - Segheria 1
1292,Guarnigione - Orda - Torre della Magia 1
1293,Guarnigione - Orda - Miniera 1
1294,Guarnigione - Orda - Scuderia delle Mascotte 1
1295,Guarnigione - Orda - Centro di Riciclaggio 1
1296,Guarnigione - Orda - Palestra 1
1297,Guarnigione - Orda - Scuderia 1
1298,Guarnigione - Orda - Magazzino 1
1299,Guarnigione - Orda - Sartoria 1
1300,Guarnigione - Orda - Emporio 1
1301,Guarnigione - Orda - Officina 1
1302,Guarnigione - Alleanza - Officina 1
1303,Guarnigione - Orda - Fattoria 1
1304,Guarnigione - Orda - Lotto Grande
1305,Guarnigione - Orda - Lotto Medio
1306,Guarnigione - Orda - Lotto Piccolo
1307,Giungla di Tanaan - Fase della Forgia
1308,Guarnigione - Orda - Pesca 1
1309,Guarnigione - Alleanza - Pesca 1
1310,Modello Mappa CQ Espansione 5
1311,Guarnigione Esterna - Arena - Orda
1312,Guarnigione Esterna - Arena - Alleanza
1313,Guarnigione Esterna - Segheria - Alleanza
1314,Guarnigione Esterna - Segheria - Orda
1315,Guarnigione Esterna - Armeria - Orda
1316,Guarnigione Esterna - Armeria - Alleanza
1317,Guarnigione Esterna - Torre della Magia - Orda
1318,Guarnigione Esterna - Torre della Magia - Alleanza
1319,Guarnigione Esterna - Scuderia - Orda
1320,Guarnigione Esterna - Scuderia - Alleanza
1321,Guarnigione Esterna - Officina - Orda
1322,Guarnigione Esterna - Officina - Alleanza
1323,Guarnigione Esterna - Locanda - Orda
1324,Guarnigione Esterna - Locanda - Alleanza
1325,Guarnigione Esterna - Emporio 1 - Orda
1326,Guarnigione Esterna - Emporio - Alleanza
1327,Guarnigione Esterna - Lotto di Costruzione Medio - Orda
1328,Guarnigione Esterna - Lotto di Costruzione Medio - Alleanza
1329,Scenario di Grommashar
1330,Guarnigione dell'Orda Livello 2 (FW)
1331,Guarnigione dell'Alleanza Livello 2 (SMV)
1332,Guarnigione - Orda - Caserma 2
1333,Guarnigione - Orda - Armeria 2
1334,Guarnigione - Orda - Stalla 2
1335,Guarnigione - Orda - Locanda 2
1336,Guarnigione - Orda - Segheria 2
1337,Guarnigione - Orda - Torre della Magia 2
1338,Guarnigione - Orda - Scuderia delle Mascotte 2
1339,Guarnigione - Orda - Scuderia 2
1340,Guarnigione - Orda - Emporio 2
1341,Guarnigione - Orda - Officina 2
1342,Guarnigione - Orda - Caserma 3
1343,Guarnigione - Orda - Armeria 3
1344,Guarnigione - Orda - Stalla 3
1345,Guarnigione - Orda - Locanda 3
1346,Guarnigione - Orda - Torre della Magia 3
1347,Guarnigione - Orda - Scuderia delle Mascotte 3
1348,Guarnigione - Orda - Scuderia 3
1349,Guarnigione - Orda - Emporio 3
1350,Guarnigione - Orda - Officina 3
1351,Guarnigione - Alleanza - Grande - Costruzione
1352,Guarnigione - Alleanza - Medio - Costruzione
1353,Guarnigione - Orda - Grande - Costruzione
1354,Guarnigione - Orda - Medio - Costruzione
1358,Bastioni di Roccianera Superiori
1361,Guarnigione - Alleanza - Torre della Magia 2
1362,Guarnigione - Alleanza - Torre della Magia 3
1363,Guarnigione - Orda - Miniera 2
1364,Guarnigione - Orda - Miniera 3
1367,Guarnigione - Alleanza - Officina 2
1368,Guarnigione - Alleanza - Officina 3
1369,Guarnigione - Alleanza - Segheria 2
1370,Guarnigione - Alleanza - Segheria 3
1371,Guarnigione - Orda - Piccolo - Costruzione
1372,Guarnigione - Alleanza - Piccolo - Costruzione
1374,Missione di Auchindoun
1375,Guarnigione - Alleanza - Alchimia 2
1376,Guarnigione - Alleanza - Alchimia 3
1377,Guarnigione - Alleanza - Fucina 2
1378,Guarnigione - Alleanza - Incantamento 2
1379,Guarnigione - Alleanza - Ingegneria 2
1380,Guarnigione - Alleanza - Runografia 2
1381,Guarnigione - Alleanza - Runografia 3
1382,Guarnigione - Alleanza - Oreficeria 2
1383,Guarnigione - Alleanza - Oreficeria 3
1384,Guarnigione - Alleanza - Conciatura 2
1385,Guarnigione - Alleanza - Conciatura 3
1386,Guarnigione - Alleanza - Sartoria 2
1387,Guarnigione - Alleanza - Magazzino 2
1388,Guarnigione - Alleanza - Magazzino 3
1389,Guarnigione - Orda - Magazzino 2
1390,Guarnigione - Orda - Magazzino 3
1391,Guarnigione - Alleanza - Centro di Riciclaggio 2
1392,Guarnigione - Alleanza - Centro di Riciclaggio 3
1393,Guarnigione - Orda - Segheria 3
1394,Guarnigione - Alleanza - Palestra 2
1395,Guarnigione - Alleanza - Palestra 3
1396,Guarnigione - Alleanza - Emporio 2
1397,Guarnigione - Alleanza - Emporio 3
1398,Guarnigione - Alleanza - Stalla 2
1399,Guarnigione - Alleanza - Stalla 3
1400,Guarnigione - Alleanza - Locanda 2
1401,Guarnigione - Alleanza - Locanda 3
1402,Finale di Gorgrond
1403,Guarnigione - Alleanza - Caserma 2
1404,Guarnigione - Alleanza - Caserma 3
1405,Guarnigione - Alleanza - Armeria 2
1406,Guarnigione - Alleanza - Armeria 3
1407,zzzOld
1409,Guarnigione - Orda - Palestra 2
1410,Guarnigione - Orda - Palestra 3
1411,Guarnigione - Orda - Alchimia 2
1412,Guarnigione - Orda - Alchimia 3
1413,Guarnigione - Orda - Forgiatura 2
1414,Guarnigione - Orda - Forgiatura 3
1415,Guarnigione - Orda - Incantamento 2
1416,Guarnigione - Orda - Incantamento 3
1417,Guarnigione - Orda - Runografia 2
1418,Guarnigione - Orda - Runografia 3
1419,Guarnigione - Orda - Conciatura 2
1420,Guarnigione - Orda - Conciatura 3
1421,Guarnigione - Orda - Oreficeria 2
1422,Guarnigione - Orda - Oreficeria 3
1423,Guarnigione - Orda - Sartoria 2
1424,Guarnigione - Orda - Sartoria 3
1425,Guarnigione - Orda - Centro di Riciclaggio 2
1426,Guarnigione - Orda - Centro di Riciclaggio 3
1427,PattyMack Test Garrison Bld Map2
1429,Guarnigione - Orda - Ingegneria 2
1430,Guarnigione - Orda - Ingegneria 3
1431,Colosseo
1432,Guarnigione - Orda - Pesca 2
1433,Guarnigione - Orda - Pesca 3
1434,Guarnigione - Alleanza - Pesca 2
1435,Guarnigione - Alleanza - Pesca 3
1437,Guarnigione - Alleanza - Serraglio 1
1438,Guarnigione - Alleanza - Serraglio 2
1439,Guarnigione - Alleanza - Serraglio 3
1440,Guarnigione - Alleanza - Infermeria 1
1441,Guarnigione - Alleanza - Infermeria 2
1442,Guarnigione - Alleanza - Infermeria 3
1446,Guarnigione Esterna - Lotto di Costruzione Grande - Alleanza
1447,Guarnigione Esterna - Lotto di Costruzione Grande - Orda
1448,Cittadella del Fuoco Infernale
1451,Prova della Legione a Tanaan
1453,Flagello della Contea del Nord
1454,Riva Dispersa
1455,Confini della Realtà
1456,Occhio di Azshara
1457,Spedizione di Prova
1458,Antro di Neltharion
1459,Trasporto: Montagna di Ferro
1460,Scenario della Riva Dispersa
1461,Scenario di Azsuna
1462,Roccia di Illidan
1463,Esterno Helheim
1464,Giungla di Tanaan
1465,Giungla di Tanaan - Fase senza Area
1466,Boschetto Cuortetro
1468,Missioni della Prigione del Custode
1469,Cuore di Azeroth
1470,Spedizione della Legione
1471,Mappa 1466 della Spedizione di Prova
1473,Guarnigione - Alleanza - Cantiere Navale
1474,Guarnigione - Orda - Cantiere Navale
1475,Fauci di Nashal
1476,Trasporto: Fauci di Nashal
1477,Sale del Valore
1478,Tempio di Elune
1479,Rocca Celeste
1480,Rocca della Corona di Ghiaccio
1481,Mardum
1482,Cantiere Navale della Guarnigione - Sottomarino - Alleanza
1483,Cantiere Navale della Guarnigione - Fregata - Alleanza
1484,Cantiere Navale della Guarnigione - Caravella
1485,Cantiere Navale della Guarnigione - Galeone - Alleanza
1486,Cantiere Navale della Guarnigione - Portaerei - Orda
1487,Cantiere Navale della Guarnigione - Sottomarino - Orda
1488,Cantiere Navale della Guarnigione - Fregata - Orda
1489,Niskara
1492,Fauci delle Anime
1493,Segrete delle Custodi
1494,Fortezza Violacea
1495,Riposo dello Scudo
1496,Cantiere Navale della Guarnigione - Portaerei - Alleanza
1497,Cantiere Navale della Guarnigione - Galeone - Orda
1498,Forte Vilanima
1499,Artefatto - Guerriero Furia
1500,Riva Dispersa
1501,Forte Corvonero
1502,Sotterranei di Dalaran
1503,Rocciafonda
1504,Arena del Forte Corvonero
1505,Arena di Nagrand
1509,Caverna dei Totem Sanguinario - Fase vile
1510,Caverna dei Totem Sanguinario - Fase Tauren
1511,Porto degli Abiskorn
1512,Tempio di Lucefatua
1513,Sale dei Guardiani
1514,Isola Errante
1515,Guerra di Huln
1516,Arcavia
1517,Pre-scenario Stromheim Ventolesto
1518,Pre-scenario Stromheim Fuoco Celeste
1519,Vilmartello
1520,Incubo di Smeraldo
1522,Faglia Malosfregio
1523,Scenario Difesa della Vilmartello
1526,Tempio della Tigre Bianca
1527,Scenario di Alto Monte
1528,Celaria
1529,Karazhan
1530,Rocca della Notte
1532,Scenario Mesa di Alto Monte
1533,Catacombe di Karazhan
1534,Radaluna
1535,Radaluna
1536,Antro di Ursoc
1537,Esperienza Potenziamento
1538,Prova
1539,Radure di Tirisfal
1540,Metasogno di Smeraldo
1541,Terrazza dell'Eterna Primavera
1544,Assalto alla Fortezza Violacea
1545,Azsuna
1547,Artefatto - Combattimento - Nave Recupero
1549,Tech Test - Seamless World Transition A
1550,Tech Test - Seamless World Transition B
1552,Caduta di Grigiomanto
1553,Scogliera del Tramonto
1554,Esperienza Potenziamento - Alleanza
1555,Trasporto: Esperienza Potenziamento - Cannoniera dell'Alleanza
1556,Trasporto: Esperienza Potenziamento - Cannoniera dell'Orda
1557,Esperienza Potenziamento - Orda
1559,Trasporto: Esperienza Potenziamento - Cannoniera dell'Orda
1560,Trasporto: Esperienza Potenziamento - Cannoniera dell'Alleanza
1561,Prova - Prestazioni Decorative
1571,Corte delle Stelle
1572,Maelstrom
1579,Ulduar
1580,Maelstrom
1582,Elimina
1583,Volta del Nexus
1584,Julien Test Land
1586,Assalto a Roccavento
1588,Dev Map - A - Jared Coulston
1589,Dev Map - B - Nathaniel Chapman
1590,Dev Map - C - Julien Tremblay
1591,Dev Map - D - PotT
1592,Dev Map - E
1593,Dev Map - F
1594,Vena Madre
1599,Nordrassil
1600,Trono delle Maree
1602,Artefatto - Pinnacolo del Vortice - Enclave degli Sciamani
1603,Scenario del Trono delle Maree
1604,Artefatto - Campagna dell'Enclave - Mondo Portale Niskara
1605,Artefatto delle Terre del Fuoco
1607,Artefatto - Recupero - Scaltrezza
1608,Missione della Guerra degli Antichi a Hyjal
1609,Tempio delle Tempeste
1610,Artefatto - Scenario Serenità di Legion
1611,Campagna del Cavaliere della Morte - Cappella della Luce
1612,Rovine di Falanaar
1616,Faronaar
1617,Campagna del Cavaliere della Morte - Sepulcra
1618,Campagna del Cavaliere della Morte - Monastero Scarlatto
1620,Artefatto - Roccavento
1621,Tempio Nero - Legione
1622,Scenario della Fenditura di Telogrus
1623,Campagna del Mago - Oculus
1624,Battaglia per la Exodar
1625,Prova della Serpe
1626,Il crollo - Scenario di Suramar
1627,Fel Hammer DH Scenario
1628,Trasporto: Galeone dell'Alleanza
1629,Tempio di Lucefatua
1630,Tol Barad
1632,Arcavia - Scenario di Suramar
1637,Trasporto: Nave dell'Alleanza
1638,Trasporto: Nave dell'Orda
1639,Trasporto: Nave dei Kvaldir
1642,Zandalar
1643,Kul Tiras
1644,Isola del Saccheggio
1645,Isola Mezzaluna
1646,Forte Corvonero
1647,Pira Funeraria di Vol'jin
1648,Prova del Valore
1649,Trasporto: Galeone dell'Orda
1650,Trasporto: Ammiraglia della Legione
1651,Ritorno a Karazhan
1653,Grande Oscurità
1655,
1657,Arena di Spinaguzza
1658,Terra dell'Arte Paesaggistica - Dev Only
1661,[DEV] Underrot Demo
1662,Suramar
1663,Sbarramento della Spedizione
1666,Assalto alla Riva Dispersa
1667,Nave della Legione - Verticale
1668,Nave della Legione - Orizzontale
1669,Argus
1670,Riva Dispersa
1671,
1672,Arena di Spinaguzza
1673,Occhio dell'Eternità - Scenario
1675,Winter AB_old
1676,Tomba di Sargeras
1677,Cattedrale della Notte Eterna
1678,BdA Fase 1
1679,BdA Fase 2
1680,BdA Fase 3
1681,Inverno del Bacino d'Arathi
1682,Fase terrestre della Vilmartello
1683,Artefatto - Gnomeregan
1684,Faglia del Terrore - Piattaforma Scenario Stregone
1685,AI Test Map 8
1686,Bacino d'Arathi - Prova IA
1687,Caverna dei Lamenti
1688,Miniere della Morte
1689,Occhio dell'Eternità - Cavalcatura del Mago
1690,Caverna del Serpente
1691,Cucina Impossibile
1692,Fossa di Saron - Campagna Cavaliere della Morte
1693,Birrificio Triplo Malto - Scenario Monaco
1694,Gnomeregan
1695,Nave da Guerra: Rovina
1696,Legione - Centro di Comando
1697,Legione - Caverna dei Ragni della Legione
1698,Artefatto - Acquisizione - Difensore
1699,Legione - Vilcaverna della Legione
1700,Legione - Area Vilesplosione della Legione
1701,Legione - Caserme della Legione
1702,Artefatto - Alto Monte - Doppio Boss
1703,Sale del Valore - Scenario
1704,Nave della Legione - Orizzontale - Val'sharah
1705,Nave della Legione - Orizzontale - Azsuna
1706,Nave della Legione - Verticale - Alto Monte
1707,Nave della Legione - Verticale - Stromheim
1708,Stratholme - Cavalcatura del Paladino
1710,Forte Corvonero - Sfida Artefatto
1711,Sottomarino dell'Alleanza (7.1.5 Giornata in Barca)
1712,"Antorus, il Trono Infuocato"
1714,Sale del Valore - Cavalcatura del Guerriero
1715,Battaglia per il Massiccio Roccianera
1716,Torre del Mago della Riva Dispersa
1717,Cortile d'Animazione
1718,Nazjatar
1719,Faglia del Terrore - Scenario Cavalcatura Stregone
1723,Valle Crestafredda
1726,
1728,Sale del Valore
1729,Occhio dell'Eternità - Cavalcatura del Mago (Versione corta)
