ID,Region,Looping,HolidayNameID,HolidayDescriptionID,Priority,CalendarFilterType,Flags,Duration[0],Duration[1],Duration[2],Duration[3],Duration[4],Duration[5],Duration[6],Duration[7],Duration[8],Duration[9],Date[0],Date[1],Date[2],Date[3],Date[4],Date[5],Date[6],Date[7],Date[8],Date[9],Date[10],Date[11],Date[12],Date[13],Date[14],Date[15],Date[16],Date[17],Date[18],Date[19],Date[20],Date[21],Date[22],Date[23],Date[24],Date[25],CalendarFlags[0],CalendarFlags[1],CalendarFlags[2],CalendarFlags[3],CalendarFlags[4],CalendarFlags[5],CalendarFlags[6],CalendarFlags[7],CalendarFlags[8],CalendarFlags[9],TextureFileDataID[0],TextureFileDataID[1],TextureFileDataID[2]
491,0,0,23,23,0,2,1,72,1776,0,0,0,0,0,0,0,0,128251904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
492,0,0,24,24,0,2,1,72,1776,0,0,0,0,0,0,0,0,128366592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
493,0,0,121,121,0,2,1,72,1776,0,0,0,0,0,0,0,0,129382400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
494,0,0,222,204,0,2,1,72,1776,0,0,0,0,0,0,0,0,127367168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
495,0,0,41,41,0,2,1,72,1776,0,0,0,0,0,0,0,0,129267712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
496,0,0,223,205,0,2,1,72,1776,0,0,0,0,0,0,0,0,128022528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
497,0,0,162,162,0,2,1,72,1776,0,0,0,0,0,0,0,0,127137792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
498,0,0,163,163,0,2,1,72,1776,0,0,0,0,0,0,0,0,127252480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,25,25,0,2,1,72,1776,0,0,0,0,0,0,0,0,129153024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
507,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,536855872,536856000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
508,0,0,0,0,0,-1,0,7,0,0,0,0,0,0,0,0,0,536855552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
509,0,0,229,188,0,-1,1,336,0,0,0,0,0,0,0,0,0,228883072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
514,0,0,231,188,0,-1,1,168,0,0,0,0,0,0,0,0,0,251755136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1084434,1084433,1084432
515,0,0,230,215,0,2,1,96,1752,0,0,0,0,0,0,0,0,129316864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
516,0,0,230,215,0,2,1,72,1776,0,0,0,0,0,0,0,0,128137216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
517,0,0,0,0,0,-1,0,7,0,0,0,0,0,0,0,0,0,536855680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
518,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,536855744,536855894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
519,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,536855808,536855936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
559,961,0,239,222,0,0,13,167,0,0,0,0,0,0,0,0,0,377584128,387152320,391444992,395704832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129674,1129673,1129672
560,961,0,240,223,0,0,1,165,0,0,0,0,0,0,0,0,0,274135552,275921408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129668,1129667,1129666
561,961,0,238,221,0,0,13,167,0,0,0,0,0,0,0,0,0,376928768,378944000,386038208,387267008,389085696,390330880,391559680,393345536,394574336,395819520,397605312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129680,1129679,1129678
562,961,0,237,220,0,0,13,167,0,0,0,0,0,0,0,0,0,377928192,388086208,392346112,396589504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129686,1129685,1129684
563,961,0,236,219,0,0,13,167,0,0,0,0,0,0,0,0,0,377813504,380959168,386382272,388200960,389429760,391215616,392460800,393689600,395475456,396704192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129671,1129670,1129669
564,961,0,235,218,0,0,1,165,0,0,0,0,0,0,0,0,0,274807296,276036096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129683,1129682,1129681
565,961,0,234,217,0,0,13,167,0,0,0,0,0,0,0,0,0,376814080,378714624,386038208,387381696,389315072,391215616,392575488,394459648,395819520,397720064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129677,1129676,1129675
566,0,0,233,188,0,-1,1,336,0,0,0,0,0,0,0,0,0,262404736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1084434,1084433,1084432
587,961,0,239,224,0,0,13,167,0,0,0,0,0,0,0,0,0,378829312,388430336,393230848,397490624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1304688,1304687,1304686
589,0,0,241,188,0,-1,1,336,0,0,0,0,0,0,0,0,0,279181952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1084434,1084433,1084432
590,991,0,242,188,0,-1,3,504,0,0,0,0,0,0,0,0,0,279181952,295959168,312736384,329366016,346045056,363051648,379681408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084434,1084433,1084432
591,961,0,243,225,0,0,13,167,0,0,0,0,0,0,0,0,0,278280704,280181184,285718976,287652352,289552896,290896384,292796928,294697472,296040896,302135744,303479232,305412608,307313152,308673024,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467047,1467046,1467045
592,961,0,244,226,0,0,13,167,0,0,0,0,0,0,0,0,0,377698816,379599360,380844480,386152896,387381696,389200384,390445568,392231424,393460224,394689024,396474816,397720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467050,1467049,1467048
593,4,0,240,223,0,0,1,165,0,0,0,0,0,0,0,0,0,274152000,275937856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129668,1129667,1129666
594,24,0,240,223,0,0,1,165,0,0,0,0,0,0,0,0,0,274168256,275954112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129668,1129667,1129666
595,2,0,240,223,0,0,1,165,0,0,0,0,0,0,0,0,0,274168320,275954176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129668,1129667,1129666
596,4,0,235,218,0,0,1,165,0,0,0,0,0,0,0,0,0,274823744,276052544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129683,1129682,1129681
597,24,0,235,218,0,0,1,165,0,0,0,0,0,0,0,0,0,274840000,276068800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129683,1129682,1129681
598,2,0,235,218,0,0,1,165,0,0,0,0,0,0,0,0,0,274840064,276068864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129683,1129682,1129681
599,4,0,234,217,0,0,13,167,0,0,0,0,0,0,0,0,0,376830528,378731072,386054464,387987776,389331328,391231872,392591744,394475904,396376384,397736256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129677,1129676,1129675
600,24,0,234,217,0,0,13,167,0,0,0,0,0,0,0,0,0,376846784,378747328,386070976,388004288,389347776,391248320,392608192,394492352,396392896,397752768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129677,1129676,1129675
601,2,0,234,217,0,0,13,167,0,0,0,0,0,0,0,0,0,376846848,378747392,386071040,388004352,389347840,391248384,392608256,394492416,396392960,397752832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129677,1129676,1129675
602,4,0,236,219,0,0,13,167,0,0,0,0,0,0,0,0,0,376486464,377829952,386939200,388217152,389446016,391231872,392477056,393705856,395491712,396720448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129671,1129670,1129669
603,24,0,236,219,0,0,13,167,0,0,0,0,0,0,0,0,0,376502720,377846208,386955712,388233664,389462464,391248320,392493504,393722304,395508160,396736960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129671,1129670,1129669
604,2,0,236,219,0,0,13,167,0,0,0,0,0,0,0,0,0,376502784,377846272,370178560,388233728,389462528,391248384,392493568,393722368,395508224,396737024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129671,1129670,1129669
605,4,0,243,225,0,0,13,165,0,0,0,0,0,0,0,0,0,278297152,280197632,286276096,287668736,289569344,290912832,292813376,294713920,296057344,302152192,303495680,305429056,307329600,308689472,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467047,1467046,1467045
606,24,0,243,225,0,0,13,165,0,0,0,0,0,0,0,0,0,278313408,280213952,286292416,287685056,289585600,290929088,292829632,294730176,296073664,302168512,304101824,305445312,307345856,308705728,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467047,1467046,1467045
607,2,0,243,225,0,0,13,165,0,0,0,0,0,0,0,0,0,278313472,280214016,286292480,287685120,289585664,290929152,292829696,294730240,296073728,302168576,304101888,305445376,307345920,308705792,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467047,1467046,1467045
610,4,0,238,221,0,0,13,167,0,0,0,0,0,0,0,0,0,376945216,378960448,386054464,387283264,389101952,390347136,391575936,393361792,394590592,396376384,397621568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129680,1129679,1129678
611,24,0,238,221,0,0,13,167,0,0,0,0,0,0,0,0,0,377502144,378976704,386070976,387299776,389118400,390363584,391592384,393378240,394607040,396392896,397638080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129680,1129679,1129678
612,2,0,238,221,0,0,13,167,0,0,0,0,0,0,0,0,0,377502208,378976768,386071040,387299840,389118464,390363648,391592448,393378304,394607104,396392960,397638144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129680,1129679,1129678
613,4,0,244,226,0,0,13,191,0,0,0,0,0,0,0,0,0,377715264,379615808,380860736,386152768,387987776,389216640,390461824,392247680,393476480,394705280,396491072,397736256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467050,1467049,1467048
614,24,0,244,226,0,0,13,167,0,0,0,0,0,0,0,0,0,377731520,379632064,380877248,386185664,388004288,389233088,390478272,392264128,393492928,394721728,396507584,397736384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467050,1467049,1467048
615,2,0,244,226,0,0,13,167,0,0,0,0,0,0,0,0,0,377731584,379632128,380877312,386185728,388004352,389233152,390478336,392264192,393492992,394721792,396507648,397752832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467050,1467049,1467048
616,4,0,237,220,0,0,13,167,0,0,0,0,0,0,0,0,0,377944640,388102464,392362368,396605760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129686,1129685,1129684
617,24,0,237,220,0,0,13,167,0,0,0,0,0,0,0,0,0,377960896,388118976,392378816,396622272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129686,1129685,1129684
618,2,0,237,220,0,0,13,167,0,0,0,0,0,0,0,0,0,377960960,388119040,392378880,396622336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129686,1129685,1129684
622,4,0,239,222,0,0,13,167,0,0,0,0,0,0,0,0,0,377600576,387168576,391461248,395721088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129674,1129673,1129672
623,24,0,239,222,0,0,13,167,0,0,0,0,0,0,0,0,0,377616832,387185088,391444928,395737536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129674,1129673,1129672
624,2,0,239,222,0,0,13,167,0,0,0,0,0,0,0,0,0,377616896,387185152,391477760,395737600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129674,1129673,1129672
628,4,0,239,224,0,0,13,167,0,0,0,0,0,0,0,0,0,378845760,388446592,393247104,397506880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1304688,1304687,1304686
629,24,0,239,224,0,0,13,167,0,0,0,0,0,0,0,0,0,378862016,388463040,393263552,397523392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1304688,1304687,1304686
630,2,0,239,224,0,0,13,167,0,0,0,0,0,0,0,0,0,378862080,388463104,393263616,397523456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1304688,1304687,1304686
634,0,0,245,230,10,-1,1,24,0,0,0,0,0,0,0,0,0,521517056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1574966,0,0
635,0,0,246,227,10,-1,1,24,0,0,0,0,0,0,0,0,0,523696128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1572479,0,0
638,0,0,248,229,10,-1,1,72,0,0,0,0,0,0,0,0,0,520435712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1574965,1574964,1574963
642,0,0,249,231,10,-1,1,72,0,0,0,0,0,0,0,0,0,525432832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1572478,1572477,1572476
643,961,0,239,237,0,0,13,167,0,0,0,0,0,0,0,0,0,379713984,389315072,393574912,397834688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1530590,1530589,1530588
644,0,0,250,232,10,-1,1,72,0,0,0,0,0,0,0,0,0,522467328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1574970,1574969,1580529
645,0,0,251,233,10,-1,1,72,0,0,0,0,0,0,0,0,0,524449792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1572475,1572474,1572473
646,0,0,252,234,10,-1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1574967,0,0
647,0,0,253,235,10,-1,1,24,0,0,0,0,0,0,0,0,0,523319296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1572472,0,0
648,0,0,254,236,10,-1,1,24,0,0,0,0,0,0,0,0,0,524728320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1572471,0,0
