Name_lang,Description_lang,ID,GarrTalentTreeID,Tier,UiOrder,IconFileDataID,PlayerConditionID,GarrAbilityID,Flags,TalentType,PrerequisiteTalentID,ResearchCostSource,ActiveDurationSecs,GarrTalentSocketPropertiesID
Natural Legend,Increase the number of Legendary items you can equip by ${$a898}.,357,107,5,0,1045105,41961,0,0,0,0,0,0,0
Dark Bargain,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.,358,110,0,0,538039,41962,0,0,0,0,0,0,0
Summon Doomguard,"Enables the Summon Doomguard ability, which increases the success chance of the first mission you send each day by ${$a616}%.",359,110,0,1,615103,41962,500,0,0,0,0,0,0
Ritual of Summoning,"Enables the Ritual of Summoning ability for all missions, reducing mission duration by ${100-$a615*100}%.",360,110,1,1,136194,41955,499,0,0,0,0,0,0
Training Grounds,"Increases the maximum number of Imps, Wild Imps, Acolytes and Invokers you can recruit by ${$a614}.",361,110,2,0,538442,41958,498,0,0,0,0,0,0
Dark Mastery,"Newly recruited Black Harvest Acolytes become Black Harvest Invokers, which gain:

|TInterface\ICONS\ABILITY_WARLOCK_INFERNOGREEN.BLP:20:20:0:0|t |CffffffffRain of Fel Fire|R
$@garrabdesc485",362,110,3,1,236295,41959,0,0,0,0,0,0,0
Grim Harvest,Completing World Quests with a Combat Ally provides Order Resources.,363,110,4,1,537517,41960,746,0,0,0,0,0,0
Shadow Pact,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.,364,110,2,1,1032479,41958,0,0,0,0,0,0,0
Grimoire of Servitude,"Newly recruited Packs of Imps become Swarms of Wild Imps, which have:

|TInterface\ICONS\SPELL_SHADOW_ANTISHADOW.BLP:20:20:0:0|t |CffffffffDemonic Pact|R
$@garrabdesc497",365,110,3,0,460694,41959,0,0,0,0,0,0,0
Demonic Offering,"Grants you access to Ritual of Doom, allowing you and four compatriots to summon mighty demons in search of empowering magics and demonic treasures.",366,110,1,0,460696,41955,0,0,0,0,0,0,0
Seed of Corruption,Increases success chance of missions with |C00b3ffffMinions|R by ${$a1516}%.,367,110,4,0,136193,41960,1137,0,0,0,0,0,0
Legends of the Fel,Increase the number of Legendary items you can equip by ${$a898}.,368,110,5,0,615096,41961,0,0,0,0,0,0,0
Rugged Upgrades,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.,369,113,0,0,132168,41962,0,0,0,0,0,0,0
Long Range,"Enables the Long Range ability, which increases the success chance of the first mission you send each day by ${$a707}%.",370,113,0,1,1392555,41962,584,0,0,0,0,0,0
Disengage,"Enables the Disengage ability for all missions, which increases success chance of missions with |C00b3ffffHazards|R by ${$a787}%.",371,113,1,1,132294,41955,661,0,0,0,0,0,0
Sturdy Tents,"Increases the maximum number of Archers, Marksmen, Trackers and Pathfinders you can recruit by ${$a708}.",372,113,2,0,236200,41958,585,0,0,0,0,0,0
Keen Eye,"Newly recruited Squads of Archers become Unseen Marksmen, increasing their chance of mission success by ${$a634-$a633}%.",373,113,3,0,132177,41959,0,0,0,0,0,0,0
Wild Calling,"Newly recruited Bands of Trackers become Pathfinders which gain:

|TInterface\ICONS\SPELL_FIRE_FLARE.BLP:20:20:0:0|t |CffffffffFlare|R
$@garrabdesc520",374,113,3,1,133208,41959,0,0,0,0,0,0,0
Eagle Ally,"Allows access to the Eagle Flight Network, a number of flight paths scattered across the Broken Isles.",375,113,1,0,1392564,41955,0,0,0,0,0,0,0
Foraging,Completing World Quests with a Combat Ally provides Order Resources.,376,113,4,1,135904,41960,786,0,0,0,0,0,0
Unseen Path,Allows you to place a work order for 1 of your 3 weekly Seals of Broken Fate in exchange for Order Resources.,377,113,4,0,461118,41960,0,0,0,0,0,0,0
Fletchery,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.,378,113,2,1,236204,41958,0,0,0,0,0,0,0
Legends of the Wild,Increase the number of Legendary items you can equip by ${$a898}.,379,113,5,0,538771,41961,0,0,0,0,0,0,0
Arcane Provenance,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.,380,116,0,0,252267,41962,0,0,0,0,0,0,0
Frost Nova,"Enables the Frost Nova ability, which increases the success chance of the first mission you send each day by ${$a710}% if that mission has |C00b3ffffMinions|R.",381,116,0,1,135848,41962,587,0,0,0,0,0,0
Blink,"Enables the Blink ability for all missions, reducing mission duration by ${100-$a712*100}%.",382,116,1,1,135736,41955,589,0,0,0,0,0,0
Arcane Library,"Increases the maximum number of Water Elementals, Arcane Golems, Tirisgarde Apprentices and Kirin Tor Invokers you can recruit by ${$a711}.",383,116,2,0,354435,41958,588,0,0,0,0,0,0
Elemental Power,"Newly recruited Water Elementals become Arcane Golems, increasing their chance of mission success by ${$a677-$a676}%.",384,116,3,0,651082,41959,0,0,0,0,0,0,0
Higher Learning,"Newly recruited Tirisgarde Apprentices become Kirin Tor Invokers which gain:

|TInterface\ICONS\SPELL_NATURE_ENCHANTARMOR.BLP:20:20:0:0|t |CffffffffPresence of Mind|R
$@garrabdesc552",385,116,3,1,236225,41959,0,0,0,0,0,0,0
Teleportation Nexus,"Grants access to the Teleportation Nexus, an array of portals distributed across the Broken Isles, allowing you to quickly move around the world.",386,116,1,0,237509,41955,0,0,0,0,0,0,0
Arcane Divination,Allows you to place a work order for 1 of your 3 weekly Seals of Broken Fate in exchange for Order Resources.,387,116,4,1,609814,41960,0,0,0,0,0,0,0
Arcane Intuition,Quests grant you bonus resources while you have a Combat Ally active.,388,116,4,0,610679,41960,1134,0,0,0,0,0,0
Arcane Armaments,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.,389,116,2,1,135752,41958,0,0,0,0,0,0,0
Legends of the Tirisgarde,Increase the number of Legendary items you can equip by ${$a898}.,390,116,5,0,895887,41961,0,0,0,0,0,0,0
Light's Favor,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.,391,119,0,0,589117,41962,0,0,0,0,0,0,0
Blessing of Kings,"Enables the Blessing of Kings ability, which increases the success chance of the first mission you send each day by ${$a718}%.",392,119,0,1,135993,41962,595,0,0,0,0,0,0
Righteous Blessing,"Enables the Righteous Blessing ability for all missions, which increases success chance of missions with |C00b3ffffMinions|R by ${$a716}%.",393,119,1,1,1030099,41955,593,0,0,0,0,0,0
Argent Call,"Increase the maximum number of Squires, Shieldbearers, Knights and Templar you can recruit by ${$a717}.",394,119,2,0,236690,41958,594,0,0,0,0,0,0
As One,"Newly recruited Squads of Squires become a Shieldbearer Phalanx, increasing their chance of mission success by ${$a638-$a637}%.",395,119,3,0,1278391,41959,0,0,0,0,0,0,0
Templar of the Silver Hand,"Newly recruited Silver Hand Knights become Silver Hand Templars which gain:

|TInterface\ICONS\SPELL_HOLY_HEROISM.BLP:20:20:0:0|t |CffffffffGuardians of Kings|R
$@garrabdesc562",396,119,3,1,237547,41959,0,0,0,0,0,0,0
Argent Steed,"Grants access to the Argent Charger Hitching Post once a day, allowing you to summon a Charger which allows you to perform mounted combat for a short duration.",397,119,1,0,1360759,41955,0,0,0,0,0,0,0
Holy Purpose,Allows you to place a work order for 1 of your 3 weekly Seals of Broken Fate in exchange for Order Resources.,398,119,4,1,135909,41960,0,0,0,0,0,0,0
Grand Crusade,Quests grant you bonus resources while you have a Combat Ally active.,399,119,4,0,1360760,41960,1132,0,0,0,0,0,0
Plowshares to Swords,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.,400,119,2,1,1030096,41958,0,0,0,0,0,0,0
Legends of the Righteous,Increase the number of Legendary items you can equip by ${$a898}.,401,119,5,0,135965,41961,0,0,0,0,0,0,0
Odyn's Favor,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.,402,122,0,0,132275,41962,0,0,0,0,0,0,0
Rallying Cry,"Enables the Rallying Cry ability, which increases the success chance of the first mission you send each day by ${$a719}% per troop Vitality.",403,122,0,1,236317,41962,596,0,0,0,0,0,0
Forced March,"Enables the Forced March ability for all missions, reducing mission duration by ${100-$a720*100}%.",404,122,1,1,132277,41955,597,0,0,0,0,0,0
Abundant Valor,"Increases the maximum number of Valarjar Aspirants, Stormforged Valarjar, Shieldmaiden Warbands and Valkyra Shieldmaidens you can recruit by ${$a721}.",405,122,2,0,132351,41958,598,0,0,0,0,0,0
Trial by Fire,"Newly recruited Valajar Aspirants become Stormforged Valarjar, increasing their chance of mission success by ${$a725-$a722}%.",406,122,3,0,132346,41959,0,0,0,0,0,0,0
Ascension,"Newly recruited Shieldmaiden Warbands become Valkyra Shieldmaidens, which gain:

|TInterface\ICONS\Ability_Paladin_TowerofLight.blp:20:20:0:0|t |CffffffffFlight of the Valkyra|R
$@garrabdesc601",407,122,3,1,132339,41959,0,0,0,0,0,0,0
For Honor and Glory,Grants you the ability to see the Skyhold Chest of Riches within the perilous Circle of Glory.  Compete with your fellow Warriors for the chance to loot its riches once a week.,408,122,1,0,132334,41955,0,0,0,0,0,0,0
Spoils of War,Completing World Quests with a Combat Ally provides Order Resources.,409,122,4,1,236307,41960,747,0,0,0,0,0,0
Bladestorm,Increases success chance of missions with |C00b3ffffMinions|R by ${$a1514}%.,410,122,4,0,236303,41960,1136,0,0,0,0,0,0
Heavenly Forge,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.,411,122,2,1,1357798,41958,0,0,0,0,0,0,0
Legends of Ragnarok,Increase the number of Legendary items you can equip by ${$a898}.,412,122,5,0,460957,41961,0,0,0,0,0,0,0
Well Prepared,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.,413,125,0,0,607854,41962,0,0,0,0,0,0,0
The Hunt,"Enables The Hunt ability, which increases the success chance of the first mission you send each day by ${$a738}%.",414,125,0,1,1344654,41962,614,0,0,0,0,0,0
Vengeful Retreat,"Enables the Vengeful Retreat ability for all missions, which increases success chance of missions with |C00b3ffffMinions|R by ${$a740}%.",415,125,1,1,1348401,41955,616,0,0,0,0,0,0
Training Grounds,"Increases the maximum number of Ashtongue Warriors, Naga Myrmidon, Illidari Adepts and Transformed Illidari Adepts you can recruit by ${$a739}.",416,125,2,0,1380677,41958,615,0,0,0,0,0,0
Naga Myrmidons,Newly recruited Ashtongue Warriors become Naga Myrmidons increasing their chance of mission success by ${$a728-$a726}%.,417,125,3,0,1391617,41959,0,0,0,0,0,0,0
Demonic Power,"Newly recruited Illidari Adepts become Transformed Illidari Adepts which gain:

|TInterface\ICONS\ABILITY_WARLOCK_SHADOWFURYTGA.BLP:20:20:0:0|t |CffffffffDemon Form|R
$@garrabdesc606",418,125,3,1,1247262,41959,0,0,0,0,0,0,0
Twisting Nether,"Grants you access to Portal to the Twisting Nether, summoning a mighty demon that you and your allies may defeat for fortifying bonuses and potential treasure.",419,125,1,0,134544,41955,0,0,0,0,0,0,0
Focused War Effort,Allows you to place a work order for 1 of your 3 weekly Seals of Broken Fate in exchange for Order Resources.,420,125,4,1,1392947,41960,0,0,0,0,0,0,0
Fel Hammer's Wrath,Increases success chance of missions with |C00b3ffffMinions|R by ${$a716}%.,421,125,4,0,1247266,41960,1246,0,0,0,0,0,0
Fel Armaments,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.,422,125,2,1,1380365,41958,0,0,0,0,0,0,0
Demonic Fate,Increase the number of Legendary items you can equip by ${$a898}.,423,125,5,0,1247265,41961,0,0,0,0,0,0,0
Death's Boon,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.,424,128,0,0,1390941,41962,0,0,0,0,0,0,0
Swarm,"Enables the Swarm ability, which increases the success chance of the first mission you send each day by ${$a755}% when a Pack of Ghouls or Geist Swarm is on the mission.",425,128,0,1,237511,41962,631,0,0,0,0,0,0
Death's Advance,"Enables the Death's Advance ability for all missions, which increases the success chance for missions with |C00b3ffffHazards|R by ${$a754}%.",426,128,1,1,237561,41955,630,0,0,0,0,0,0
Call of the Grave,"Increases the maximum number of Ghouls, Geists, Knights and Ravagers you can recruit by ${$a753}.",427,128,2,0,1065381,41958,629,0,0,0,0,0,0
Construct Quarter,"Newly recruited Packs of Ghouls become Geist Swarms, increasing their chance of mission success by ${$a742-$a741}%.",428,128,3,0,1100170,41959,0,0,0,0,0,0,0
Live by the Sword,"Newly recruited Ebon Knights become Ebon Ravagers.  

Ebon Ravagers gain a random Specialization and can counter a |C00b3ffffBoss|R.",429,128,3,1,1392551,41959,0,0,0,0,0,0,0
Dark Horsemen,"Grants access to the Deathcharger Hitching Post once a day, used to summon a Deathcharger which allows you to perform mounted combat for a short duration.",430,128,1,0,524049,41955,0,0,0,0,0,0,0
Reanimation,"Successful missions have a chance to return a Pile of Bits and Bones which can be combined into Abominations.

Abominations increase success chance by ${$a650}% on missions with either |C00b3ffffHazards|R, |C00b3ffffSpells|R or |C00b3ffffMinions|R, chosen at random, in addition to:

|TInterface\ICONS\SPELL_DEATHKNIGHT_EXPLODE_GHOUL.BLP:20:20:0:0|t |CffffffffVile Aberration|R
$@garrabdesc778",431,128,4,1,136187,41960,782,0,0,0,0,0,0
Unholy Reclamation,Quests grant you bonus resources while you have a Combat Ally active.,432,128,4,0,135775,41960,1133,0,0,0,0,0,0
Brothers in Arms,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.,433,128,2,1,237512,41958,0,0,0,0,0,0,0
Legends from the Grave,Increase the number of Legendary items you can equip by ${$a898}.,434,128,5,0,879926,41961,0,0,0,0,0,0,0
Lucky Streak,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.,435,131,0,0,418250,41962,0,0,0,0,0,0,0
Sneak Attack,"Enables the Sneak Attack ability, which increases the success chance of the first mission you send each day by ${$a769}%.",436,131,0,1,1373907,41962,643,0,0,0,0,0,0
Assassination,"Enables the Assassination ability for all missions, which increases success chance of missions with |C00b3ffffMinions|R by ${$a770}%.",437,131,1,1,236173,41955,644,0,0,0,0,0,0
Prizefights,"Increases the maximum number of Bandits, Thieves, Pirates and Duelists you can recruit by ${$a771}.",438,131,2,0,1379239,41958,645,0,0,0,0,0,0
Defiant Legacy,"Newly recruited Bandits become Defias Thieves, which have:

|TInterface\ICONS\INV_MISC_BAG_11.BLP:20:20:0:0|t |CffffffffPick Pocket|R
$@garrabdesc634",439,131,3,0,1373912,41959,0,0,0,0,0,0,0
Crimson Sails,"Newly recruited Pirates become Uncrowned Duelists, which gain:

|TInterface\ICONS\ABILITY_PARRY.BLP:20:20:0:0|t |CffffffffEn Garde|R
$@garrabdesc635",440,131,3,1,1269440,41959,0,0,0,0,0,0,0
The Vault,"Grants a chance for Champions on successful missions to return with a Vault Ticket.

Vault Tickets grant you permission to loot a random reward from the Uncrowned Vault once a week, containing riches beyond your wildest dreams.",441,131,1,0,1269443,41955,789,0,0,0,0,0,0
Under the Table,Completing World Quests with a Combat Ally provides Order Resources.,442,131,4,1,132092,41960,783,0,0,0,0,0,0
Plunder,Allows you to place a work order for 1 of your 3 weekly Seals of Broken Fate in exchange for Order Resources.,443,131,4,0,1398087,41960,0,0,0,0,0,0,0
Weapons Smuggler,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.,444,131,2,1,840720,41958,0,0,0,0,0,0,0
Armed to the Teeth,Increase the number of Legendary items you can equip by ${$a898}.,445,131,5,0,1398088,41961,0,0,0,0,0,0,0
Divine Fate,Increases the chance for quest rewards to get a rare or epic Bonus Upgrade from non-repeatable quests.,446,134,0,0,135976,41962,0,0,0,0,0,0,0
Daily Prayers,"Enables the Daily Prayers ability, which increases the success chance of the first mission you send each day by ${$a785}%.",447,134,0,1,237539,41962,659,0,0,0,0,0,0
Tithe,Completing World Quests with a Combat Ally provides Order Resources.,448,134,4,1,1022951,41960,784,0,0,0,0,0,0
Communal Living,"Increases the maximum number of Acolytes, Paragons, Zealots and Dark Zealots you can recruit by ${$a784}.",449,134,2,0,135946,41958,658,0,0,0,0,0,0
Inquisition,"Newly recruited Acolytes become Paragons, increasing their chance of mission success by ${$a774-$a773}%.",450,134,3,0,633042,41959,0,0,0,0,0,0,0
Shadow Heresy,"Newly recruited Zealots become Dark Zealots, which gain:

|TInterface\ICONS\ABILITY_WARLOCK_SOULSWAP.BLP:20:20:0:0|t |CffffffffSoul Reapers|R
$@garrabdesc650",451,134,3,1,1022944,41959,0,0,0,0,0,0,0
Altars of Blessing,"Grants you permission to access either the Light Well or the Shadow Well once a day.

Praying to either of these Altars will grant valuable bonuses to assist you while questing in the Broken Isles.",452,134,1,0,135923,41955,0,0,0,0,0,0,0
Pain Suppression,"Enables the Pain Suppression ability for all missions, granting a chance for a random troop to not take ${$a786} vitality damage.",453,134,1,1,135936,41955,660,0,0,0,0,0,0
Blessed Seals,Allows you to place a work order for 1 of your 3 weekly Seals of Broken Fate in exchange for Order Resources.,454,134,4,0,135914,41960,0,0,0,0,0,0,0
Armaments of Light,Allows you to place work orders for Champion armaments or equipment in exchange for Order Resources.,455,134,2,1,632352,41958,0,0,0,0,0,0,0
Armed by Faith,Increase the number of Legendary items you can equip by ${$a898}.,456,134,5,0,1022949,41961,0,0,0,0,0,0,0
Silver Hand Crusaders,"You are now able to recruit Silver Hand Crusaders, a powerful troop type.

Silver Hand Crusaders have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\ACHIEVEMENT_REPUTATION_ARGENTCRUSADER.BLP:20:20:0:0|t |CffffffffThundering Assault|R
$@garrabdesc889",480,119,6,0,1134001,48550,0,0,0,0,0,0,0
Roster of Champions,$@garrabdesc892,481,119,6,1,571558,48550,0,0,0,0,0,0,0
Guardians of the Kirin Tor,"You are now able to recruit Kirin Tor Guardians, a powerful troop type.

Guardians have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\SPELL_MAGE_TEMPORALSHIELD.BLP:20:20:0:0|t |CffffffffPrismatic Armor|R
$@garrabdesc876",483,116,6,0,610472,48550,0,0,0,0,0,0,0
Roster of Champions,$@garrabdesc892,484,116,6,1,1387356,48550,0,0,0,0,0,0,0
Frost and Death,"You are now able to recruit Ebon Knight Frostreavers, a powerful troop type.

Frostreavers have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\artifactability_FrostMage_Ebonbolt.blp:20:20:0:0|t |CffffffffFrost Reaver|R
$@garrabdesc877",486,128,6,0,236699,48550,0,0,0,0,0,0,0
Roster of Champions,$@garrabdesc892,487,128,6,1,636332,48550,0,0,0,0,0,0,0
Blades of Death,"You are now able to recruit Shivarra, a powerful troop type.

Shivarra have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\INV_WEAPON_SHORTBLADE_31.BLP:20:20:0:0|t |CffffffffShattering Blades|R
$@garrabdesc885",489,125,6,0,615148,48550,0,0,0,0,0,0,0
Roster of Champions,$@garrabdesc892,490,125,6,1,236299,48550,0,0,0,0,0,0,0
Wardens of the Grove,"You are now able to recruit Dreamgrove Wardens, a powerful troop type.

Dreamgrove Wardens have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\SPELL_NATURE_MOONGLOW.BLP:20:20:0:0|t |CffffffffStars Fury|R
$@garrabdesc879",492,107,6,0,1387709,48550,0,0,0,0,0,0,0
Roster of Champions,$@garrabdesc892,493,107,6,1,1396983,48550,0,0,0,0,0,0,0
Born of the Night,"You are now able to recruit Nightborne Hunters, a powerful troop type.

Nightborne Hunters have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\ABILITY_ROGUE_MASTEROFSUBTLETY.BLP:20:20:0:0|t |CffffffffShadow Assault|R
$@garrabdesc884",495,113,6,0,1525722,48550,0,0,0,0,0,0,0
Roster of Champions,$@garrabdesc892,496,113,6,1,1036119,48550,0,0,0,0,0,0,0
Masters of the Path,"You are now able to recruit Masters of Serenity, a powerful troop type.

Masters of Serenity have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\ABILITY_MONK_SERENITY.blp:20:20:0:0|t |CffffffffSerene Strike|R
$@garrabdesc891",498,4,6,0,1381296,48550,0,0,0,0,0,0,0
Roster of Champions,$@garrabdesc892,499,4,6,1,613397,48550,0,0,0,0,0,0,0
Hooded Priests,"You are now able to recruit Hooded Priests, a powerful troop type.

Hooded Priests have a random Ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\INV_MISC_HERB_WHISPERVINE.BLP:20:20:0:0|t |CffffffffWhispers of Death|R
$@garrabdesc888",501,134,6,0,237568,48550,0,0,0,0,0,0,0
Roster of Champions,$@garrabdesc892,502,134,6,1,1060983,48550,0,0,0,0,0,0,0
Ravenholdt's Finest,"You are now able to recruit Ravenholdt Assassins, a powerful troop type.

Ravenholdt Assassins have a random ability and can counter either |C00b3ffffMinions|R, |C00b3ffffSpells|R or |C00b3ffffHazards|R, in addition to:

|TInterface\ICONS\INV_Helm_Cloth_ShadowmoonClan_B_01.blp:20:20:0:0|t |CffffffffShadow Death|R
$@garrabdesc890",504,131,6,0,1394887,48550,0,0,0,0,0,0,0
