ID,DifficultyID,JournalEncounterItemID
1057,1,9601
1058,2,9601
1059,3,9601
1060,4,9601
1061,5,9601
1062,6,9601
1063,1,9602
1064,2,9602
1065,3,9602
1066,4,9602
1067,5,9602
1068,6,9602
1069,1,9603
1070,2,9603
1071,3,9603
1072,4,9603
1073,5,9603
1074,6,9603
1075,1,9604
1076,2,9604
1077,3,9604
1078,4,9604
1079,5,9604
1080,6,9604
1081,1,9605
1082,2,9605
1083,3,9605
1084,4,9605
1085,5,9605
1086,6,9605
1087,1,9606
1088,2,9606
1089,3,9606
1090,4,9606
1091,5,9606
1092,6,9606
1093,1,9607
1094,2,9607
1095,3,9607
1096,4,9607
1097,5,9607
1098,6,9607
1099,1,9608
1100,2,9608
1101,3,9608
1102,4,9608
1103,5,9608
1104,6,9608
1105,1,9609
1106,2,9609
1107,3,9609
1108,4,9609
1109,5,9609
1110,6,9609
1111,1,9610
1112,2,9610
1113,3,9610
1114,4,9610
1115,5,9610
1116,6,9610
1117,1,9611
1118,2,9611
1119,3,9611
1120,4,9611
1121,5,9611
1122,6,9611
1123,1,9612
1124,2,9612
1125,3,9612
1126,4,9612
1127,5,9612
1128,6,9612
1129,1,9613
1130,2,9613
1131,3,9613
1132,4,9613
1133,5,9613
1134,6,9613
1135,1,9614
1136,2,9614
1137,3,9614
1138,4,9614
1139,5,9614
1140,6,9614
1141,1,9615
1142,2,9615
1143,3,9615
1144,4,9615
1145,5,9615
1146,6,9615
1147,1,9616
1148,2,9616
1149,3,9616
1150,4,9616
1151,5,9616
1152,6,9616
1153,1,9617
1154,2,9617
1155,3,9617
1156,4,9617
1157,5,9617
1158,6,9617
1159,1,9618
1160,2,9618
1161,3,9618
1162,4,9618
1163,5,9618
1164,6,9618
1165,1,9619
1166,2,9619
1167,3,9619
1168,4,9619
1169,5,9619
1170,6,9619
1171,1,9620
1172,2,9620
1173,3,9620
1174,4,9620
1175,5,9620
1176,6,9620
1177,1,9621
1178,2,9621
1179,3,9621
1180,4,9621
1181,5,9621
1182,6,9621
1183,1,9622
1184,2,9622
1185,3,9622
1186,4,9622
1187,5,9622
1188,6,9622
1189,1,9623
1190,2,9623
1191,3,9623
1192,4,9623
1193,5,9623
1194,6,9623
1195,1,9624
1196,2,9624
1197,3,9624
1198,4,9624
1199,5,9624
1200,6,9624
1201,1,9625
1202,2,9625
1203,3,9625
1204,4,9625
1205,5,9625
1206,6,9625
1207,1,9626
1208,2,9626
1209,3,9626
1210,4,9626
1211,5,9626
1212,6,9626
1213,1,9627
1214,2,9627
1215,3,9627
1216,4,9627
1217,5,9627
1218,6,9627
1219,1,9628
1220,2,9628
1221,3,9628
1222,4,9628
1223,5,9628
1224,6,9628
1225,1,9630
1226,2,9630
1227,3,9630
1228,4,9630
1229,5,9630
1230,6,9630
1231,1,9631
1232,2,9631
1233,3,9631
1234,4,9631
1235,5,9631
1236,6,9631
1237,1,9636
1238,2,9636
1239,3,9636
1240,4,9636
1241,5,9636
1242,6,9636
1243,1,9642
1244,2,9642
1245,3,9642
1246,4,9642
1247,5,9642
1248,6,9642
1249,1,9644
1250,2,9644
1251,3,9644
1252,4,9644
1253,5,9644
1254,6,9644
1255,1,9645
1256,2,9645
1257,3,9645
1258,4,9645
1259,5,9645
1260,6,9645
1261,1,9646
1262,2,9646
1263,3,9646
1264,4,9646
1265,5,9646
1266,6,9646
1267,1,9648
1268,2,9648
1269,3,9648
1270,4,9648
1271,5,9648
1272,6,9648
1273,1,9649
1274,2,9649
1275,3,9649
1276,4,9649
1277,5,9649
1278,6,9649
1279,1,9651
1280,2,9651
1281,3,9651
1282,4,9651
1283,5,9651
1284,6,9651
1285,1,9652
1286,2,9652
1287,3,9652
1288,4,9652
1289,5,9652
1290,6,9652
1291,1,9653
1292,2,9653
1293,3,9653
1294,4,9653
1295,5,9653
1296,6,9653
1297,1,9654
1298,2,9654
1299,3,9654
1300,4,9654
1301,5,9654
1302,6,9654
1303,1,9657
1304,2,9657
1305,3,9657
1306,4,9657
1307,5,9657
1308,6,9657
1309,1,9659
1310,2,9659
1311,3,9659
1312,4,9659
1313,5,9659
1314,6,9659
1315,1,9662
1316,2,9662
1317,3,9662
1318,4,9662
1319,5,9662
1320,6,9662
1321,1,9663
1322,2,9663
1323,3,9663
1324,4,9663
1325,5,9663
1326,6,9663
1327,1,9664
1328,2,9664
1329,3,9664
1330,4,9664
1331,5,9664
1332,6,9664
1333,1,9665
1334,2,9665
1335,3,9665
1336,4,9665
1337,5,9665
1338,6,9665
1339,1,9666
1340,2,9666
1341,3,9666
1342,4,9666
1343,5,9666
1344,6,9666
1345,1,9667
1346,2,9667
1347,3,9667
1348,4,9667
1349,5,9667
1350,6,9667
1351,1,9668
1352,2,9668
1353,3,9668
1354,4,9668
1355,5,9668
1356,6,9668
1357,1,9669
1358,2,9669
1359,3,9669
1360,4,9669
1361,5,9669
1362,6,9669
1363,1,9670
1364,2,9670
1365,3,9670
1366,4,9670
1367,5,9670
1368,6,9670
1369,1,9671
1370,2,9671
1371,3,9671
1372,4,9671
1373,5,9671
1374,6,9671
1375,1,9672
1376,2,9672
1377,3,9672
1378,4,9672
1379,5,9672
1380,6,9672
1381,1,9673
1382,2,9673
1383,3,9673
1384,4,9673
1385,5,9673
1386,6,9673
1387,1,9674
1388,2,9674
1389,3,9674
1390,4,9674
1391,5,9674
1392,6,9674
1393,1,9675
1394,2,9675
1395,3,9675
1396,4,9675
1397,5,9675
1398,6,9675
1399,1,9676
1400,2,9676
1401,3,9676
1402,4,9676
1403,5,9676
1404,6,9676
1405,1,9677
1406,2,9677
1407,3,9677
1408,4,9677
1409,5,9677
1410,6,9677
1411,1,9678
1412,2,9678
1413,3,9678
1414,4,9678
1415,5,9678
1416,6,9678
1417,1,9679
1418,2,9679
1419,3,9679
1420,4,9679
1421,5,9679
1422,6,9679
1423,1,9680
1424,2,9680
1425,3,9680
1426,4,9680
1427,5,9680
1428,6,9680
1429,1,9681
1430,2,9681
1431,3,9681
1432,4,9681
1433,5,9681
1434,6,9681
1435,1,9682
1436,2,9682
1437,3,9682
1438,4,9682
1439,5,9682
1440,6,9682
1441,1,9683
1442,2,9683
1443,3,9683
1444,4,9683
1445,5,9683
1446,6,9683
1447,1,9684
1448,2,9684
1449,3,9684
1450,4,9684
1451,5,9684
1452,6,9684
1453,1,9685
1454,2,9685
1455,3,9685
1456,4,9685
1457,5,9685
1458,6,9685
1459,1,9686
1460,2,9686
1461,3,9686
1462,4,9686
1463,5,9686
1464,6,9686
1465,1,9687
1466,2,9687
1467,3,9687
1468,4,9687
1469,5,9687
1470,6,9687
1471,1,9688
1472,2,9688
1473,3,9688
1474,4,9688
1475,5,9688
1476,6,9688
1477,1,9689
1478,2,9689
1479,3,9689
1480,4,9689
1481,5,9689
1482,6,9689
1483,1,9690
1484,2,9690
1485,3,9690
1486,4,9690
1487,5,9690
1488,6,9690
1489,1,9691
1490,2,9691
1491,3,9691
1492,4,9691
1493,5,9691
1494,6,9691
1495,1,9692
1496,2,9692
1497,3,9692
1498,4,9692
1499,5,9692
1500,6,9692
1501,1,9693
1502,2,9693
1503,3,9693
1504,4,9693
1505,5,9693
1506,6,9693
1507,1,9694
1508,2,9694
1509,3,9694
1510,4,9694
1511,5,9694
1512,6,9694
1513,1,9695
1514,2,9695
1515,3,9695
1516,4,9695
1517,5,9695
1518,6,9695
1519,1,9696
1520,2,9696
1521,3,9696
1522,4,9696
1523,5,9696
1524,6,9696
1525,1,9697
1526,2,9697
1527,3,9697
1528,4,9697
1529,5,9697
1530,6,9697
1531,1,9698
1532,2,9698
1533,3,9698
1534,4,9698
1535,5,9698
1536,6,9698
1537,1,9699
1538,2,9699
1539,3,9699
1540,4,9699
1541,5,9699
1542,6,9699
1543,1,9700
1544,2,9700
1545,3,9700
1546,4,9700
1547,5,9700
1548,6,9700
1549,1,9701
1550,2,9701
1551,3,9701
1552,4,9701
1553,5,9701
1554,6,9701
1555,1,9702
1556,2,9702
1557,3,9702
1558,4,9702
1559,5,9702
1560,6,9702
1561,1,9703
1562,2,9703
1563,3,9703
1564,4,9703
1565,5,9703
1566,6,9703
1567,1,9704
1568,2,9704
1569,3,9704
1570,4,9704
1571,5,9704
1572,6,9704
1573,1,9705
1574,2,9705
1575,3,9705
1576,4,9705
1577,5,9705
1578,6,9705
1579,1,9706
1580,2,9706
1581,3,9706
1582,4,9706
1583,5,9706
1584,6,9706
1585,1,9707
1586,2,9707
1587,3,9707
1588,4,9707
1589,5,9707
1590,6,9707
1591,1,9708
1592,2,9708
1593,3,9708
1594,4,9708
1595,5,9708
1596,6,9708
1597,1,9719
1598,2,9719
1599,3,9719
1600,4,9719
1601,5,9719
1602,6,9719
1603,1,9720
1604,2,9720
1605,3,9720
1606,4,9720
1607,5,9720
1608,6,9720
1609,1,9723
1610,2,9723
1611,3,9723
1612,4,9723
1613,5,9723
1614,6,9723
1615,1,9730
1616,2,9730
1617,3,9730
1618,4,9730
1619,5,9730
1620,6,9730
1621,1,9731
1622,2,9731
1623,3,9731
1624,4,9731
1625,5,9731
1626,6,9731
1627,1,9732
1628,2,9732
1629,3,9732
1630,4,9732
1631,5,9732
1632,6,9732
1633,1,9733
1634,2,9733
1635,3,9733
1636,4,9733
1637,5,9733
1638,6,9733
1639,1,9734
1640,2,9734
1641,3,9734
1642,4,9734
1643,5,9734
1644,6,9734
1645,1,9735
1646,2,9735
1647,3,9735
1648,4,9735
1649,5,9735
1650,6,9735
1651,1,9736
1652,2,9736
1653,3,9736
1654,4,9736
1655,5,9736
1656,6,9736
1657,1,9737
1658,2,9737
1659,3,9737
1660,4,9737
1661,5,9737
1662,6,9737
1663,1,9738
1664,2,9738
1665,3,9738
1666,4,9738
1667,5,9738
1668,6,9738
1669,1,9739
1670,2,9739
1671,3,9739
1672,4,9739
1673,5,9739
1674,6,9739
1675,1,9740
1676,2,9740
1677,3,9740
1678,4,9740
1679,5,9740
1680,6,9740
1681,1,9741
1682,2,9741
1683,3,9741
1684,4,9741
1685,5,9741
1686,6,9741
1687,1,9742
1688,2,9742
1689,3,9742
1690,4,9742
1691,5,9742
1692,6,9742
1693,1,9743
1694,2,9743
1695,3,9743
1696,4,9743
1697,5,9743
1698,6,9743
1699,1,9744
1700,2,9744
1701,3,9744
1702,4,9744
1703,5,9744
1704,6,9744
1705,1,9745
1706,2,9745
1707,3,9745
1708,4,9745
1709,5,9745
1710,6,9745
1711,1,9746
1712,2,9746
1713,3,9746
1714,4,9746
1715,5,9746
1716,6,9746
1717,1,9747
1718,2,9747
1719,3,9747
1720,4,9747
1721,5,9747
1722,6,9747
1723,1,9748
1724,2,9748
1725,3,9748
1726,4,9748
1727,5,9748
1728,6,9748
1729,1,9749
1730,2,9749
1731,3,9749
1732,4,9749
1733,5,9749
1734,6,9749
1735,1,9750
1736,2,9750
1737,3,9750
1738,4,9750
1739,5,9750
1740,6,9750
1741,1,9751
1742,2,9751
1743,3,9751
1744,4,9751
1745,5,9751
1746,6,9751
1747,1,9752
1748,2,9752
1749,3,9752
1750,4,9752
1751,5,9752
1752,6,9752
1753,1,9753
1754,2,9753
1755,3,9753
1756,4,9753
1757,5,9753
1758,6,9753
1759,1,9754
1760,2,9754
1761,3,9754
1762,4,9754
1763,5,9754
1764,6,9754
1765,1,9755
1766,2,9755
1767,3,9755
1768,4,9755
1769,5,9755
1770,6,9755
1771,1,9756
1772,2,9756
1773,3,9756
1774,4,9756
1775,5,9756
1776,6,9756
1777,1,9757
1778,2,9757
1779,3,9757
1780,4,9757
1781,5,9757
1782,6,9757
1783,1,9758
1784,2,9758
1785,3,9758
1786,4,9758
1787,5,9758
1788,6,9758
1789,1,9759
1790,2,9759
1791,3,9759
1792,4,9759
1793,5,9759
1794,6,9759
1795,1,9760
1796,2,9760
1797,3,9760
1798,4,9760
1799,5,9760
1800,6,9760
1801,1,9761
1802,2,9761
1803,3,9761
1804,4,9761
1805,5,9761
1806,6,9761
1807,1,9762
1808,2,9762
1809,3,9762
1810,4,9762
1811,5,9762
1812,6,9762
1813,1,9763
1814,2,9763
1815,3,9763
1816,4,9763
1817,5,9763
1818,6,9763
1819,1,9764
1820,2,9764
1821,3,9764
1822,4,9764
1823,5,9764
1824,6,9764
1825,1,9765
1826,2,9765
1827,3,9765
1828,4,9765
1829,5,9765
1830,6,9765
1831,1,9766
1832,2,9766
1833,3,9766
1834,4,9766
1835,5,9766
1836,6,9766
1837,1,9767
1838,2,9767
1839,3,9767
1840,4,9767
1841,5,9767
1842,6,9767
1843,1,9768
1844,2,9768
1845,3,9768
1846,4,9768
1847,5,9768
1848,6,9768
1849,1,9769
1850,2,9769
1851,3,9769
1852,4,9769
1853,5,9769
1854,6,9769
1855,1,9770
1856,2,9770
1857,3,9770
1858,4,9770
1859,5,9770
1860,6,9770
1861,1,9771
1862,2,9771
1863,3,9771
1864,4,9771
1865,5,9771
1866,6,9771
1867,1,9772
1868,2,9772
1869,3,9772
1870,4,9772
1871,5,9772
1872,6,9772
1873,1,9773
1874,2,9773
1875,3,9773
1876,4,9773
1877,5,9773
1878,6,9773
1879,1,9774
1880,2,9774
1881,3,9774
1882,4,9774
1883,5,9774
1884,6,9774
1885,1,9775
1886,2,9775
1887,3,9775
1888,4,9775
1889,5,9775
1890,6,9775
1891,1,9776
1892,2,9776
1893,3,9776
1894,4,9776
1895,5,9776
1896,6,9776
1897,1,9777
1898,2,9777
1899,3,9777
1900,4,9777
1901,5,9777
1902,6,9777
1903,1,9778
1904,2,9778
1905,3,9778
1906,4,9778
1907,5,9778
1908,6,9778
1909,1,9779
1910,2,9779
1911,3,9779
1912,4,9779
1913,5,9779
1914,6,9779
1915,1,9780
1916,2,9780
1917,3,9780
1918,4,9780
1919,5,9780
1920,6,9780
1921,1,9781
1922,2,9781
1923,3,9781
1924,4,9781
1925,5,9781
1926,6,9781
1927,1,9782
1928,2,9782
1929,3,9782
1930,4,9782
1931,5,9782
1932,6,9782
1933,1,9783
1934,2,9783
1935,3,9783
1936,4,9783
1937,5,9783
1938,6,9783
1939,1,9784
1940,2,9784
1941,3,9784
1942,4,9784
1943,5,9784
1944,6,9784
1945,1,9785
1946,2,9785
1947,3,9785
1948,4,9785
1949,5,9785
1950,6,9785
1951,1,9786
1952,2,9786
1953,3,9786
1954,4,9786
1955,5,9786
1956,6,9786
1957,1,9787
1958,2,9787
1959,3,9787
1960,4,9787
1961,5,9787
1962,6,9787
1963,1,9788
1964,2,9788
1965,3,9788
1966,4,9788
1967,5,9788
1968,6,9788
1969,1,9789
1970,2,9789
1971,3,9789
1972,4,9789
1973,5,9789
1974,6,9789
1975,1,9790
1976,2,9790
1977,3,9790
1978,4,9790
1979,5,9790
1980,6,9790
1981,1,9791
1982,2,9791
1983,3,9791
1984,4,9791
1985,5,9791
1986,6,9791
1987,1,9792
1988,2,9792
1989,3,9792
1990,4,9792
1991,5,9792
1992,6,9792
1993,1,9793
1994,2,9793
1995,3,9793
1996,4,9793
1997,5,9793
1998,6,9793
1999,1,9794
2000,2,9794
2001,3,9794
2002,4,9794
2003,5,9794
2004,6,9794
2005,1,9795
2006,2,9795
2007,3,9795
2008,4,9795
2009,5,9795
2010,6,9795
2011,1,9796
2012,2,9796
2013,3,9796
2014,4,9796
2015,5,9796
2016,6,9796
2017,1,9797
2018,2,9797
2019,3,9797
2020,4,9797
2021,5,9797
2022,6,9797
2023,1,9798
2024,2,9798
2025,3,9798
2026,4,9798
2027,5,9798
2028,6,9798
2029,1,9799
2030,2,9799
2031,3,9799
2032,4,9799
2033,5,9799
2034,6,9799
2035,1,9800
2036,2,9800
2037,3,9800
2038,4,9800
2039,5,9800
2040,6,9800
2041,1,9801
2042,2,9801
2043,3,9801
2044,4,9801
2045,5,9801
2046,6,9801
2047,1,9802
2048,2,9802
2049,3,9802
2050,4,9802
2051,5,9802
2052,6,9802
2053,1,9803
2054,2,9803
2055,3,9803
2056,4,9803
2057,5,9803
2058,6,9803
2059,1,9804
2060,2,9804
2061,3,9804
2062,4,9804
2063,5,9804
2064,6,9804
2065,1,9805
2066,2,9805
2067,3,9805
2068,4,9805
2069,5,9805
2070,6,9805
2071,1,9806
2072,2,9806
2073,3,9806
2074,4,9806
2075,5,9806
2076,6,9806
2077,1,9807
2078,2,9807
2079,3,9807
2080,4,9807
2081,5,9807
2082,6,9807
2083,1,9808
2084,2,9808
2085,3,9808
2086,4,9808
2087,5,9808
2088,6,9808
2089,1,9809
2090,2,9809
2091,3,9809
2092,4,9809
2093,5,9809
2094,6,9809
2095,1,9810
2096,2,9810
2097,3,9810
2098,4,9810
2099,5,9810
2100,6,9810
2101,1,9811
2102,2,9811
2103,3,9811
2104,4,9811
2105,5,9811
2106,6,9811
2107,1,9812
2108,2,9812
2109,3,9812
2110,4,9812
2111,5,9812
2112,6,9812
2113,1,9813
2114,2,9813
2115,3,9813
2116,4,9813
2117,5,9813
2118,6,9813
2119,1,9814
2120,2,9814
2121,3,9814
2122,4,9814
2123,5,9814
2124,6,9814
2125,1,9815
2126,2,9815
2127,3,9815
2128,4,9815
2129,5,9815
2130,6,9815
2131,1,9816
2132,2,9816
2133,3,9816
2134,4,9816
2135,5,9816
2136,6,9816
2137,1,9817
2138,2,9817
2139,3,9817
2140,4,9817
2141,5,9817
2142,6,9817
2143,1,9818
2144,2,9818
2145,3,9818
2146,4,9818
2147,5,9818
2148,6,9818
2149,1,9819
2150,2,9819
2151,3,9819
2152,4,9819
2153,5,9819
2154,6,9819
2155,1,9820
2156,2,9820
2157,3,9820
2158,4,9820
2159,5,9820
2160,6,9820
2161,1,9821
2162,2,9821
2163,3,9821
2164,4,9821
2165,5,9821
2166,6,9821
2167,1,9822
2168,2,9822
2169,3,9822
2170,4,9822
2171,5,9822
2172,6,9822
2173,1,9823
2174,2,9823
2175,3,9823
2176,4,9823
2177,5,9823
2178,6,9823
2179,1,9824
2180,2,9824
2181,3,9824
2182,4,9824
2183,5,9824
2184,6,9824
2185,1,9825
2186,2,9825
2187,3,9825
2188,4,9825
2189,5,9825
2190,6,9825
2191,1,9826
2192,2,9826
2193,3,9826
2194,4,9826
2195,5,9826
2196,6,9826
2197,1,9827
2198,2,9827
2199,3,9827
2200,4,9827
2201,5,9827
2202,6,9827
2203,1,9828
2204,2,9828
2205,3,9828
2206,4,9828
2207,5,9828
2208,6,9828
2209,1,9829
2210,2,9829
2211,3,9829
2212,4,9829
2213,5,9829
2214,6,9829
2215,1,9830
2216,2,9830
2217,3,9830
2218,4,9830
2219,5,9830
2220,6,9830
2221,1,9831
2222,2,9831
2223,3,9831
2224,4,9831
2225,5,9831
2226,6,9831
2227,1,9832
2228,2,9832
2229,3,9832
2230,4,9832
2231,5,9832
2232,6,9832
2233,1,9833
2234,2,9833
2235,3,9833
2236,4,9833
2237,5,9833
2238,6,9833
2239,1,9834
2240,2,9834
2241,3,9834
2242,4,9834
2243,5,9834
2244,6,9834
2245,1,9835
2246,2,9835
2247,3,9835
2248,4,9835
2249,5,9835
2250,6,9835
2251,1,9836
2252,2,9836
2253,3,9836
2254,4,9836
2255,5,9836
2256,6,9836
2257,1,9837
2258,2,9837
2259,3,9837
2260,4,9837
2261,5,9837
2262,6,9837
2263,1,9838
2264,2,9838
2265,3,9838
2266,4,9838
2267,5,9838
2268,6,9838
2269,1,9839
2270,2,9839
2271,3,9839
2272,4,9839
2273,5,9839
2274,6,9839
2275,1,9840
2276,2,9840
2277,3,9840
2278,4,9840
2279,5,9840
2280,6,9840
2281,1,9841
2282,2,9841
2283,3,9841
2284,4,9841
2285,5,9841
2286,6,9841
2287,1,9842
2288,2,9842
2289,3,9842
2290,4,9842
2291,5,9842
2292,6,9842
2293,1,9843
2294,2,9843
2295,3,9843
2296,4,9843
2297,5,9843
2298,6,9843
2299,1,9844
2300,2,9844
2301,3,9844
2302,4,9844
2303,5,9844
2304,6,9844
2305,1,9845
2306,2,9845
2307,3,9845
2308,4,9845
2309,5,9845
2310,6,9845
2311,1,9846
2312,2,9846
2313,3,9846
2314,4,9846
2315,5,9846
2316,6,9846
2317,1,9847
2318,2,9847
2319,3,9847
2320,4,9847
2321,5,9847
2322,6,9847
2323,1,9848
2324,2,9848
2325,3,9848
2326,4,9848
2327,5,9848
2328,6,9848
2329,1,9849
2330,2,9849
2331,3,9849
2332,4,9849
2333,5,9849
2334,6,9849
2335,1,9850
2336,2,9850
2337,3,9850
2338,4,9850
2339,5,9850
2340,6,9850
2341,1,9851
2342,2,9851
2343,3,9851
2344,4,9851
2345,5,9851
2346,6,9851
2347,1,9852
2348,2,9852
2349,3,9852
2350,4,9852
2351,5,9852
2352,6,9852
2353,1,9853
2354,2,9853
2355,3,9853
2356,4,9853
2357,5,9853
2358,6,9853
2359,1,9854
2360,2,9854
2361,3,9854
2362,4,9854
2363,5,9854
2364,6,9854
2365,1,9855
2366,2,9855
2367,3,9855
2368,4,9855
2369,5,9855
2370,6,9855
2371,1,9856
2372,2,9856
2373,3,9856
2374,4,9856
2375,5,9856
2376,6,9856
2377,1,9857
2378,2,9857
2379,3,9857
2380,4,9857
2381,5,9857
2382,6,9857
2383,1,9858
2384,2,9858
2385,3,9858
2386,4,9858
2387,5,9858
2388,6,9858
2389,1,9859
2390,2,9859
2391,3,9859
2392,4,9859
2393,5,9859
2394,6,9859
2395,1,9860
2396,2,9860
2397,3,9860
2398,4,9860
2399,5,9860
2400,6,9860
2401,1,9861
2402,2,9861
2403,3,9861
2404,4,9861
2405,5,9861
2406,6,9861
2407,1,9862
2408,2,9862
2409,3,9862
2410,4,9862
2411,5,9862
2412,6,9862
2413,1,9863
2414,2,9863
2415,3,9863
2416,4,9863
2417,5,9863
2418,6,9863
2419,1,9864
2420,2,9864
2421,3,9864
2422,4,9864
2423,5,9864
2424,6,9864
2425,1,9865
2426,2,9865
2427,3,9865
2428,4,9865
2429,5,9865
2430,6,9865
2431,1,9876
2432,2,9876
2433,3,9876
2434,4,9876
2435,5,9877
2436,6,9877
2437,1,9878
2438,2,9878
2439,3,9878
2440,4,9878
2441,5,9879
2442,6,9879
2443,1,9880
2444,2,9880
2445,3,9880
2446,4,9880
2447,1,9881
2448,2,9881
2449,3,9881
2450,4,9881
2451,1,9882
2452,2,9882
2453,3,9882
2454,4,9882
2455,1,9883
2456,2,9883
2457,3,9883
2458,4,9883
2459,1,9884
2460,2,9884
2461,3,9884
2462,4,9884
2463,1,9885
2464,2,9885
2465,3,9885
2466,4,9885
2467,1,9886
2468,2,9886
2469,3,9886
2470,4,9886
2471,1,9887
2472,2,9887
2473,3,9887
2474,4,9887
2475,1,9888
2476,2,9888
2477,3,9888
2478,4,9888
2479,5,9889
2480,6,9889
2481,5,9890
2482,6,9890
2483,5,9891
2484,6,9891
2485,5,9892
2486,6,9892
2487,5,9893
2488,6,9893
2489,5,9894
2490,6,9894
2491,5,9895
2492,6,9895
2493,5,9896
2494,6,9896
2495,5,9897
2496,6,9897
2497,5,9898
2498,6,9898
2499,5,9899
2500,6,9899
2501,1,9901
2502,2,9901
2503,3,9901
2504,4,9901
2505,1,9902
2506,2,9902
2507,3,9902
2508,4,9902
2509,1,9903
2510,2,9903
2511,3,9903
2512,4,9903
2513,1,9904
2514,2,9904
2515,3,9904
2516,4,9904
2517,1,9905
2518,2,9905
2519,3,9905
2520,4,9905
2521,1,9906
2522,2,9906
2523,3,9906
2524,4,9906
2525,1,9907
2526,2,9907
2527,3,9907
2528,4,9907
2529,1,9908
2530,2,9908
2531,3,9908
2532,4,9908
2533,1,9909
2534,2,9909
2535,3,9909
2536,4,9909
2537,1,9910
2538,2,9910
2539,3,9910
2540,4,9910
2541,1,9911
2542,2,9911
2543,3,9911
2544,4,9911
2545,1,9912
2546,2,9912
2547,3,9912
2548,4,9912
2549,1,9913
2550,2,9913
2551,3,9913
2552,4,9913
2553,1,9914
2554,2,9914
2555,3,9914
2556,4,9914
2557,1,9915
2558,2,9915
2559,3,9915
2560,4,9915
2561,1,9916
2562,2,9916
2563,3,9916
2564,4,9916
2565,1,9917
2566,2,9917
2567,3,9917
2568,4,9917
2569,1,9918
2570,2,9918
2571,3,9918
2572,4,9918
2573,1,9919
2574,2,9919
2575,3,9919
2576,4,9919
2577,1,9920
2578,2,9920
