ID,MapName_lang
619,Ahn'kahet: El Antiguo Reino
620,Transporte: Moa'ki a Unu'pe
621,Transporte: Moa'ki a Komawa
622,Transporte: Martillo de Orgrim
623,Transporte: El Rompecielos
624,La Cámara de Archavon
627,Unused (DELETE ME)
628,Isla de la Conquista
631,Ciudadela de la Corona de Hielo
632,La Forja de Almas
637,Fauce Abisal Exterior
638,Gilneas
641,Transport: Alliance Airship BG
642,Transport: HordeAirshipBG
643,Trono de las Mareas
644,Cámaras de los Orígenes
645,Cavernas Roca Negra
646,Infralar
647,Transporte: Orgrimmar a Cima del Trueno
648,Las Islas Perdidas
649,Prueba del Cruzado
650,Prueba del Campeón
651,ElevatorSpawnTest
654,Gilneas2
655,GilneasPhase1
656,GilneasPhase2
657,La Cumbre del Vórtice
658,Foso de Saron
659,Erupción de Volcán de Las Islas Perdidas
660,Bóveda de Infralar
661,Ciudad de Bolsillo de Las Islas Perdidas
662,Transporte: barco Vashj'ir Alianza
668,Cámaras de Reflexión
669,Descenso de Alanegra
670,Grim Batol
671,El Bastión del Crepúsculo
672,Transporte: El Rompecielos (Banda de Ciudadela de la Corona de Hielo)
673,Transporte: Martillo de Orgrim (Banda de Ciudadela de la Corona de Hielo)
674,Transporte: barco a Vashj'ir
712,Transporte: El Rompecielos (Mazmorra de Ciudadela de la Corona de Hielo)
713,Transporte: Martillo de Orgrim (Mazmorra de Ciudadela de la Corona de Hielo)
718,Transporte: El Viento Poderoso (Banda de Ciudadela de la Corona de Hielo)
719,Mount Hyjal Phase 1
720,Tierras de Fuego
721,Firelands Terrain 2
723,Ventormenta
724,El Sagrario Rubí
725,El Núcleo Pétreo
726,Cumbres Gemelas
727,Minas Lonjaplata
728,La Batalla por Gilneas (Mapa de la antigua ciudad)
730,Zona de La Vorágine
731,Bomba del Espolón
732,Tol Barad
734,Bancal de Ahn'Qiraj
736,Tierras Altas Crepusculares: Fase de Faucedraco
738,Barco hacia Vashj'ir (Orgrimmar -> Vashj'ir)
739,Submarino de Vashj'ir: Horda
740,Submarino de Vashj'ir: Alianza
741,Tierras Altas Crepusculares: Transporte de la Horda
742,Submarino de Vashj'ir: Horda - Circulando por Fauce Abisal
743,Submarino de Vashj'ir: Alianza circulando por Fauce Abisal
746,Oasis de fase de Uldum
747,Transporte: Nave de guerra de Infralar
748,Transporte: Ascensor Onyxia/Nefarian
749,Transporte: Nave de guerra de Gilneas en movimiento
750,Transporte: Nave de guerra de Gilneas estática
751,Crestagrana - Bomba de orcos
752,Crestagrana - Primera fase del puente
753,Crestagrana - Segunda fase del puente
754,Trono de los Cuatro Vientos
755,Ciudad Perdida de los Tol'vir
757,Bastión de Baradin
759,Entrada de Uldum en fase
760,Entrada de Tierras Altas Crepusculares en fase
761,La Batalla por Gilneas
762,Zepelín 1 de Tierras Altas Crepusculares en fase
763,Zepelín 2 de Tierras Altas Crepusculares en fase
764,Uldum: fase del campamento arrasado
765,Zepelín de ataque de La Krazzería
766,Transporte: Nave de guerra de Gilneas en movimiento 02
767,Transporte: Nave de guerra de Gilneas en movimiento 03
859,Zul'Gurub
860,La Isla Errante
861,Frente de Magma
870,Pandaria
930,Un Lugar Oscuro
938,Fin de los Días
939,Pozo de la Eternidad
940,Hora del Crepúsculo
951,Legendario del Nexo
959,Monasterio del Shadopan
960,Templo del Dragón de Jade
961,Cervecería del Trueno
962,Puerta del Sol Poniente
967,Alma de Dragón
968,Ojo de la Tormenta puntuado
971,Fase del centro de la Alianza en El Bosque de Jade
972,Fase de campo de batalla de El Bosque de Jade
974,Feria de la Luna Negra
975,Fase 01 del barco de la tortuga
976,Fase 02 del barco de la tortuga
977,Lucha de Alamuerte en La Vorágine
980,Arena Tol'viron
994,Palacio Mogu'shan
995,The Depths [UNUSED]
996,Veranda de la Primavera Eterna
998,Templo de Kotmogu
999,Caída de Theramore (H)
1000,Caída de Theramore (A)
1001,Cámaras Escarlata
1004,Monasterio Escarlata
1005,Cervezas y Truenos
1007,Scholomance
1008,Cámaras Mogu'shan
1009,Corazón del Miedo
1010,CTF3
1011,Asedio del Templo de Niuzao
1014,Pico de la Serenidad
1019,Ruinas de Theramore
1024,Aldea Verdemar
1028,(UNUSED) Scenario: Mogu Ruins
1029,(UNUSED) Scenario: Mogu Crypt
1030,Cripta de los Reyes Olvidados
1031,Arena de la Aniquilación
1032,Duelo de mascotas: El Bosque de Jade
1035,Templo de Kotmogu
1043,Arena Liza'gar
1048,Unga Ingoo
1049,(UNUSED) Scenario: Black Ox Temple
1050,Asalto a Zan'vess
1051,Festival de la Cerveza Lunar
1060,Level Design Land - Dev Only
1061,Zona de diarias de playa de la Horda
1062,Zona de diarias de playa de la Alianza
1064,Zona de diarias de la isla mogu
1066,Zona de inicio de Pandaria: nave de guerra de Ventormenta
1074,Zona de inicio de Pandaria: nave de guerra de Orgrimmar
1075,Fase de la Caída de Theramore
1076,Zona de inicio de la Horda de El Bosque de Jade
1095,Una Daga en la Oscuridad
1098,Solio del Trueno
1099,Gesta de batalla naval
1101,CDB de Defensa de la Taberna
1102,Punto de Dominio
1103,Desembarco del León
1104,Templanza
1105,Cañón del Céfiro (legado)
1106,Gesta de Dalaran de Jaina
1107,Falla Cicatriz Aterradora
1112,Tras la Cosecha Oscura
1113,Transporte: Carrusel de la Luna Negra
1116,Draenor
1120,Centro de la Horda en la Isla del Trueno
1121,Centro de la Alianza en la Isla del Trueno
1122,Asedio a la ciudad - Gesta de progresión de la isla mogu
1123,Forja de los relámpagos - Gesta de progresión de la isla mogu
1124,Astillero - Gesta de progresión de la isla mogu
1125,Centro de la Alianza - Gesta de progresión de la isla mogu
1126,Eventos de progresión de la isla mogu
1127,Puerta final - Gesta de progresión de la isla mogu
1128,Eventos de la isla mogu - Base de la Horda
1129,Eventos de la isla mogu - Base de la Alianza
1130,Sangre en la Nieve
1131,Los Secretos de Sima Ígnea
1132,Transporte: La Badea los Cielos (Arena Liza'gar)
1133,Transporte: Barco Zandalari (Isla mogu)
1134,La Cima del Tigre
1135,Sala de botín de la isla mogu
1136,Asedio de Orgrimmar
1144,Gesta del Corazón del Dios Antiguo
1148,Terreno de Pruebas
1152,FW Cuartel de la Horda Nivel 1
1153,FW Horde Garrison Level 3
1154,FW Horde Garrison Level 4
1155,Castillo de Stromgarde
1157,Gesta de El Alcor
1158,SMV Cuartel de la Alianza Nivel 1
1159,SMV Alliance Garrison Level 3
1160,SMV Alliance Garrison Level 4
1161,Torneo Celestial
1166,Campo de batalla pequeño A
1168,La purga de Grommar - Gesta
1169,Campo de batalla pequeño B
1170,Enfrentamiento Shadopan
1171,Campo de batalla pequeño D
1172,Transporte: Asedio de Orgrimmar (Alianza)
1173,Transporte: Asedio de Orgrimmar (Horda)
1175,Minas de escoria Machacasangre
1176,Cementerios de Sombraluna
1179,Héroes de Warcraft
1181,PattyMack Test Garrison Bldg Map
1182,Auchindoun
1187,GOR Cuartel de la Alianza Nivel 1
1188,GOR Cuartel de la Alianza Nivel 2
1189,GOR Cuartel de la Alianza Nivel 3
1190,Fase de Las Tierras Devastadas
1191,Ashran
1192,Transport: Gorgrond Train
1195,Muelles de hierro
1200,Gesta Villahueso
1203,Gesta Final de Pirofrío
1205,Fundición de Roca Negra
1207,La batalla por Shattrath
1208,Depósito Riel siniestro
1209,Trecho Celestial
1212,Fortaleza - Alianza - Herrería 3
1213,Garrison - Alliance - Alchemy 1
1214,Fortaleza - Alianza - Encantamientos 3
1215,Fortaleza - Alianza - Ingeniería 3
1216,Cuartel - Alianza - Granja 1
1217,Fortaleza - Alianza - Inscripción 1
1218,Garrison - Alliance - Jewelcrafting 1
1219,Fortaleza - Alianza - Peletería 1
1220,Islas Quebradas
1221,Cuartel - Mina de la Alianza 1
1222,Cuartel - Mina de la Alianza 2
1223,Cuartel - Mina de la Alianza 3
1224,Cuartel - Establo de la Alianza 1
1225,Cuartel - Establo de la Alianza 2
1226,Cuartel - Establo de la Alianza 3
1227,Fortaleza - Alianza - Sastrería 3
1228,Gran Magullador
1229,Cuartel - Alianza - Posada 1
1230,Garrison - Alliance - Barn 1
1231,Transporte: Barcaza Mataolas
1232,GOR Cuartel de la Horda Nivel 0
1233,GOR Cuartel de la Horda Nivel 3
1234,TAL Cuartel de la Alianza Nivel 0
1235,TAL Cuartel de la Alianza Nivel 3
1236,TAL Cuartel de la Horda Nivel 0
1237,TAL Cuartel de la Horda Nivel 3
1238,SOA Cuartel de la Alianza Nivel 0
1239,SOA Cuartel de la Alianza Nivel 3
1240,SOA Cuartel de la Horda Nivel 0
1241,SOA Cuartel de la Horda Nivel 3
1242,NAG Cuartel de la Alianza Nivel 0
1243,NAG Cuartel de la Alianza Nivel 3
1244,NAG Cuartel de la Horda Nivel 0
1245,NAG Cuartel de la Horda Nivel 3
1247,Cuartel - Alianza - Armería 1
1248,Cuartel - Alianza - Barracas 1
1249,Cuartel - Alianza - Ingeniería 1
1250,Alliance - Garrison - Herb Garden 1 (UNUSED)
1251,Alliance - Garrison - Inn 1 DONT USE
1252,Cuartel - Alianza - Aserradero 1
1253,Cuartel - Alianza - Torre de los Magos 1
1254,Fortaleza - Alianza - Arena de entrenamiento 1
1255,Cuartel - Alianza - Patio de rescate 1
1256,Cuartel - Alianza - Almacén 1
1257,Cuartel - Alianza - Puesto de Venta 1
1258,Cuartel - Alianza - Sastrería 1
1259,Cuartel - Alianza - Encantamientos 1
1260,Cuartel - Alianza - Herrería 1
1261,Cuartel - Alianza - Terreno Pequeño
1262,Cuartel - Alianza - Terreno Mediano
1263,Cuartel - Alianza - Terreno Grande
1264,Propland - Dev Only
1265,Introducción de Jungla Tanaan
1266,Gesta Círculo de Sangre
1268,Enfrentamiento de Teron'gor
1270,Tierra de Desarrollo 3
1273,Nagrand - Campamento del cuartel - Establo 2
1277,Defensa de Karabor
1278,Garrison - Horde - Barracks 1
1279,El Sempibrote
1280,Costasur contra Molino Tarren
1281,Garrison - Horde - Alchemy 1
1282,Garrison - Horde - Armory 1
1283,Fortaleza - Horda - Granja 1
1284,Garrison - Horde - Blacksmith 1
1285,Fortaleza - Horda - Encantamiento 1
1286,Garrison - Horde - Engineering 1
1287,Garrison - Horde - Inn 1
1288,Garrison - Horde - Inscription 1
1289,Garrison - Horde - Jewelcrafting 1
1290,Garrison - Horde - Leatherworking 1
1291,Garrison - Horde - Lumbermill 1
1292,Garrison - Horde - Mage Tower 1
1293,Garrison - Horde - Mine 1
1294,Garrison - Horde - Pet Stable 1
1295,Fortaleza - Horda - Patio de rescate 1
1296,Fortaleza - Horda - Arena de entrenamiento 1
1297,Garrison - Horde - Stable 1
1298,Fortaleza - Horda - Almacén 1
1299,Garrison - Horde - Tailoring 1
1300,Garrison - Horde - Trading Post 1
1301,Garrison - Horde - Workshop 1
1302,Garrison - Alliance - Workshop 1
1303,Garrison - Horde - Farm1
1304,Garrison - Horde - Plot Large
1305,Garrison - Horde - Plot Medium
1306,Garrison - Horde - Plot Small
1307,Tanaan Jungle Intro - Forge Phase
1308,Garrison - Horde - Fishing 1
1309,Garrison - Alliance - Fishing 1
1310,Expansión 5 Mapa modelo QA
1311,Outdoor Garrison - Arena - Horde (NEEDS WMO)
1312,Outdoor Garrison - Arena - Alliance (NEEDS WMO)
1313,Outdoor Garrison - Lumber Mill - Alliance
1314,Outdoor Garrison - Lumber Mill - Horde
1315,Outdoor Garrison - Armory - Horde
1316,Outdoor Garrison - Armory - Alliance
1317,Outdoor Garrison - Mage Tower - Horde
1318,Fortaleza exterior - Torre de los Magos - Alianza
1319,Outdoor Garrison - Stables - Horde
1320,Outdoor Garrison - Stables - Alliance
1321,Outdoor Garrison - Workshop - Horde
1322,Outdoor Garrison - Workshop - Alliance
1323,Outdoor Garrison - Inn - Horde
1324,Outdoor Garrison - Inn - Alliance
1325,Fortaleza exterior - Puesto de Venta 1 - Horda
1326,Outdoor Garrison - Tradiing Post - Alliance
1327,"Outdoor Garrison - Construction Plot, Medium - Horde"
1328,"Outdoor Garrison - Construction Plot, Medium - Alliance"
1329,Gesta Grommashar
1330,FW Horde Garrison Level 2
1331,SMV Alliance Garrison Level 2
1332,Garrison - Horde - Barracks 2
1333,Garrison - Horde - Armory 2
1334,Fortaleza - Horda - Granja 2
1335,Garrison - Horde - Inn 2
1336,Garrison - Horde - Lumbermill 2
1337,Garrison - Horde - Mage Tower 2
1338,Garrison - Horde - Pet Stable 2
1339,Garrison - Horde - Stable 2
1340,Garrison - Horde - Trading Post 2
1341,Garrison - Horde - Workshop 2
1342,Garrison - Horde - Barracks 3
1343,Garrison - Horde - Armory 3
1344,Fortaleza - Horda - Granja 3
1345,Garrison - Horde - Inn 3
1346,Garrison - Horde - Mage Tower 3
1347,Garrison - Horde - Pet Stable 3
1348,Garrison - Horde - Stable 3
1349,Garrison - Horde - Trading Post 3
1350,Garrison - Horde - Workshop 3
1351,Garrison - Alliance - Large - Construction
1352,Garrison - Alliance - Medium - Construction
1353,Garrison - Horde - Large - Construction
1354,Garrison - Horde - Medium - Construction
1358,Cumbre de Roca Negra superior
1361,Garrison - Alliance - Mage Tower 2
1362,Garrison - Alliance - Mage Tower 3
1363,Fortaleza - Horda - Mina 2
1364,Fortaleza - Horda - Mina 3
1367,Fortaleza - Alianza - Taller 2
1368,Fortaleza - Alianza - Taller 3
1369,Fortaleza - Alianza - Aserradero 2
1370,Fortaleza - Alianza - Aserradero 3
1371,Fortaleza - Horda - Pequeño - Construcción
1372,Fortaleza - Alianza - Pequeño - Construcción
1374,Misión de Auchindoun
1375,Fortaleza - Alianza - Alquimia 2
1376,Fortaleza - Alianza - Alquimia 3
1377,Fortaleza - Alianza - Herrería 2
1378,Fortaleza - Alianza - Encantamientos 2
1379,Fortaleza - Alianza - Ingeniería 2
1380,Fortaleza - Alianza - Inscripción 2
1381,Fortaleza - Alianza - Inscripción 3
1382,Fortaleza - Alianza - Joyería 2
1383,Fortaleza - Alianza - Joyería 3
1384,Fortaleza - Alianza - Peletería 2
1385,Fortaleza - Alianza - Peletería 3
1386,Fortaleza - Alianza - Sastrería 2
1387,Fortaleza - Alianza - Almacén 2
1388,Fortaleza - Alianza - Almacén 3
1389,Fortaleza - Almacén de la Horda 2
1390,Fortaleza - Almacén de la Horda 3
1391,Fortaleza - Alianza - Patio de rescate 2
1392,Fortaleza - Alianza - Patio de rescate 3
1393,Fortaleza - Horda - Aserradero 3
1394,Fortaleza - Alianza - Arena de entrenamiento 2
1395,Fortaleza - Alianza - Arena de entrenamiento 3
1396,Fortaleza - Alianza - Puesto de venta 2
1397,Fortaleza - Alianza - Puesto de venta 3
1398,Fortaleza - Alianza - Granja 2
1399,Fortaleza - Alianza - Granja 3
1400,Fortaleza - Alianza - Posada 2
1401,Fortaleza - Alianza - Posada 3
1402,Final de Gorgrond
1403,Fortaleza - Alianza - Cuarteles 2
1404,Fortaleza - Alianza - Cuarteles 3
1405,Fortaleza - Alianza - Armería 2
1406,Fortaleza - Alianza - Armería 3
1407,zzzOld
1409,Fortaleza - Horda - Arena de entrenamiento 2
1410,Fortaleza - Horda - Arena de entrenamiento 3
1411,Fortaleza - Horda - Alquimia 2
1412,Fortaleza - Horda - Alquimia 3
1413,Fortaleza - Horda - Herrería 2
1414,Fortaleza - Horda - Herrería 3
1415,Fortaleza - Horda - Encantamiento 2
1416,Fortaleza - Horda - Encantamiento 3
1417,Fortaleza - Horda - Inscripción 2
1418,Fortaleza - Horda - Inscripción 3
1419,Fortaleza - Horda - Peletería 2
1420,Fortaleza - Horda - Peletería 3
1421,Fortaleza - Horda - Joyería 2
1422,Fortaleza - Horda - Joyería 3
1423,Fortaleza - Horda - Sastrería 2
1424,Fortaleza - Horda - Sastrería 3
1425,Fortaleza - Horda - Almacén de restos 2
1426,Fortaleza - Horda - Almacén de restos 3
1427,PattyMack Prueba de fortaleza Bld Mapa2
1429,Fortaleza - Horda - Ingeniería 2
1430,Fortaleza - Horda - Ingeniería 3
1431,El Coliseo
1432,Garrison - Horde - Fishing 2
1433,Garrison - Horde - Fishing 3
1434,Garrison - Alliance - Fishing 2
1435,Garrison - Alliance - Fishing 3
1437,Cuartel - Alianza - Establo de Mascotas 1
1438,Garrison - Alliance - Pet Stable 2
1439,Garrison - Alliance - Pet Stable 3
1440,Garrison - Alliance - Infirmary 1
1441,Garrison - Alliance - Infirmary 2
1442,Garrison - Alliance - Infirmary 3
1446,"Outdoor Garrison - Construction Plot, Large - Alliance"
1447,"Outdoor Garrison - Construction Plot, Large - Horde"
1448,Ciudadela del Fuego Infernal
1451,Tanaan Legion Test
1453,Peste de Villanorte
1454,La Costa Quebrada (viejo - borrar)
1455,Acantilado de la Realidad
1456,Ojo de Azshara
1457,Calabozo de prueba
1458,Guarida de Neltharion
1459,Transporte: la Montaña de Hierro
1460,Gesta Costa Quebrada
1461,Gesta Azsuna
1462,Roca de los Illidan
1463,Área exterior de Helheim
1464,Jungla Tanaan
1465,Tanaan Jungle - No Hubs Phase
1466,Matorral Corazón Oscuro
1468,Misiones de la prisión de la celadora DH
1469,El Corazón de Azeroth
1470,Calabozo de Legion
1471,Dungeon Test Map 1466
1473,Garrison - Alliance - Shipyard
1474,Garrison - Horde - Shipyard
1475,Las Fauces de Nashal
1476,Transporte: Las Fauces de Nashal
1477,Salones del Valor
1478,El Templo de Elune
1479,Bastión del Cielo
1480,Ciudadela de la Corona de Hielo
1481,Mardum
1482,Garrison Shipyard - Submarine - Alliance
1483,Garrison Shipyard - Destroyer - Alliance
1484,Garrison Shipyard - Transport
1485,Garrison Shipyard - Battleship - Alliance
1486,Astillero de la fortaleza - Portanaves - Horda
1487,Garrison Shipyard - Submarine - Horde
1488,Garrison Shipyard - Destroyer - Horde
1489,Niskara
1492,Fauces de almas
1493,Bóveda de las Celadoras
1494,El Bastión Violeta
1495,Reposo del Escudo
1496,Astillero de la fortaleza - Portanaves - Alianza
1497,Garrison Shipyard - Battleship - Horde
1498,Bastión Almavil
1499,oldArtifact - Warrior Fury Acquisition
1500,Costa Quebrada
1501,Fuerte Torre Oscura
1502,Los Bajos Fondos de Dalaran
1503,Infralar
1504,Arena del Fuerte Torre Oscura
1505,Arena de Nagrand
1509,Caverna Tótem de Sangre - Fase vil
1510,Caverna Tótem de Sangre - Fase tauren
1511,Puerto Marvilis
1512,Templo Luz Abisal
1513,Salón del Guardián
1514,La Isla Errante
1515,Guerra de Huln
1516,El Arco
1517,Stormheim Pregesta Brisaveloz
1518,Stormheim Pregesta Abrasacielos
1519,El Martillo Vil
1520,La Pesadilla Esmeralda
1522,Falla Cicatriz Aterradora
1523,Gesta Defensa del Martillo Vil
1526,Templo del Tigre Blanco
1527,Gesta Altamontaña
1528,Muro Celeste
1529,Karazhan
1530,La Fortaleza Nocturna
1532,Gesta Meseta Alta Montaña
1533,Catacumbas de Karazhan
1534,Claro de la Luna
1535,Claro de la Luna
1536,Guarida de Ursoc
1537,zzOLD - Boost Experience
1538,test
1539,Claros de Tirisfal
1540,Senda del Sueño Esmeralda
1541,Veranda de la Primavera Eterna
1544,Ataque al Bastión Violeta
1545,Azsuna
1547,Artefacto - Combate - Adquisición de nave
1549,Tech Test - Seamless World Transition A
1550,Tech Test - Seamless World Transition B
1552,Caída de Ashamane
1553,Arrecife anochecedor
1554,7.0 Boost Experience - Alliance
1555,zzOLD - Transport: Boost Experience - Alliance Gunship
1556,zzOLD - Transport: Boost Experience - Horde Gunship
1557,7.0 Boost Experience - Horde
1559,7.0 Transport: Boost Experience - Horde Gunship
1560,7.0 Transport: Boost Experience - Alliance Gunship
1561,Tech Test - Cosmetic Parent Performance
1571,Corte de Estrellas
1572,La Vorágine
1579,Ulduar
1580,La Vorágine
1582,Suprimir
1583,Bóveda del Nexo
1584,Terreno de prueba de Julien
1586,Asalto a Ventormenta
1588,Mapa del desarrollador - A - Jared Coulston
1589,Mapa del desarrollador - B - Nathaniel Chapman
1590,Mapa del desarrollador - C - Julien Tremblay
1591,Mapa del desarrollador - D - PotT
1592,Mapa del desarrollador - E
1593,Mapa del desarrollador - F
1594,¡¡El FILÓN!!
1599,Nordrassil
1600,Trono de las Mareas
1602,Artefacto - La Cumbre del Vórtice - Salón de la orden chamán
1603,Gesta Trono de las Mareas (BORRAR)
1604,Artefacto - Campaña de la orden - Mundo portal Niskara
1605,Tierras de Fuego_Artefacto
1607,Artefacto - Adquisición - Sutileza
1608,Misión de Hyjal Guerra de los Ancestros
1609,Templo de las Tormentas
1610,Artefacto - Serenidad Gesta Legion
1611,Campaña de Caballero de la muerte - Capilla de la Esperanza de la Luz
1612,Las Ruinas de Falanaar
1616,Faronaar
1617,Campaña de caballero de la Muerte - Entrañas
1618,Campaña de caballero de la muerte - Monasterio Escarlata
1620,Artefacto - Ventormenta
1621,Templo Oscuro - Legion
1622,Gesta de Falla de Telogrus
1623,Campaña de mago - El Oculus
1624,Batalla de Exodar
1625,La prueba de la Serpiente
1626,El derrumbamiento - Gesta de Suramar
1627,Gesta de DH Martillo Vil
1628,Transporte: Nave de batalla de la Alianza
1629,Templo Luz Abisal
1630,Tol Barad
1632,El Arco - Gesta de Suramar
1637,Transporte: Barco de la Alianza PhaseableMO
1638,Transporte: Barco de la Horda PhaseableMO
1639,Transporte: Barco Kvaldir PhaseableMO
1642,Zandalar
1643,Kul Tiras
1644,Saquear isla
1645,Crescent Isle (Islands Prototype)
1646,Black Rook Hold [Scenario]
1647,Pira funeraria de Vol'jin
1648,Prueba de valor
1649,Transporte: Nave de batalla de la Horda
1650,Transportador de mando de la Legión
1651,Regreso a Karazhan
1653,Gran oscuridad del más allá
1655,8.0 Dev Land
1657,zzOldArena Filospada
1658,Arte de terreno para el ambiente - Solo desarrolladores
1661,[DEV] Demo Map
1662,Suramar
1663,Bloqueo de Calabozo
1666,El asalto a la Costa Quebrada
1667,Nave de la Legión - Vertical
1668,Nave de la Legión - Horizontal
1669,Argus
1670,Broken Shore (Delete)
1671,Costa Quebrada - Preparche 7.2 (Respaldo)
1672,Arena Filospada
1673,El Ojo de la Eternidad - Gesta
1675,Winter AB_old
1676,Tumba de Sargeras
1677,Catedral de la Noche eterna
1678,AB Phase 1
1679,AB Phase 2
1680,AB Phase 3
1681,Invierno en la Cuenca de Arathi
1682,El Martillo Vil - Fase de terreno
1683,Artefacto - Gnomeregan
1684,Falla Cicatriz Aterradora - Plataforma de gesta de brujo
1685,AI Test Map 8
1686,AI Test - Arathi Basin
1687,Cuevas de los Lamentos
1688,Minas de la Muerte
1689,El Ojo de la Eternidad - Montura para magos
1690,Cueva de serpiente
1691,Cocción: Imposible
1692,Foso de Saron - Campaña de Caballero de la muerte
1693,Cervecería del Trueno - Gesta de monje
1694,Gnomeregan
1695,Acorazado: Ruinas
1696,Legion - Centro de mando
1697,Legion - Cueva arácnida de la Legión
1698,Artefacto - Adquisición - Tanque
1699,Legion - Cueva vil de la Legión
1700,Legion - Área Pironova vil de la Legión
1701,Legion - Cuartel de la Legión
1702,Artefacto - Altamontaña - Jefe doble
1703,Salones del Valor - Gesta
1704,Nave de la Legión - Horizontal - Valsharah
1705,Nave de la Legión - Horizontal - Azsuna
1706,Nave de la Legión - Vertical - Altamontaña
1707,Nave de la Legión - Vertical - Stormheim
1708,Stratholme - Montura para paladines
1710,Fuerte Torre Oscura - Desafío de artefacto
1711,Submarino de la Alianza (7.1.5 Vacaciones en bote)
1712,"Antorus, el Trono ardiente"
1714,Salones del Valor - Montura para guerreros
1715,Batalla por Montaña Roca Negra
1716,Torre de los Magos de la Costa Quebrada
1717,Anim Playground
1718,Nazjatar
1719,Falla Cicatriz Aterradora - Gesta de monte de brujo
1723,Valle de Crestanevada
1726,[TEMP] RaceTrackBG
1728,Salones del Valor
1729,El Ojo de la Eternidad - Montura para magos (versión corta)
1730,Defensa del Santuario de Aviana - Gesta
1731,Final de la montura para druidas - Gesta
1732,Cornisa alavil - Montura para cazadores de demonios
1733,Gesta de la Advertencia de Azeroth
1734,Trono de los Cuatro Vientos - Montura para chamanes
1735,Baldíos Helados
1736,El Sagrario Rubí
1737,Dimensión minúscula - Gesta de Sombrero de Akazamzarak
1738,El Glaciar Perdido
1739,AI Test Map - Arathi Basin - Debug Version
1740,AI Test - Warsong Gulch
1741,El Vindicaar
1744,Desafío de estilos
1746,El Castillo de la Tempestad: El Arcatraz
1747,Patio de juegos para animaciones
1749,Baldíos del frente de batalla
1750,Isla Bruma Azur
