ID,Description_lang
13827,Nivel de mejora: 6/7
13828,Nivel de mejora: 1/6
13829,Fabricación con estigia
13830,Reliquias korthianas
13831,Mejorado
13832,Frenesí de la abominación
13833,Transferencia desenfrenada
13834,Sentencia final
13835,Hambre insaciable
13836,Gloria
13837,Oleada pecaminosa
13838,Furia de la naturaleza
13839,Histeria pecaminosa
13840,Eco armónico
13841,Enjambre de langostas
13842,Escrutinio de la muerte
13843,Placer pecaminoso
13844,Afinidad de almas
13845,Embate tóxico
13846,Espíritus celestiales
13847,Obediencia
13848,Púa mortal
13849,Avanzada de la Muerte
13850,Korthia
13851,Claridad resonante
13852,Fragmento de dominación
13853,Ascuas radiantes
13854,Mazo de lealtad
13855,Mirada de agonía
13856,De las Fauces
13857,Matanza abrasadora
13858,Fe ciega
13859,Intendente de reconocimiento
13860,Juramento demoníaco
13861,Estaciones de abundancia
13862,Pacto de Bwonsamdi
13863,Palabra de las sombras: manipulación
13864,Grilletes de jurafauces de Gladiador desencadenado
13865,Grilletes de imprecación de Gladiador desencadenado
13866,Brebaje abundante
13867,Escisión elemental
13868,Semillas de crecimiento desenfrenado
13869,Conducto elemental
13870,Detritus de alma languideciente
13871,Fragmento de aniquilación
13872,Cartera de alma decadente
13873,Explosión perpetua contenida
13874,Pacto de los acechadores de almas
13875,Bolsa de municiones
13876,Fragmentos de las astas antiguas
13877,Faltriquera de fragmentos filosos
13878,Llamamiento a las armas
13879,El frío devorador
13881,Armonía de línea feérica
13882,Test 1 Override
13883,Test 2 Override
13884,Vórtice de carillón resonante
13885,Enseñanzas siniestras
13886,Corazón de los feéricos
13887,Armonía esférica
13888,Orden cadavérica
13889,Poderío elíseo
13890,Resonancia divina
13891,Invaluable
13895,Combatiente II
13896,Contendiente II
13897,Rival II
13911,Temporada 2 de Shadowlands
