ID,DisplayName_lang,HordeDisplayName_lang
2499,Кул-тирасское инженерное дело,Зандаларское инженерное дело
2500,Инженерное дело Legion,
2501,Инженерное дело Дренора,
2502,Инженерное дело Пандарии,
2503,Инженерное дело времен Катаклизма,
2504,Инженерное дело Нордскола,
2505,Инженерное дело Запределья,
2506,Инженерное дело,
2507,Кул-тирасское начертание,Зандаларское начертание
2508,Начертание Legion,
2509,Начертание Дренора,
2510,Начертание Пандарии,
2511,Начертание времен Катаклизма,
2512,Начертание Нордскола,
2513,Начертание Запределья,
2514,Начертание,
2517,Кул-тирасское ювелирное дело,Зандаларское ювелирное дело
2518,Ювелирное дело Legion,
2519,Ювелирное дело Дренора,
2520,Ювелирное дело Пандарии,
2521,Ювелирное дело времен Катаклизма,
2522,Ювелирное дело Нордскола,
2523,Ювелирное дело Запределья,
2524,Ювелирное дело,
2525,Кул-тирасское кожевничество,Зандаларское кожевничество
2526,Кожевничество Legion,
2527,Кожевничество Дренора,
2528,Кожевничество Пандарии,
2529,Кожевничество времен Катаклизма,
2530,Кожевничество Нордскола,
2531,Кожевничество Запределья,
2532,Кожевничество,
2533,Кул-тирасское портняжное дело,Зандаларское портняжное дело
2534,Портняжное дело Legion,
2535,Портняжное дело Дренора,
2536,Портняжное дело Пандарии,
2537,Портняжное дело времен Катаклизма,
2538,Портняжное дело Нордскола,
2539,Портняжное дело Запределья,
2540,Портняжное дело,
2541,Кул-тирасская кулинария,Зандаларская кулинария
2542,Кулинария Легиона,
2543,Кулинария Дренора,
2544,Кулинария Пандарии,
2545,Кулинария времен Катаклизма,
2546,Кулинария Нордскола,
2547,Кулинария Запределья,
2548,Кулинария,
2549,Кул-тирасское травничество,Зандаларское травничество
2550,Травничество Legion,
2551,Травничество Дренора,
2552,Травничество Пандарии,
2553,Травничество времен Катаклизма,
2554,Травничество Нордскола,
2555,Травничество Запределья,
2556,Травничество,
2557,Кул-тирасское снятие шкур,Зандаларское снятие шкур
2558,Снятие шкур Legion,
2559,Снятие шкур на Дреноре,
2560,Снятие шкур в Пандарии,
2561,Снятие шкур времен Катаклизма,
2562,Снятие шкур в Нордсколе,
2563,Снятие шкур в Запределье,
2564,Снятие шкур,
2565,Кул-тирасское горное дело,Зандаларское горное дело
2566,Горное дело Legion,
2567,Горное дело Дренора,
2568,Горное дело Пандарии,
2569,Горное дело времен Катаклизма,
2570,Горное дело Нордскола,
2571,Горное дело Запределья,
2572,Горное дело,
2585,Кул-тирасская рыбная ловля,Зандаларская рыбная ловля
2586,Рыбная ловля Legion,
2587,Рыбная ловля Дренора,
2588,Рыбная ловля Пандарии,
2589,Рыбная ловля времен Катаклизма,
2590,Рыбная ловля Нордскола,
2591,Рыбная ловля в Запределье,
2592,Рыбная ловля,
2597,Расовая способность дворфов из клана Черного Железа,
2598,Расовая способность маг'харов,
2703,Питомец - ящерица,
2704,Питомец - лошадь,
2705,Питомец - экзотический терродактиль,
2706,Питомец - жаба,
2707,Питомец - экзотический панцирник,
2716,Второй питомец охотника,
2719,Pet - Blood Beast,
2720,Кустарная механика,
2721,Расовая способность зандаларов,
2723,Расовая способность култирасцев,
2727,Все классы,
2730,Кирии,
2731,Вентиры,
2732,Ночной народец,
2733,Некролорды,
2734,Предметы для транспорта,
2750,Алхимия Темных Земель,
2751,Кузнечное дело Темных Земель,
2752,Кулинария Темных Земель,
2753,Наложение чар Темных Земель,
2754,Рыбная ловля Темных Земель,
2755,Инженерное дело Темных Земель,
2756,Начертание Темных Земель,
2757,Ювелирное дело Темных Земель,
2758,Кожевничество Темных Земель,
2759,Портняжное дело Темных Земель,
2760,Травничество Темных Земель,
2761,Горное дело Темных Земель,
2762,Снятие шкур Темных Земель,
2773,Расовая способность дворфов из клана Черного Железа,
2774,Расовая способность механогномов,
2775,Расовая способность вульпер,
2776,Язык: вульперский,
2777,Тайнопись душ,
2787,Сшивание поганищ,
2791,Путь перерождения,
2805,Питомец – мамонт,
2806,Питомец – рысак,
2807,Питомец – верблюд,
2811,Работа со стигией,
2817,Язык: шифр,
2819,Протосинтез,
