ID,Description_lang,Reward_lang,Title_lang
115,Mortes por fogo e lava,,Mortes por fogo e lava
116,"Alcançar 150 pontos de perícia em uma categoria ""Classic"" de uma profissão.",,O Profissional
121,"Alcançar 150 pontos de perícia na categoria ""Classic"" de culinária.",,Cozinheiro Profissional
122,"Alcançar 225 pontos de perícia na categoria ""Classic"" de culinária.",,Cozinheiro Perito
123,"Alcançar 300 pontos de perícia na categoria ""Classic"" de culinária.",,Cozinheiro do Classic
124,"Alcançar 75 pontos de perícia na categoria ""Terralém"" de culinária.",,Cozinheiro de Terralém
125,"Alcançar 75 pontos de perícia na categoria ""Nortúndria"" de culinária.",,Cozinheiro de Nortúndria
126,"Alcançar 150 pontos de perícia na categoria ""Classic"" de pesca.",,Pescador Profissional
127,"Alcançar 225 pontos de perícia na categoria ""Classic"" de pesca.",,Pescador Perito
128,"Alcançar 300 pontos de perícia na categoria ""Classic"" de pesca.",,Pescador Artífice
129,"Alcançar 75 pontos de perícia na categoria ""Terralém"" de pesca.",,Pescador de Terralém
130,"Alcançar 75 pontos de perícia na categoria ""Nortúndria"" de pesca.",,Pescador da Nortúndria
131,Alcançar 150 pontos de perícia em Primeiros Socorros.,,Socorrista Profissional
132,Alcançar 225 pontos de perícia em Primeiros Socorros.,,Socorrista Perito
133,Alcançar 300 pontos de perícia em Primeiros Socorros.,,Socorrista Artífice
134,Alcançar 375 pontos de perícia em Primeiros Socorros.,,Socorrista Mestre
135,Alcançar 450 pontos de perícia em Primeiros Socorros.,,Grão-mestre Socorrista
137,Criar 500 Bandagens Grossas de Friotrama.,,Farmácia particular
141,Usar uma Bandagem Grossa de Friotrama ou qualquer tipo de Bandagem de Seribrasa ou Lã-de-vento para curar um jogador com menos de 5% de vida.,,Bandagens pra que te quero
144,Pescar o Tocaieiro Subterrâneo na Caverna do Serpentário.,,O Tocaieiro Supraterrâneo
150,Pescar alguma coisa em Orgrimmar e Ventobravo.,,O diplomata pescador
153,Pescar em um cardume.,,O velho gnomo e o mar
154,Vencer na Bacia Arathi.,,Vitória na Bacia Arathi
155,Conquistar 100 vitórias na Bacia Arathi.,,Veterano da Bacia Arathi
156,Vencer 10 partidas na Bacia Arathi controlando todas as 5 bandeiras.,,Domínio territorial
157,Defender e recapturar a bandeira de uma base na Bacia Arathi 50 vezes.,,Ao resgate!
158,Tomar 50 bandeiras na Bacia Arathi.,,Capitão Captura
159,Vencer na Bacia Arathi em no máximo 6 minutos.,,Vamos acabar logo com isso
161,Vencer uma batalha na Bacia Arathi superando uma desvantagem de 500 recursos.,,Vitória resiliente
162,Vencer na Bacia Arathi por 50 pontos de diferença ou menos.,,Meus movimentos são friamente calculados
165,Vencer na Bacia Arathi com um placar de 1600 a 0.,,Perfeição da Bacia Arathi
166,Vencer na Ravina Brado Guerreiro.,,Vitória na Ravina Brado Guerreiro
167,Conquistar 100 vitórias na Ravina Brado Guerreiro.,,Veterano da Ravina Brado Guerreiro
168,Vencer na Ravina Brado Guerreiro com um placar de 3 a 0.,,Perfeição da Ravina Brado Guerreiro
178,Fórmulas de encantamento conhecidas,,Fórmulas de encantamento conhecidas
181,Itens desencantados,,Itens desencantados
183,Materiais obtidos via desencantamentos,,Materiais obtidos via desencantamentos
199,Transportar e capturar pessoalmente a bandeira na Ravina Brado Guerreiro.,,Capturar a bandeira
200,Recuperar 50 bandeiras na Ravina Brado Guerreiro.,,Defensor persistente
201,Vencer na Ravina Brado Guerreiro em no máximo 7 minutos.,,Domínio da Ravina
202,Pegar a bandeira e capturá-la em no máximo 75 segundos.,,Ándale! Ándale!
203,"Em uma mesma batalha na Ravina Brado Guerreiro, abater 2 portadores da bandeira antes que eles saiam da Sala da Bandeira Asa de Prata.",,Aqui não!
204,"Em uma mesma batalha da Ravina Brado Guerreiro, carregar e capturar a bandeira 3 vezes sem morrer.",,Homem de Ferro
206,Abater 100 portadores da bandeira na Ravina Brado Guerreiro.,,Defensor Supremo
207,Abater o inimigo que estiver carregando a bandeira da sua equipe dentro da base adversária e enquanto a bandeira inimiga estiver nesta mesma base inimiga.,,Salvar o dia
208,Vencer no Olho da Tormenta.,,Vitória no Olho da Tormenta
209,Conquistar 100 vitórias no Olho da Tormenta.,,Veterano do Olho da Tormenta
211,Pegar e capturar pessoalmente a bandeira no Olho da Tormenta enquanto a sua equipe controla as 4 bases.,,Tempo de glória
212,Pegar e capturar a bandeira no Olho da Tormenta.,,Deixa comigo!
213,Abater 5 carregadores da bandeira em uma mesma batalha no Olho da Tormenta.,,Soldado de Assalto
214,Vencer no Olho da Tormenta em no máximo 6 minutos.,,Rajada
216,Capturar a bandeira 3 vezes sem morrer em uma mesma batalha no Olho da Tormenta.,,Destinado à glória
218,Vencer no Vale Alterac.,,Vitória no Vale Alterac
219,Conquistar 100 vitórias no Vale Alterac.,,Veterano do Vale Alterac
220,Vencer no Vale Alterac sem perder uma torre ou um capitão. Você tem que controlar todas as torres da Horda.,,Perfeição de Lançatroz
221,Tomar 50 cemitérios no Vale Alterac.,,Ladrão de Sepulturas de Alterac
222,Defender 50 torres no Vale Alterac.,,Defender a torre
223,"No Vale Alterac, abater um jogador no Campo de Disputa antes que ele desmonte.",,A gazela doente
224,"No Vale Alterac, abater 50 jogadores inimigos no Salão do Lobo do Gelo.",,Defensor Leal
225,Vencer no Vale Alterac enquanto a sua equipe controla ambas as minas.,,Aquela mina? Já peguei!
226,Vencer no Vale Alterac em no máximo 6 minutos.,,Alterac relâmpago
227,Causar 300.000 de dano ou cura em uma única batalha em qualquer campo de batalha. A cura e o dano devem ser causados a um jogador.,,Controle de danos
229,Alcançar um total de 30 Jogadores Abatidos Honrosamente em uma única partida em qualquer campo de batalha.,,O anjo da morte
230,Obter as conquistas de campo de batalha listadas abaixo.,Título: Mestre de Batalha,Mestre de Batalha
231,Desferir 20 golpes fatais sem morrer em uma única partida em qualquer campo de batalha.,,O exterminador
233,Desferir um golpe fatal sob efeito do bônus berserk no Olho da Tormenta.,,Berserker sanguinário
238,Abater um jogador honrosamente.,,Abate honroso
239,Alcançar um total de 25.000 jogadores abatidos honrosamente.,,25.000 jogadores abatidos honrosamente
245,Desferir um golpe fatal honroso em cada uma das classes.,,Golpes de classe
246,Desferir um golpe fatal honroso em cada uma das raças da Horda.,,Conhece teu inimigo
247,Usar a expressão /abraçar em um inimigo morto antes que ele libere o corpo.,,"Faça amor, não faça guerra"
248,Encontre uma Camisa Branca de Smoking e uma Calça Preta de Smoking abrindo os Ovos Coloridos Brilhantes durante a comemoração do Jardinova.,,Traje de domingo
249,Encontrar um Vestido Elegante abrindo os Ovos Coloridos Brilhantes durante a comemoração do Jardinova.,,Olha que vestido lindo!
252,Alcançar um total de 50 Jogadores Abatidos Honrosamente enquanto transformado em um Ajudante do Papai Inverno pela máquina Voltímato de Inverno.,,Um ajudante invernal
255,Matar o Cavaleiro Sem Cabeça.,,"Traga-me a cabeça do...ah, esquece!"
259,Jogar uma bola de neve em Baine Casco Sangrento durante a Festa do Véu de Inverno.,,Guerra fria
260,Criar 12 Pulseira de Patuás Adoráveis.,,Encantador
263,Matar Ahune no Pátio dos Escravos.,,Congelando o senhor do gelo
271,Dançar na ciranda da fita por 60 segundos vestindo o conjunto de solstício completo.,,Mais quente que lambada
272,Fazer malabarismo com 40 tochas em 15 segundos em Dalaran.,,Malabarista de tochas
273,"Salvar Metzen, a Rena.",,"Corra, Metzen, Corra"
275,"Obter o Ovo de Egberto, Júnior Dorminhoco e a Coleira de Treinamento de Elekk.",,Uma babá quase perfeita
277,"Durante a Festa do Véu de Inverno, vestir 3 peças de roupa do evento e comer um Bolo de Frutas com Carne Moída do Gracco.",,Emoção de Véu de Inverno
279,Cumprir a missão para recuperar as gostosuras roubadas da Fazenda Bosque Defumado e receber um Agradecimento da Fazenda Bosque Defumado.,,Simplesmente abominável!
281,Nível de Primeiros Socorros,,Nível de Primeiros Socorros
283,Ser transformado pelas Varinhas Feiticeiras listadas abaixo.,,Baile de máscaras
284,Obter as 24 Máscaras listadas abaixo.,,Máscaras para todas as ocasiões
288,Comer Gostosuras Travessas até adquirir a penalidade Distúrbio Estomacal.,,Chama o Hugo!
289,Cumprir uma das missões para salvar uma aldeia do Cavaleiro Sem Cabeça.,,O salvador de Noturnália
291,Usar a Lanterna de Abóbora com Peso para colocar cabeças de abóboras em cada uma das raças listadas abaixo.,,Cabeção
292,Obter uma mascote Aboborito Sinistro e o Elmo Assombrado com saques ou Gostosuras Travessas nos eventos mundiais da Noturnália.,,Chamado sinistro
293,Dançar completamente bêbado em Dalaran vestindo 3 peças de roupa da CervaFest.,,Vandalizando Dalaran
295,Matar Coren Cervatroz.,,CervatrozFest
303,Obter uma montaria da CervaFest ou transformar uma das suas montarias em uma montaria da CervaFest usando um Lúpulo Fresco.,,"Se beber, não dirija"
306,Vencer o torneio de pesca da Angra do Butim.,,Mestre Pescador de Azeroth
318,,,Número de vezes que foi morto pela facção inimiga
319,Duelos vencidos,,Duelos vencidos
320,Duelos perdidos,,Duelos perdidos
326,Total de peças de ouro recebidas como recompensa de missões,,Total de peças de ouro recebidas como recompensa de missões
328,Total de peças de ouro obtidas,,Total de peças de ouro obtidas
329,Lotes colocados em leilão,,Lotes colocados em leilão
330,Total de lotes comprados,,Total de lotes comprados
331,Maior lance por um lote,,Maior lance por um lote
332,Lote mais caro vendido,,Lote mais caro vendido
333,Total de peças de ouro saqueadas,,Total de peças de ouro saqueadas
334,Maior quantidade de peças de ouro já possuída,,Maior quantidade de peças de ouro já possuída
338,Mascotes obtidas,,Mascotes obtidas
344,Bandagens usadas,,Bandagens usadas
345,Poções de vida consumidas,,Poções de vida consumidas
346,Bebidas consumidas,,Bebidas consumidas
347,Comidas devoradas,,Comidas devoradas
349,Rotas de voo percorridas,,Rotas de voo percorridas
350,Portais de Magos usados,,Portais de Magos usados
353,Número de vezes que você usou a Pedra de Regresso,,Número de vezes que você usou a Pedra de Regresso
362,Vitórias 5x5,,Vitórias 5x5
363,Partidas 5x5,,Partidas 5x5
364,Vitórias 3x3,,Vitórias 3x3
365,Partidas 3x3,,Partidas 3x3
366,Vitórias 2x2,,Vitórias 2x2
367,Partidas 2x2,,Partidas 2x2
370,,,Melhor pontuação pessoal no 2x2
374,,,Melhor pontuação de equipe no 2x2
381,Jogadores Abatidos Honrosamente mundo afora,,Jogadores Abatidos Honrosamente mundo afora
382,Jogadores Abatidos Honrosamente em Campo de Batalha,,Abates Honrosos em Campos de Batalha
383,Jogadores Abatidos Honrosamente em Arenas,,Abates Honrosos em Arenas
388,Abater 50 jogadores inimigos em qualquer uma das capitais da sua facção.,,Defensor da cidade
389,Obter o berloque Mestre da Arena na Arena de Gurubashi.,,Mestre da Arena de Gurubashi
393,Torres do Vale Alterac defendidas,,Torres do Vale Alterac defendidas
394,Torres do Vale Alterac capturadas,,Torres do Vale Alterac capturadas
395,Bandeiras da Ravina Brado Guerreiro capturadas,,Bandeiras da Ravina Brado Guerreiro capturadas
396,Cumprir a missão do João Tampinha Mithril para obter o berloque Grande Mestre da Arena.,,Grande Mestre da Arena de Gurubashi
397,Vencer uma partida de arena ranqueada.,,Primeiros passos na Arena
398,Vencer 100 partidas de arena ranqueadas.,,Dedicação impiedosa
399,Obter uma pontuação pessoal de 1550 na categoria 2x2 da arena.,,Dupla Dinâmica: 1550
400,Obter uma pontuação pessoal de 1750 na categoria 2x2 da arena.,,Dupla Dinâmica: 1750
401,Obter uma pontuação pessoal de 2000 na categoria 2x2 da arena.,,Dupla Dinâmica: 2000
402,Obter uma pontuação pessoal de 1550 na categoria 3x3 da arena.,,Três é demais: 1550
403,Obter uma pontuação pessoal de 1750 na categoria 3x3 da arena.,,Três é demais: 1750
404,Obter uma pontuação pessoal de 2000 na categoria 5x5 da arena.,,Cinco contra... cinco: 2000
405,Obter uma pontuação pessoal de 2000 na categoria 3x3 da arena.,,Três é demais: 2000
406,Obter uma pontuação pessoal de 1550 na categoria 5x5 da arena.,,Cinco contra... cinco: 1550
407,Obter uma pontuação pessoal de 1750 na categoria 5x5 da arena.,,Cinco contra... cinco: 1750
408,Vencer dez partidas de arena ranqueadas seguidas.,,Embalo de Fogo
409,Ser o último sobrevivente em uma partida ranqueada de arena 5x5.,,O Último dos Moicanos
411,"Orgulhoso proprietário do Murquinho da BlizzCon 2005, realizada em Anaheim, Califórnia.",,Murquinho
412,"Orgulhoso proprietário da Fantasia de Murloc da BlizzCon 2007, realizada em Anaheim, Califórnia.",,Fantasia de Murloc
414,"Orgulhoso proprietário do Punho de Tyrael da World Wide Invitational 2008, realizada em Paris, França.",,Punho de Tyrael
415,"Orgulhoso proprietário do Grande Urso da Blizzard da BlizzCon 2008, realizada em Anaheim, Califórnia.",,Grande Urso da Blizzard
416,Participou da abertura dos portões de Ahn'Qiraj.,,Senhor dos Escaravelhos
418,Conquistou o título de Gladiador Impiedoso.,,Gladiador Impiedoso
419,Conquistou o título de Gladiador Vingativo.,,Gladiador Vingativo
420,Conquistou o título de Gladiador Brutal.,,Gladiador Brutal
424,Obter um Cristal Ressonante Qiraji Vermelho.,,Pra quê? Pra ver melhor...
425,"Empunhar Atiesh, o Grande Cajado do Guardião.",,"Atiesh, Grande Cajado do Guardião"
426,Empunhar os Glaives de Guerra de Azzinoth.,,Glaives de Guerra de Azzinoth
428,"Empunhar Tormentária, a Lâmina Sagrada do Perseguidor dos Ventos.",,Tormentária
429,"Empunhar Sulfuras, a Mão de Ragnaros.",,"Sulfuras, a Mão de Ragnaros"
430,Proprietário do Urso Guerreiro Amani.,,Urso Guerreiro Amani
431,"Conquistou o título ""A Mão de A'dal"".",,Mão de A'dal
432,"Conquistou o título ""Campeão dos Naarus"".",,Campeão dos Naarus
433,"Conquistou o título ""Grão-marechal"" no nível 60.",,Grão-marechal
434,"Conquistou o título ""Marechal-de-campo"" no nível 60.",,Marechal-de-campo
435,"Conquistou o título ""Comandante"" no nível 60.",,Comandante
436,"Conquistou o título ""Tenente-comandante"" no nível 60.",,Tenente-comandante
437,"Conquistou o título ""Campeão-cavaleiro"" no nível 60.",,Campeão-cavaleiro
438,"Conquistou o título ""Capitão-cavaleiro"" no nível 60.",,Capitão-cavaleiro
439,"Conquistou o título ""Cavaleiro"" no nível 60.",,Cavaleiro
440,"Conquistou o título ""Primeiro-sargento"" no nível 60.",,Primeiro-sargento
441,"Conquistou o título ""Segundo-sargento"" no nível 60.",,Segundo-sargento
442,"Conquistou o título ""Recruta"" no nível 60.",,Recruta
443,"Conquistou o título ""Sumo Senhor da Guerra"" no nível 60.",,Sumo Senhor da Guerra
444,"Conquistou o título ""Tenente-general"" no nível 60.",,Tenente-general
445,"Conquistou o título ""Senhor da Guerra"" no nível 60.",,Senhor da Guerra
446,"Conquistou o título ""General"" no nível 60.",,General
447,"Conquistou o título ""Campeão"" no nível 60.",,Campeão
448,"Conquistou o título ""Centurião"" no nível 60.",,Centurião
449,"Conquistou o título ""Guarda-de-Sangue"" no nível 60.",,Guarda-de-Sangue
450,"Conquistou o título ""Segundo-sargento"" no nível 60.",,Segundo-sargento
451,"Conquistou o título ""Guarda Pétreo"" no nível 60.",,Guarda Pétreo
452,"Conquistou o título ""Primeiro-sargento"" no nível 60.",,Primeiro-sargento
453,"Conquistou o título ""Terceiro-sargento"" no nível 60.",,Terceiro-sargento
454,"Conquistou o título ""Batedor"" no nível 60.",,Batedor
456,"Fez parte do primeiro grupo do seu reino a derrotar Sartharion, o Guardião de Ônix, no modo 25 jogadores.",Título: Assassino Obsidiano,Primeirão! Assassino Obsidiano
457,Primeira pessoa no reino a atingir o nível 80.,,Primeirão! Nível 80
458,Primeiro ladino no reino a atingir o nível 80.,,Primeirão! Ladino Nível 80
459,Primeiro guerreiro no reino a atingir o nível 80.,,Primeirão! Guerreiro Nível 80
460,Primeiro mago no reino a atingir o nível 80.,,Primeirão! Mago Nível 80
461,Primeiro cavaleiro da morte no reino a atingir o nível 80.,,Primeirão! Cavaleiro da Morte Nível 80
462,Primeiro caçador no reino a atingir o nível 80.,,Primeirão! Caçador Nível 80
463,Primeiro bruxo no reino a atingir o nível 80.,,Primeirão! Bruxo Nível 80
464,Primeiro sacerdote no reino a atingir o nível 80.,,Primeirão! Sacerdote Nível 80
465,Primeiro paladino no reino a atingir o nível 80.,,Primeirão! Paladino Nível 80
466,Primeiro druida no reino a atingir o nível 80.,,Primeirão! Druida Nível 80
467,Primeiro xamã no reino a atingir o nível 80.,,Primeirão! Xamã Nível 80
468,"Conquistou o título ""Bruto"" no nível 60.",,Bruto
469,"Conquistou o título ""Legionário"" no nível 60.",,Legionário
470,"Conquistou o título ""Cabo"" no nível 60.",,Cabo
471,"Conquistou o título ""Terceiro-sargento"" no nível 60.",,Terceiro-sargento
472,"Conquistou o título ""Tenente-cavaleiro"" no nível 60.",,Tenente-cavaleiro
473,"Conquistou o título ""Marechal"" no nível 60.",,Marechal
477,Derrotar os chefes na Bastilha Utgarde.,,Bastilha Utgarde
478,Derrotar os chefes no Nexus.,,Nexus
479,Derrotar os chefes nas Cavernas do Tempo: Stratholme.,,Expurgo de Stratholme
480,Derrotar os chefes em Azjol-Nerub.,,Azjol-Nerub
481,Derrotar os chefes de Ahn'kahet: O Velho Reino.,,Ahn'kahet: O Velho Reino
482,Derrotar os chefes na Bastilha Drak'Tharon.,,Bastilha Drak'Tharon
483,Derrotar Cyanigosa no Castelo Violeta.,,Castelo Violeta
484,Derrotar os chefes em Gundrak.,,Gundrak
485,Derrotar os chefes nos Salões Rochosos.,,Salões Rochosos
486,Derrotar os chefes nos Salões Relampejantes.,,Salões Relampejantes
487,Derrotar os chefes em Óculus.,,Óculus
488,Derrotar os chefes no Pináculo Utgarde.,,Pináculo Utgarde
489,Derrotar os chefes da Bastilha Utgarde no modo Heroico.,,Heroico: Bastilha Utgarde
490,Derrotar os chefes do Nexus no modo Heroico.,,Heroico: Nexus
491,Derrotar os chefes de Azjol-Nerub no modo Heroico.,,Heroico: Azjol-Nerub
492,"Em Modo Heroico, derrotar os chefes de Ahn'kahet: O Velho Reino.",,Heroico: Ahn'kahet: O Velho Reino
493,Derrotar os chefes da Bastilha Drak'Tharon no modo Heroico.,,Heroico: Bastilha Drak'Tharon
494,"Derrotar Cyanigosa no Castelo Violeta, no modo Heroico.",,Heroico: Castelo Violeta
495,Derrotar os chefes de Gundrak no modo Heroico.,,Heroico: Gundrak
496,Derrotar os chefes dos Salões Rochosos no modo Heroico.,,Heroico: Salões Rochosos
497,Derrotar os chefes dos Salões Relampejantes no modo Heroico.,,Heroico: Salões Relampejantes
498,Derrotar os chefes de Óculus no modo Heroico.,,Heroico: Óculus
499,Derrotar os chefes do Pináculo Utgarde no modo Heroico.,,Heroico: Pináculo Utgarde
500,Derrotar os chefes das Cavernas do Tempo: Stratholme no Modo Heroico.,,Heroico: Expurgo de Stratholme
503,Cumprir 50 missões.,,50 missões cumpridas
504,Cumprir 100 missões.,,100 missões cumpridas
505,Cumprir 250 missões.,,250 missões cumpridas
506,Cumprir 500 missões.,,500 missões cumpridas
507,Cumprir 1000 missões.,,1000 missões cumpridas
508,Cumprir 1500 missões.,,1500 missões cumpridas
509,Alcançar um total de 10.000 jogadores abatidos honrosamente.,,10.000 jogadores abatidos honrosamente
512,Alcançar um total de 5.000 Jogadores Abatidos Honrosamente.,,5000 Jogadores Abatidos Honrosamente
513,Alcançar um total de 100 Jogadores Abatidos Honrosamente.,,100 Jogadores Abatidos Honrosamente
515,Alcançar um total de 500 Jogadores Abatidos Honrosamente.,,500 Jogadores Abatidos Honrosamente
516,Alcançar um total de 1000 Jogadores Abatidos Honrosamente.,,1000 Jogadores Abatidos Honrosamente
518,Tornar-se exaltado por 30 facções.,,Exaltado por 30 facções
519,Tornar-se exaltado por 25 facções.,,Exaltado por 25 facções
520,Tornar-se exaltado por 20 facções.,,Exaltado por 20 facções
521,Tornar-se exaltado por 15 facções.,,Exaltado por 15 facções
522,Tornar-se exaltado por uma facção.,,Alguém gosta de mim
523,Tornar-se exaltado por 5 facções.,,Exaltado por 5 facções
524,Tornar-se exaltado por 10 facções.,,Exaltado por 10 facções
545,Visitar uma Barbearia e mudar sua aparência.,,Barba e cabelo
546,Comprar 7 compartimentos bancários.,,Poupança fácil
547,Cumprir as missões do Ermo das Serpes incluindo o Retorno a Angrathar.,,Veterano do Portão da Ira
556,Equipar-se total e exclusivamente com itens épicos de nível 213 ou mais alto. (Antes de Battle for Azeroth).,,Épico
557,Equipar-se total e exclusivamente com itens superiores de nível 187 ou mais alto (Antes de Battle for Azeroth).,,Superior
558,Vencer uma disputa por ganância tirando 100. O item disputado deve ser do tipo superior ou melhor e de nível 185 ou mais.,,Ganancioso
559,Vencer uma disputa por necessidade tirando 100. O item disputado deve ser do tipo superior ou melhor e de nível 185 ou mais.,,Necessitado
560,"Pescar Gahz'ranka, em Zul'Gurub, usando a Isca para Gambalama.",,Pesca mortal
561,Apoiar a DruiPA cumprindo todas as missões até o Assassinato de Manuelzão.,,Ativista da DruiPA
562,"Derrotar os chefes do Distrito dos Aracnídeos, em Naxxramas, no modo 10 jogadores.",,O Distrito dos Aracnídeos (10 jogadores)
563,"Derrotar os chefes do Distrito dos Aracnídeos, em Naxxramas, no modo 25 jogadores.",,O Distrito dos Aracnídeos (25 jogadores)
564,"Derrotar os chefes do Distrito dos Constructos, em Naxxramas, no modo 10 jogadores.",,O Distrito dos Constructos (10 jogadores)
565,"Derrotar os chefes do Distrito dos Constructos, em Naxxramas, no modo 25 jogadores.",,O Distrito dos Constructos (25 jogadores)
566,"Derrotar os chefes do Distrito da Peste, em Naxxramas, no modo 10 jogadores.",,O Distrito da Peste (10 jogadores)
567,"Derrotar os chefes do Distrito da Peste, em Naxxramas, no modo 25 jogadores.",,O Distrito da Peste (25 jogadores)
568,"Derrotar os chefes do Distrito Militar, em Naxxramas, no modo 10 jogadores.",,O Distrito Militar (10 jogadores)
569,"Derrotar os chefes do Distrito Militar, em Naxxramas, no modo 25 jogadores.",,O Distrito Militar (25 jogadores)
572,"Derrotar Sapphiron, em Naxxramas, no modo 10 jogadores.",,O fim de Sapphiron (10 jogadores)
573,"Derrotar Sapphiron, em Naxxramas, no modo 25 jogadores.",,O fim de Sapphiron (25 jogadores)
574,"Derrotar Kel'Thuzad, em Naxxramas, no modo 10 jogadores.",,A derrota de Kel'Thuzad (10 jogadores)
575,"Derrotar Kel'Thuzad, em Naxxramas, no modo 25 jogadores.",,A derrota de Kel'Thuzad (25 jogadores)
576,Derrotar todos os chefes de Naxxramas no modo 10 jogadores.,,A queda de Naxxramas (10 jogadores)
577,Derrotar todos os chefes de Naxxramas no modo 25 jogadores.,,A queda de Naxxramas (25 jogadores)
578,Derrotar os chefes de Naxxramas com no máximo 8 jogadores no modo 10 jogadores.,,Tropa de Elite (10 jogadores)
579,Derrotar os chefes de Naxxramas com no máximo 20 jogadores no modo 25 jogadores.,,Tropa de Elite (25 jogadores)
582,"Em uma mesma batalha no Vale Alterac, atacar um cemitério, defender um cemitério, atacar uma torre, defender uma torre e matar alguém no Campo de Disputa.",,Estrela de Vale Alterac
583,Atacar e defender 2 bases em uma mesma batalha na Bacia Arathi.,,Estrela da Bacia Arathi
584,"Em uma mesma batalha na Bacia Arathi, matar cinco jogadores honrosamente em cada um das bases.",,Assassino da Bacia Arathi
585,Bandeiras do Olho da Tormenta capturadas,,Bandeiras do Olho da Tormenta capturadas
586,Bandeiras da Ravina Brado Guerreiro recuperadas,,Bandeiras da Ravina Brado Guerreiro recuperadas
587,"Em uma mesma batalha no Olho da Tormenta, matar 5 jogadores honrosamente em cada uma das bases.",,Assassino da Tormenta
588,Total de Jogadores Abatidos Honrosamente,,Total de Jogadores Abatidos Honrosamente
589,,,Melhor pontuação de equipe no 5x5
590,,,Melhor pontuação de equipe no 3x3
595,,,Melhor pontuação pessoal no 3x3
596,,,Melhor pontuação pessoal no 5x5
603,Matar 5 jogadores da Aliança em cada uma das cidades listadas abaixo.,,Ira da Horda
