ID,Description_lang
13299,Série 5 de Legion
13300,Série 5 de Elite de Legion
13301,Gladiador
13302,Combatente I
13303,Aspirante
13304,Honra
13305,Nascente do Sol
13306,JxJ - Raro
13307,JxJ - Épico
13308,Mítico 13
13309,Mítico 14
13310,Mítico 15
13311,Série 6 de Legion
13312,Série 7 de Legion
13313,Série 6 de Legion - Elite
13314,Série 7 de Legion - Elite
13315,Séries 1 & 2 de Legion
13316,Séries 1 & 2 de Elite de Legion
13317,Séries 3 & 4 de Legion
13318,Séries 3 & 4 de Elite de Legion
13319,Item Criado
13320,Abdicado
13321,Inabalável
13322,Obliterum Primevo: 0/10
13323,Obliterum Primevo: 1/10
13324,Obliterum Primevo: 2/10
13325,Obliterum Primevo: 3/10
13326,Obliterum Primevo: 4/10
13327,Obliterum Primevo: 5/10
13328,Obliterum Primevo: 6/10
13329,Obliterum Primevo: 7/10
13330,Obliterum Primevo: 8/10
13331,Obliterum Primevo: 9/10
13332,Obliterum Primevo: 10/10
13333,Shatug
13334,F'harg
13335,"Séries 5, 6 e 7 de Legion"
13336,"Séries 5, 6 e 7 de Elite de Legion"
13337,Confiscado
13338,Imaculado
13339,Imaculado
13343,Azerita Nível 3
13445,Desafiante I
13446,Rival I
13447,Duelista
13448,Front de Guerra
13449,Poder do Artefato
13450,Lembrança
13451,Combatente Medonho
13452,Combatente Sinistro
13453,Desafiante Medonho
13454,Desafiante Sinistro
13455,Rival Medonho
13456,Rival Sinistro
13457,Duelista Medonho
13458,Duelista Sinistro
13459,Gladiador Medonho
13460,Gladiador Sinistro
13461,Série 1 de Battle for Azeroth
13462,Série 2 de Battle for Azeroth
13463,Elite Sinistra
13464,Elite Medonha
13465,Sucatrônica de Gnomecan
13486,Dádiva Insidiosa Selada
13487,Dádiva Insidiosa Aberta
13488,Provação do Estilo Série 4
13489,Provação do Estilo Série 2
13490,Provação do Estilo Série 1
13491,"Calibração: 0,75 de Aceleração : 0,25 de Versatilidade"
13492,Provação do Estilo Série 3
13493,Desafiante Notório
13494,Combatente Notório
13495,Duelista Notório
13496,Elite Notório
13497,Gladiador Notório
13498,Rival Notório
13499,Equipamento de Montaria
13500,Coalescência de Poder
13501,Cartão Perfurado Vermelho
13502,Cartão Perfurado Amarelo
13503,Cartão Perfurado Azul
13504,Reagente Arcano
13505,Perolado
13506,Série 3 de Battle For Azeroth
13507,Bêntico
13508,Série 4 de Battle for Azeroth
13509,Relíquia do Império Negro Grau 1
13510,Relíquia do Império Negro Grau 2
13511,Relíquia do Império Negro Grau 3
13512,Relíquia do Império Negro Grau 4
13513,25 de Corrupção
13516,5 de Corrupção
13517,10 de Corrupção
13518,15 de Corrupção
13519,20 de Corrupção
13520,30 de Corrupção
13521,5-30 de Corrupção
13524,Ranque 10
13525,Ranque 11
13526,Ranque 12
13527,Ranque 13
13528,Ranque 14
13529,Ranque 15
13530,Desafiante Corrompido
13531,Combatente Corrompido
13532,Duelista Corrompido
13533,Elite Corrompido
13534,Gladiador Corrompido
13535,Rival Corrompido
13536,Corrompido
13538,Cifragem da Alma
13543,do Artesão Crítico
13544,do Artesão Primoroso
13545,do Artesão Apressado
13546,do Artesão Versátil
13547,do Matador de Feras
13549,Reagente de Criação Opcional
13551,IV
13552,III
13553,II
13554,I
13555,Sutura de Abominação
13556,Conservatório da Rainha
13557,Aprimorador de Casulo Catalisador
13558,Casulo Catalisador
13559,Conduíte
13565,66 de Corrupção
13566,35 de Corrupção
13567,15 de Corrupção
13568,20 de Corrupção
13569,10 de Corrupção
13570,75 de Corrupção
13571,50 de Corrupção
13572,25 de Corrupção
13573,45 de Corrupção
13574,28 de Corrupção
13575,17 de Corrupção
13576,30 de Corrupção
13577,12 de Corrupção
13578,16 de Corrupção
13579,8 de Corrupção
13580,60 de Corrupção
13581,Criação Ascendida
13583,História da Gorja
13584,Corte das Brasas
13585,Ânima
13586,The Coldest of Fronts (DNT)
13587,Show them snow mercy! (DNT)
13588,A Triple Threat (DNT)
13589,"It's like double trouble, but better! (DNT)"
13590,Campanha
13591,Renome
13592,Conservatório da Rainha
13593,Prestígio
13594,Sutura de Abominação
13595,Unidade
13596,Rede de Viagem
13597,Etéreo
13599,Contemplação Comedida
13600,Gêmeos da Sacerdotisa do Sol
13601,"X'anshi, a Volta do Arcebispo Benedictus"
13602,Chamado ao Caos Eterno
13603,Prisma da Chama Sombria
13604,Salmo da Dor Rompida
13605,Clareza da Mente
13606,Beijo da Morte
13607,Reflexão Cristalina
13608,Aparato Harmonioso
13609,O Penitente
13610,Sombras Cauterizantes
13611,Concentração Célere
13612,Imagem Divina
13613,Câmara dos Céus
13614,Estratagema de Talbadar
13615,Juramento do Druida Ancião
13616,Vislumbre Fugaz de Lycara
13617,Círculo de Vida e Morte
13618,Tragada da Concentração Profunda
13619,Visão Clara de Oneth
13620,Pulsar Arcânico Primordial
13621,Equilíbrio de Todas as Coisas
13622,Ata-sonhos Envelhecido
13623,Badulaque Olho-de-gato
13624,Anseio do Predador-alfa
13625,Elo Frenético
13626,Amplexo Infuso em Fibra
13627,Atrator de Fantom Estável
13628,Determinação da Ordem Natural
13629,Terceiro Olho do Carcereiro
13630,Sagacidade de Norgannon
13631,Proclamação de Sephuz
13632,Julgamento da Juíza
13633,Sacrifício de Vitalidade
13634,Fúria de Ursoc Lembrada
13635,Chacoalho da Gorja
13636,Eco de Eonar
13637,Legado do Adormecido
13638,Lembrança da Árvore Mãe
13639,Lição do Titã Sombrio
13640,Infusão Verdejante
13641,Visão do Crescimento Interminável
13642,Olho da Simetria Temível
13643,Toque Fatal
13644,Mantelete da Precisão Célere
13645,Deleite do Invocador
13646,Beira-céu de Cascais
13647,Capacitor do Último Imperador
13648,Tesouro de Xuen
13649,Ignição de Jade
13650,Infusão Celestial
13651,Último Barrilete do Malte do Trovão
13652,Poder de Shaohao
13653,Furor Calcinante
13654,Lágrima da Manhã
13655,Sussurro de Yu'lon
13656,Ensinamentos Ancestrais do Monastério
13657,Concentração Anuviada
13658,Fugir da Realidade
13659,Aumenta a duração da sua Carapaça Antimagia e todo o dano absorvido é convertido em cura.
13660,Sem ranque
13661,Abraço da Morte
13662,Supercepa
13663,Espiral Mortífera
13664,Certeza da Morte
13665,Monstruosidade Frenética
13666,Trôpego Reanimado
13667,Dominação do Sanguinávido
13668,Aura Vampírica
13669,Runa Carmesim
13670,Poder de Bryndaor
13671,Benesse de Koltirus
13672,Fúria do Campeão Congelado
13673,Zero Absoluto
13674,Frio Penetrante
13675,Guantes do Eterno
13676,Pesadelo
13677,Doug Test aaa
13678,Bênção do Rei Sol
13679,Meteoro Cadente
13680,Tempestade de Fogo
13681,Diadema do Sortílego
13682,Sincelo Atroz
13683,Protetor do Triuno
13684,Comando Disciplinar
13685,Potencial Expandido
13686,Ventos Congelantes
13687,Mortalha da Frente Fria
13688,Congelante
13689,Queimadura do Gelo
13690,Sifonar Tempestade
13691,Harmonia Arcana
13692,Distorção Temporal
13693,Abate Arcânico
13694,O Paragão Louco
13695,Guarda de Uther
13696,Sinete dos Reis Atormentados
13697,Do Ocaso à Aurora
13698,Barreira de Choque
13699,Julgamento do Magistrado
13700,"Quebrassombra, a Aurora do Sol"
13701,Inflorescência da Nascente do Sol
13702,Signo Gravado do Vingador Sagrado
13703,Sacrário do Protetor Ardente
13704,Baluarte da Fúria Íntegra
13705,Reino dos Reis Infinitos
13706,Veredito Final
13707,Embalo da Vanguarda
13708,Cadência de Fujieda
13709,Inquisidor Incansável
13710,Causa Mortis
13711,Determinação do Quebrador
13712,Determinação Inabalável
13713,Represália
13714,A Muralha
13715,Tormenta do Arauto da Luz
13716,Senhor do Trovão
13717,Último Suspiro de Maraad
13718,Veredito Final
13719,Defensor Temerário
13720,Descontrole
13721,Espelho Deformado
13722,Senhor da Batalha
13723,Reverberação Sísmica
13724,Elo do Lembrete Ancestral
13725,Botinas de Pedra do Tremor Profundo
13726,Elmo dos Elementos das Profundezas
13727,Correntes da Devastação
13728,Elo Ígneo do Rompe-céus Flamejante
13729,Pisantes do Equilíbrio Elemental
13730,Manoplas da Grande Cisão
13731,Manto da Voz dos Ventos
13732,Ventos da Perdição
13733,Legado da Bruxa Glacial
13734,Ossos de Lobo do Mandingueiro
13735,Atuadores de Lava Primevos
13736,Banda da Concentração Natural de Jonat
13737,Guarda-pernas das Marés do Andarilho Espiritual
13738,Núcleo Marítimo Primevo
13739,Guarda-peito da Harmonia Terrana
13740,Estratagema Infalível
13741,O Carrasco
13742,Golpe Persistente
13743,Elo do Chamado da Selva
13744,Botas do Coureador de Guima
13745,Máscara de Brasas da Forja da Alma
13746,Colete Encadeado do Estratagema Covarde
13747,Cota do Comando Atroz
13748,Pisantes de Naja do Ardilante
13749,"Qa'pla, Manoplas da Guerra de Eredun"
13750,Botinas do Caçador de Rylaks
13751,Concentração Real da Garra da Águia
13752,Talismã dos Tiros Sobretensos
13753,Elo dos Ardis do Espreitador de Serpentes
13754,Munhequeiras da Vigília Alerta
13755,Equipamento de Batalha do Fogo Indômito Tático
13756,Mortalha do Caçador de Rylaks
13757,Injetores de Veneno Latente
13758,Fragmentos de Osso do Açougueiro
13759,Signo de Evocação Superior do Walfrido
13760,Faixa de Endereth
13761,Relíquia de Sinergia Demoníaca
13762,Vestes Abrasonadas do Portal Negro
13763,Anel da Agonia Perpétua dos Azj'Aqir
13764,Sapatilhas Negras de Látega
13765,Envoltórios Acolchoados da Ira Maléfica
13766,Manto da Consumição Iracunda
13767,Visões do Potencial Implosivo
13768,Chamado Medonho do Inquisidor Sombrio
13769,Elo do Pesadelo Chifrudo
13770,Envoltórios Ardentes da Tormentaranha
13771,Manto das Cinzas dos Azj'Aqir
13772,Loucura dos Azj'Aqir
13773,Brasas do Traje Diabólico
13774,Culotes dos Ymarjar
13775,Angústia Coletiva
13776,Potencialização de Meio-gigante
13777,Bênção do Clarão Sombrio
13778,Vestimentas da Calada da Noite
13779,Demônios Interiores
13780,Dígitos do Caos
13781,Núcleo Vil Errático
13782,Bombardeiro Vil
13783,Medalhão da Chama das Trevas
13784,Profanação de Razelikh
13785,Açoite Espiralante da Chama Vil
13786,Grilhão de Alma Calcinado
13787,Filho do Inverno
13789,Celeridade
13790,Marca do Mestre Assassino
13791,Cinturão de Lâminas Tóxicas
13792,Capuz com Presas Sangrentas
13793,Medalhão com Pó de Sombra
13794,Biltre Ousado
13795,Luvas Lâmina da Ruína Ensanguentada
13796,Grilhões de Treinamento da Família Zoldyck
13797,Jeitinho de Trilhapó
13798,Vimes do Peleverde
13799,Logro do Bandido
13800,Bacamarte Escondido
13801,Finalização
13802,Fragmento da Alma de Akaari
13803,O Apodrecido
13804,Sombras Mortíferas
13805,Cosmético
13806,Runas recobrem a superfície desta armadura.
13808,
13809,Espaldares do Senhor da Ruína Derrotado
13810,Fogo Perene
13811,Aprimoramento Permanente: Thanator
13812,Aprimoramento Permanente: A Gorja
13813,Caminho da Ascensão
13815,Ranque 1 de 7
13816,Ranque 2 de 7
13817,Ranque 3 de 7
13818,Ranque 4 de 7
13819,Ranque 5 de 7
13820,Ranque 6 de 7
13821,Ranque 7 de 7
13822,Nível de aprimoramento: 1/7
13823,Nível de aprimoramento: 2/7
13824,Nível de aprimoramento: 3/7
13825,Nível de aprimoramento: 4/7
13826,Nível de aprimoramento: 5/7
13827,Nível de aprimoramento: 6/7
13828,Nível de aprimoramento: 1/6
13829,Criação Estígia
13830,Relíquias Korthianas
13831,Aprimorado
13832,Frenesi da Abominação
13833,Transferência Descontrolada
13834,Sentença Final
13835,Fome Insaciável
13836,Glória
13837,Surto Pecaminoso
13838,Fúria da Natureza
13839,Histeria Pecaminosa
13840,Eco Harmônico
13841,Nuvem de Gafanhotos
13842,Gnose da Morte
13843,Deleite Pecaminoso
13844,Afinidade Irmanada
13845,Ofensiva Tóxica
13846,Espíritos Celestiais
13847,Obediência
13848,Espinho da Morte
13849,Avanço da Morte
13850,Korthia
13851,Clareza Retumbante
13852,Estilhaço de Dominação
13853,Brasas Radiantes
13854,Martelete Devotado ao Dever
13855,Mirada da Agonia
13856,Tocado pela Gorja
13857,Massacre Fulgurante
13858,Fé Cega
13859,Intendente de Renome
13860,Juramento Demoníaco
13861,Temporadas de Fartura
13862,Pacto de Bwonsamdi
13863,Palavra Sombria: Manipulação
13864,Grilhões Górjuros do Gladiador Desacorrentado
13865,Grilhões da Imprecação do Gladiador Desacorrentado
13866,Preparado Abundante
13867,Elementos Estilhaçados
13868,Sementes do Crescimento Desenfreado
13869,Conduíte Elemental
13870,Detritos da Alma Definhante
13871,Estilhaço da Aniquilação
13872,Algibeira com Alma Decomposta
13873,Explosão Perpétua Contida
13874,Pacto dos Espreita-almas
13875,Saco de Munições
13876,Fragmentos dos Chifres Anciãos
13877,Bolsa de Fragmentos de Navalha
13878,Chamado às Armas
13879,O Frio Devorador
13881,Harmonia Feelina
13882,Test 1 Override
13883,Test 2 Override
13884,Vórtice de Véspera Atroz
13885,Ensinamentos Sinistros
13886,Coração dos Feérios
13887,Harmonia das Esferas
13888,Comando Pálido
13889,Poder Elísio
13890,Ressonância Divina
13891,Inestimável
13895,Combatente II
13896,Desafiante II
13897,Rival II
13911,Série 2 de Shadowlands
